timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolExpansions,GlobalThreadPoolJobs,GlobalThreadPoolThreadCreationMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
11034.67,9,262144,64,21708,1430667312,111,0,585,1854212,3,2466,60,67,121398,124484256,1172,1,66,3637,7258478,2,164737,585,7714924,48885829,470148668,585,15023,2,1,2,2,596,1,467837340,421461382,91440356,32162558,32178942,2,1,1415152552,73389,73389,2,2,2,32162558,10,3,40908,43740586,1082106,220292,3572,467837340,1633920,6637213,27257
17208.74,9,262144,64,23989,1580951284,111,0,585,1925555,3,3087,60,67,121398,124484256,1172,1,66,3970,7804950,2,164737,585,8992023,54671576,514030145,585,15023,2,1,2,2,596,1,511484316,465411034,116794048,35588529,35588529,2,1,1565895276,73389,73389,2,2,2,35588529,10,3,42481,47111064,1167057,223655,3904,511484316,1701900,7827728,27257
25290.72,9,262144,64,27088,1784855770,112,0,585,2035704,3,3987,60,67,121398,124484256,1172,1,66,4424,8283050,2,164737,585,10755163,61947497,573854914,585,15023,2,1,2,2,596,1,570991004,525053707,149967330,40218724,40218724,2,1,1769623856,73389,73389,2,2,2,40218724,10,3,44869,50688093,1309570,235153,4358,570991004,1800551,9449173,27257
30663.98,9,262144,64,29357,1934606696,112,0,585,2105095,3,4606,60,67,121398,124484256,1172,1,66,4757,8714623,2,164737,585,12195826,66909620,617866692,585,15023,2,1,2,2,596,1,614769052,568739764,188600404,43617960,43634344,2,1,1919190240,73389,73389,2,2,2,43617960,10,3,47075,53467403,1383926,241818,4692,614769052,1863277,10815335,27257
36072.00,9,262144,64,31428,2071128108,113,0,585,2170102,3,5225,60,67,121398,124749708,1172,1,66,5066,9117461,2,164737,585,13629727,71757510,658449440,585,15023,2,1,2,2,596,1,655139228,608718170,218724231,46716251,46732635,2,1,2055515044,73389,73389,2,2,2,46716251,10,3,47693,56543679,1483050,244973,5000,655139228,1925129,12149874,27257
41455.70,9,262144,64,33711,2221543152,113,0,585,2238856,3,5848,60,67,121398,124749708,1172,1,66,5400,9537681,2,164737,585,14833814,76349011,702454836,585,15023,2,1,2,2,596,1,698917276,652716527,267091407,50142222,50142222,2,1,2206257768,73389,73389,2,2,2,50142222,10,3,48365,59110173,1564842,248274,5334,698917276,1990582,13272421,27257
46953.96,9,262144,64,36105,2379232692,113,0,585,2306355,3,6501,60,67,121398,124749708,1172,1,66,5752,9954760,2,164737,585,16037770,81576692,748831005,585,15023,2,1,2,2,596,1,745054620,698804212,358855761,53715649,53732033,2,1,2363488556,73389,73389,2,2,2,53715649,10,3,49787,62112385,1651238,251735,5686,745054620,2054620,14390164,27257
52025.35,9,262144,64,38102,2510638988,114,0,585,2359906,3,7101,60,67,121398,124749708,1172,1,66,6042,10170397,2,164737,585,17320018,86624090,787043271,585,15023,2,1,2,2,596,1,783065500,737186649,419643878,56717795,56717795,2,1,2495582980,73389,73389,2,2,2,56717795,10,3,50762,64823074,1731043,254750,5976,783065500,2105156,15591548,27257
57131.56,9,262144,64,41827,2756087848,114,0,585,2442567,3,8118,60,67,121398,124749708,1172,1,66,6591,10402653,2,164737,585,18877660,91000914,859494026,585,15023,2,1,2,2,596,1,855155100,808946398,540379608,62285752,62302136,2,1,2740573088,73389,73389,2,2,2,62285752,10,3,52141,67161677,1833959,258752,6526,855155100,2183815,17046209,27257
62167.48,9,262144,64,45759,3015368112,115,0,585,2522719,3,9243,60,67,121398,125015160,1172,1,66,7169,10746633,2,164737,585,20000334,95304463,935500451,585,15023,2,1,2,2,596,1,930783644,884778220,565093360,68187422,68187422,2,1,3000246568,73389,73389,2,2,2,68187422,10,3,52698,70215088,1918587,262261,7103,930783644,2260458,18083337,27257
