timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLockWaitMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5043.36,21,262144,64,23308,1536055816,111,1,585,602782,17,2895,67,14103,124484256,1172,1,66,3871,2547058,2,282201,585,5911908,22982243,500887411,585,42654,2,1,2,2,1306,1,498508188,452293665,38305863,34566688,34566688,2,1,1520213376,73389,73389,2,2,2,34550304,24,1,3,169307,19340420,1326630,49614,3805,498508188,553168,4584737,32419
10060.56,21,262144,64,29089,1916777596,112,1,585,736360,17,4533,67,14103,124484256,1172,1,66,4720,2681133,2,282201,585,8540104,27209946,612693330,585,42654,2,1,2,2,1306,1,609788316,563609798,78361685,43218711,43218711,2,1,1901623284,73389,73389,2,2,2,43218711,24,1,3,179707,21539375,1499929,54385,4654,609788316,681975,7040447,32419
15093.59,21,262144,64,33926,2235633392,113,1,585,865397,17,5907,67,14103,124749708,1172,1,66,5432,2785746,2,282201,585,10447729,31232510,706474586,585,42654,2,1,2,2,1306,1,703111580,656814006,102743435,50453518,50469902,2,1,2219954792,73389,73389,2,2,2,50453518,24,1,3,183474,23705729,1621219,59316,5366,703111580,806081,8825119,32419
20114.27,21,262144,64,40765,2686223164,114,1,585,1034071,17,7829,67,14103,124749708,1172,1,66,6434,2856127,2,282201,585,13900194,35398807,838424279,585,42654,2,1,2,2,1306,1,834445724,788526347,152911497,60706855,60706855,2,1,2671101620,73389,73389,2,2,2,60706855,24,1,3,188558,25708980,1806768,64364,6368,834445724,969707,12090322,32419
25120.09,21,262144,64,77748,5123225718,120,1,585,1342306,17,18225,67,14103,125811516,1172,1,66,11869,2863973,2,282201,585,23142397,36927922,1553556575,585,42654,2,1,2,2,1306,1,1546822044,1501006318,212732592,116083321,116099705,2,1,5107666124,73389,73389,2,2,2,116083321,24,1,3,214266,26815082,2066341,72504,11803,1546822044,1269802,21072482,32419
30125.59,21,262144,64,125913,8296997406,128,1,585,1701624,17,31818,67,14103,127102578,1172,1,66,18944,2867470,2,282201,585,33984261,37133168,2484476052,585,42654,2,1,2,2,1306,1,2474156444,2428694292,238870781,188212810,188229194,2,1,8281363640,73389,73389,2,2,2,188212810,24,1,3,237199,27620062,2336248,81657,18878,2474156444,1619967,31644107,32419
35130.96,21,262144,64,174867,11522621790,137,1,585,2061611,17,45615,67,14103,128417772,1172,1,66,26136,2870666,2,282201,585,46112936,37295364,3430639144,585,42654,2,1,2,2,1306,1,3416695196,3371571307,275295191,261521947,261544364,2,1,11506965668,73389,73389,2,2,2,261521947,24,1,3,259583,28423009,2577783,90873,26070,3416695196,1970738,43532147,32419
40136.02,21,262144,64,224055,14763871182,145,1,585,2436311,17,59512,67,14103,129745032,1172,1,66,33362,2874313,2,282201,585,56505546,37393448,4381537500,585,42654,2,1,2,2,1306,1,4363952540,4319113712,301948269,335195406,335195406,2,1,14748597864,73389,73389,2,2,2,335195406,24,1,3,287666,29241075,2815816,99767,33296,4363952540,2336544,53687059,32419
45140.39,21,262144,64,275178,18132391242,153,1,585,2806167,17,73899,67,14103,130806840,1172,1,66,40873,2876872,2,282201,585,67903494,37454044,5369811525,585,42654,2,1,2,2,1306,1,5348434332,5303795912,327906917,411750290,411766674,2,1,18117012760,73389,73389,2,2,2,411750290,24,1,3,306477,30029829,3066528,108922,40807,5348434332,2697245,64834764,32419
50145.92,21,262144,64,327305,21567433406,162,1,585,3177544,17,88570,67,14103,132399552,1172,1,66,48532,2879194,2,282201,585,79636684,37547428,6377520650,585,42654,2,1,2,2,1306,1,6352314780,6307997555,363502376,489830601,489830601,2,1,21551825548,73389,73389,2,2,2,489814217,24,1,3,332296,30830476,3300650,117980,48466,6352314780,3059564,76333650,32419
55190.60,21,262144,64,353361,23284064790,167,1,585,3448785,17,95971,67,14103,132930456,1172,1,66,52356,2925661,2,282201,585,86673066,39719932,6880745121,585,42654,2,1,2,2,1306,1,6853534108,6809781696,429071640,528841227,528857611,2,1,23269013988,73389,73389,2,2,2,528841227,24,1,3,343332,32270556,3507013,125860,52290,6853534108,3322925,83163897,32419
60214.39,21,262144,64,361114,23795085370,168,1,585,3653218,17,98159,67,14103,133195908,1172,1,66,53495,2979779,2,282201,585,89677066,43210529,7030721366,585,42654,2,1,2,2,1306,1,7002825116,6959209895,477586281,540458310,540458310,2,1,23780165640,73389,73389,2,2,2,540458310,24,1,3,349028,34200596,3704931,132545,53429,7002825116,3520673,85970206,32419
65234.39,21,262144,64,379500,25006678632,171,1,585,3890061,17,103338,67,14103,133726812,1172,1,66,56197,3014339,2,282201,585,95136531,46622286,7386316210,585,42654,2,1,2,2,1306,1,7356981660,7313323140,647525361,567986799,568003183,2,1,24991419156,73389,73389,2,2,2,567986799,24,1,3,371183,35712758,3989195,144793,56131,7356981660,3745268,91146051,32419
70247.22,21,262144,64,387634,25542402976,172,1,585,4095215,17,105611,67,14103,133726812,1172,1,66,57392,3072983,2,282201,585,99528216,50359692,7543792759,585,42654,2,1,2,2,1306,1,7513743772,7470037427,751703208,580163097,580163097,2,1,25527176268,73389,73389,2,2,2,580163097,24,1,3,374522,37705360,4173809,151641,57327,7513743772,3943574,95353162,32419
75275.34,21,262144,64,392495,25862831636,173,1,585,4222885,17,106989,67,14103,133992264,1172,1,66,58105,3134049,2,282201,585,101917242,54469149,7637571243,585,42654,2,1,2,2,1306,1,7607067036,7563689680,767395667,587447056,587447056,2,1,25847670464,73389,73389,2,2,2,587447056,24,1,3,375781,39869540,4282202,163918,58039,7607067036,4058967,97634272,32419
80303.13,21,262144,64,397427,26187647900,174,1,585,4354434,17,108392,67,14103,133992264,1172,1,66,58830,3235467,2,282201,585,104172185,58533615,7733061959,585,42654,2,1,2,2,1306,1,7702094236,7658645948,781785784,594831478,594831478,2,1,26172585032,73389,73389,2,2,2,594831478,24,1,3,377191,41913217,4385431,178009,58764,7702094236,4176425,99785465,32419
