timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolExpansions,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,GlobalThreadPoolThreadCreationMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLockWaitMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5149.43,21,262144,64,21714,1431060528,111,3,585,750568,27,2466,60,67,6,42597,124484256,1172,1,66,3638,1625329,2,145489,585,6197945,35589266,470243799,585,2437,2,1,2,2,1499,1,467968412,421623127,53119907,32178942,32178942,2,1,1415873448,73389,73389,2,2,2,32178942,38,2,3,78480,28052195,1141023,61487,3572,467968412,689081,5058215,21242
10313.11,21,262144,64,24611,1621980128,111,3,585,829180,27,3254,60,67,6,42597,124484256,1172,1,66,4064,1909907,2,145489,585,7476172,40421319,526495884,585,2437,2,1,2,2,1499,1,523936156,477389127,72095146,36512066,36528450,2,1,1606530904,73389,73389,2,2,2,36512066,38,2,3,79188,31070918,1200048,64166,3999,523936156,765014,6276243,21242
15369.40,21,262144,64,28097,1851500432,112,3,585,910907,27,4263,60,67,6,42597,124484256,1172,1,66,4573,2123927,2,145489,585,8791637,45272646,593414704,585,2437,2,1,2,2,1499,1,590520732,544535804,96577951,41721734,41738118,2,1,1835756296,73389,73389,2,2,2,41721734,38,2,3,80482,34087270,1268460,67232,4507,590520732,843675,7522557,21242
20406.18,21,262144,64,31022,2044255040,113,4,585,981117,27,5085,60,67,6,42597,124484256,1172,1,66,5005,2282684,2,145489,585,10456700,50340832,650456892,585,2437,2,1,2,2,1499,1,647274908,600867209,128016629,46104010,46120394,2,1,2028576440,73389,73389,2,2,2,46104010,38,2,3,81345,36873995,1327005,69739,4940,647274908,911378,9128847,21242
25440.51,21,262144,64,34229,2255514932,113,4,585,1068557,27,5988,60,67,6,42597,124749708,1172,1,66,5476,2510837,2,145489,585,11723433,54973386,712378416,585,2437,2,1,2,2,1499,1,708878748,662685626,161218485,50912270,50912270,2,1,2240139880,73389,73389,2,2,2,50912270,38,2,3,81481,39495360,1387457,72631,5410,708878748,995926,10333788,21242
30458.21,21,262144,64,37564,2475115168,114,4,585,1156950,27,6954,60,67,6,42597,124749708,1172,1,66,5964,2676179,2,145489,585,13522080,60176936,776661845,585,2437,2,1,2,2,1499,1,772841884,726833657,227349534,55908946,55908946,2,1,2459272728,73389,73389,2,2,2,55892562,38,2,3,82638,42623209,1461474,75429,5898,772841884,1081521,12058936,21242
35493.44,21,262144,64,41128,2710012732,114,4,585,1251447,27,7926,60,67,6,42597,124749708,1172,1,66,6486,2910790,2,145489,585,14754339,64578610,845423155,585,2437,2,1,2,2,1499,1,841261468,795505103,268256550,61247527,61247527,2,1,2694891188,73389,73389,2,2,2,61247527,38,2,3,83579,45127992,1534075,78276,6420,841261468,1173171,13219223,21242
40587.64,21,262144,64,45220,2979778756,115,4,585,1347944,27,9098,60,67,6,42597,125015160,1172,1,66,7091,3208012,2,145489,585,16811238,69387490,925112640,585,2437,2,1,2,2,1499,1,920560028,874361027,400299789,67378573,67378573,2,1,2964657212,73389,73389,2,2,2,67378573,38,2,3,93220,47935330,1661253,81828,7025,920560028,1266116,15148509,21242
45602.73,21,262144,64,51014,3361617956,116,4,585,1476014,27,10731,60,67,6,42597,125280612,1172,1,66,7941,3331012,2,145489,585,19485618,74008569,1037054848,585,2437,2,1,2,2,1499,1,1031971228,986044982,435371872,76053013,76053013,2,1,3345611676,73389,73389,2,2,2,76036629,38,2,3,103592,50164605,1844479,86626,7875,1031971228,1389388,17640495,21242
50620.38,21,262144,64,55692,3669800142,117,4,585,1618672,27,12063,60,67,6,42597,125280612,1172,1,66,8628,3405457,2,145489,585,21968383,78472006,1127545495,585,2437,2,1,2,2,1499,1,1122017692,1076098641,458814350,83060603,83060603,2,1,3654666532,73389,73389,2,2,2,83060603,38,2,3,107677,52293356,1971329,101786,8562,1122017692,1516886,19996408,21242
