timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLockWaitMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5146.08,23,262144,64,21972,1447968816,111,0,585,677744,21,2538,67,15442,124484256,1172,1,66,3677,2111231,2,525193,585,6130063,36975597,475418598,585,1939,2,1,2,2,816,1,473080220,426524086,48865761,32555774,32572158,2,1,1432454056,73389,73389,2,2,2,32555774,14,1,3,135433,28645856,1434181,21537,3611,473080220,656207,4695688,11371
10995.10,23,262144,64,24990,1646818272,111,0,585,743995,21,3360,67,15442,124484256,1172,1,66,4118,2570261,2,525193,585,7423673,42632892,533650667,585,1939,2,1,2,2,816,1,531014044,484698611,64526585,37069122,37085506,2,1,1631041368,73389,73389,2,2,2,37069122,14,1,3,141128,32265903,1521782,24975,4053,531014044,719020,5901886,11371
16029.00,23,262144,64,27122,1787337380,112,0,585,793955,21,3992,67,15442,124484256,1172,1,66,4431,3091630,2,525193,585,8516603,47556822,574758490,585,1939,2,1,2,2,816,1,571908508,525743089,95683504,40273909,40290293,2,1,1772051996,73389,73389,2,2,2,40273909,14,1,3,145497,35411890,1594710,27442,4365,571908508,766513,6922156,11371
21146.85,23,262144,64,29182,1922872444,112,0,585,844172,21,4560,67,15442,124484256,1172,1,66,4732,3509957,2,525193,585,9444001,52176967,614418437,585,1939,2,1,2,2,816,1,611361180,565338971,120739780,43349783,43366167,2,1,1907390452,73389,73389,2,2,2,43349783,14,1,3,153027,38342695,1684049,30154,4666,611361180,814018,7760630,11371
26253.61,23,262144,64,31602,2082531372,113,0,585,941352,21,5274,67,15442,124749708,1172,1,66,5090,3863401,2,525193,585,10949589,57385591,661589134,585,1939,2,1,2,2,816,1,658284956,612091682,139461105,46978395,46994779,2,1,2067049380,73389,73389,2,2,2,46978395,14,1,3,155295,41057705,1757238,67865,5024,658284956,873487,9192396,11371
31413.65,23,262144,64,33892,2233405168,113,0,585,998426,21,5896,67,15442,124749708,1172,1,66,5426,4104403,2,525193,585,12352144,62421910,705994524,585,1939,2,1,2,2,816,1,702456220,656157567,199661406,50404366,50420750,2,1,2217792104,73389,73389,2,2,2,50404366,14,1,3,159177,43974269,1847624,70888,5361,702456220,927538,10504964,11371
36561.82,23,262144,64,36934,2433827488,113,0,585,1069728,21,6728,67,15442,124749708,1172,1,66,5873,4278217,2,525193,585,13746304,67063912,764751426,585,1939,2,1,2,2,816,1,760914332,714792399,240168025,54966866,54966866,2,1,2418542104,73389,73389,2,2,2,54966866,14,1,3,161692,46787827,1914977,74262,5807,760914332,995466,11831302,11371
41629.06,23,262144,64,40214,2649847376,114,2,585,1141838,21,7677,67,15442,124749708,1172,1,66,6353,4582330,2,525193,585,14816227,71562612,827989668,585,1939,2,1,2,2,816,1,823828892,777882631,278891555,59881622,59881622,2,1,2634070472,73389,73389,2,2,2,59865238,14,1,3,164061,49606984,2011349,77918,6287,823828892,1063920,12805591,11371
47666.75,23,262144,64,43073,2838276608,115,2,585,1225656,21,8511,67,15442,124749708,1172,1,66,6775,4952770,2,525193,585,16561455,76884607,883591320,585,1939,2,1,2,2,816,1,879141276,833013334,302074561,64149210,64165594,2,1,2822565240,73389,73389,2,2,2,64149210,14,1,3,168320,53054170,2114648,96647,6709,879141276,1129009,14447222,11371
52696.41,23,262144,64,45096,2971652292,115,2,585,1278753,21,9063,67,15442,125015160,1172,1,66,7072,5449475,2,525193,585,17464956,81710297,922724247,585,1939,2,1,2,2,816,1,918069660,872001473,405432471,67181965,67198349,2,1,2956006460,73389,73389,2,2,2,67181965,14,1,3,169395,56091450,2156795,99342,7006,918069660,1179411,15308191,11371
