timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5018.36,1,262144,64,64101,4224077790,118,585,746468,5,14411,67,117,125546064,1172,1,66,9863,24959,2,327,585,12338954,887845,1288916785,585,381,2,1,2,2,230,1,1283891612,1238080354,25475650,95650375,95666759,2,1,4208616500,73389,73389,2,2,2,95650375,2,3,407424,1832138,2104214,14469,9797,1283891612,731999,10235166,3872
10032.29,1,262144,64,69782,4598245970,119,585,921169,5,16014,67,117,125546064,1172,1,66,10698,145334,2,327,585,15323529,5088351,1398880647,585,381,2,1,2,2,230,1,1393336732,1347587126,56606626,104154942,104154942,2,1,4582096552,73389,73389,2,2,2,104138558,2,3,424299,4030157,2332984,19794,10632,1393336732,901375,12991325,3872
15059.07,1,262144,64,74582,4914676934,120,585,1073108,5,17379,67,117,125811516,1172,1,66,11402,221461,2,327,585,17672927,9159410,1491610477,585,381,2,1,2,2,230,1,1485611420,1440007466,88835738,111340597,111356981,2,1,4898986268,73389,73389,2,2,2,111340597,2,3,431044,6140321,2482970,24546,11336,1485611420,1048562,15191552,3872
20077.21,1,262144,64,79168,5216552290,121,585,1221175,5,18686,67,117,125811516,1172,1,66,12077,318957,2,327,585,20068525,13245642,1580523048,585,381,2,1,2,2,230,1,1574085020,1528292858,135605629,118211082,118211082,2,1,5201287608,73389,73389,2,2,2,118211082,2,3,439632,8260503,2648891,33263,12011,1574085020,1187912,17420103,3872
25081.69,1,262144,64,88429,5826932062,122,585,1432786,5,21264,67,117,126076968,1172,1,66,13436,395561,2,327,585,23342425,16584760,1759430499,585,381,2,1,2,2,230,1,1752211868,1706714357,170891764,132084839,132084839,2,1,5811012020,73389,73389,2,2,2,132068455,2,3,449773,10017648,2860566,39616,13370,1752211868,1393170,20480727,3872
30085.87,1,262144,64,140914,9285411982,131,585,1794365,5,36018,67,117,127621416,1172,1,66,21150,395645,2,327,585,34395869,16829902,2774485391,585,381,2,1,2,2,230,1,2763301276,2717635394,207073653,210689438,210689438,2,1,9269614376,73389,73389,2,2,2,210673054,2,3,473615,10668713,3038577,47593,21084,2763301276,1746772,31356066,3872
35089.84,1,262144,64,194648,12826035950,140,585,2177736,5,51222,67,117,128948676,1172,1,66,29043,398304,2,327,585,44053265,17106869,3813090160,585,381,2,1,2,2,230,1,3797852572,3752608263,240912216,291143270,291159654,2,1,12810303880,73389,73389,2,2,2,291143270,2,3,489787,11389489,3215854,55821,28977,3797852572,2121915,40836048,3872
40094.29,1,262144,64,253165,16682049166,150,585,2622869,5,67674,67,117,130541388,1172,1,66,37639,398452,2,327,585,53897604,17135068,4944208420,585,381,2,1,2,2,230,1,4924547484,4879876414,270397081,378790949,378790949,2,1,16666801756,73389,73389,2,2,2,378790949,2,3,504589,12183947,3393702,64842,37573,4924547484,2558027,50503176,3872
45098.18,1,262144,64,310234,20442562954,159,585,3075593,5,83733,67,117,131868648,1172,1,66,46024,400041,2,327,585,63514217,17221150,6047569878,585,381,2,1,2,2,230,1,6023586204,5979221703,313282489,464263874,464263874,2,1,20427610456,73389,73389,2,2,2,464263874,2,3,528523,12995047,3604514,73747,45958,6023586204,3001846,59909136,3872
50127.33,1,262144,64,349173,23008272762,166,585,3436420,5,94791,67,117,132930456,1172,1,66,51741,406076,2,327,585,70705334,18293990,6800031254,585,381,2,1,2,2,230,1,6773055900,6729212642,386604643,522560566,522576950,2,1,22992664904,73389,73389,2,2,2,522560566,2,3,535115,14126108,3804170,82117,51676,6773055900,3354303,66900609,3872
