timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolExpansions,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,GlobalThreadPoolThreadCreationMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5146.76,31,262144,64,22120,1457668144,111,2,585,6802336,19,2577,55,67,6,406605,124484256,1172,1,66,3698,1555981,2,441992,585,7086092,34762101,478180934,585,2147,2,1,2,2,1173,1,475832732,429379728,59850038,32785150,32785150,2,1,1442546600,73389,73389,2,2,2,32785150,21,3,267313,31327373,2296700,22460,3632,475832732,6779876,4789282,11289
10215.54,31,262144,64,24980,1646162912,111,2,585,6905502,19,3359,55,67,6,406605,124484256,1172,1,66,4117,1803509,2,441992,585,8423840,39326632,533517061,585,2147,2,1,2,2,1173,1,530882972,484487922,79843400,37069122,37069122,2,1,1631041368,73389,73389,2,2,2,37069122,21,3,275807,34301128,2406429,44064,4052,530882972,6861438,6017865,11289
15314.26,31,262144,64,27616,1819712164,112,2,585,6973785,19,4133,55,67,6,406605,124484256,1172,1,66,4504,2051364,2,441992,585,10166302,45982759,584372834,585,2147,2,1,2,2,1173,1,581476764,535247713,103501322,41011189,41011189,2,1,1804492316,73389,73389,2,2,2,41011189,21,3,286938,37494671,2514554,46428,4438,581476764,6927357,7651276,11289
20346.53,31,262144,64,30638,2018823764,112,2,585,7046586,19,4956,55,67,6,406605,124484256,1172,1,66,4948,2224289,2,441992,585,11158740,50423517,642869650,585,2147,2,1,2,2,1173,1,639672732,593415833,112876365,45524537,45540921,2,1,2003079628,73389,73389,2,2,2,45524537,21,3,290385,40371574,2589746,49006,4882,639672732,6997580,8568230,11289
25380.44,31,262144,64,34332,2262506460,113,3,585,7147948,19,6018,55,67,6,406605,124749708,1172,1,66,5491,2592194,2,441992,585,12583074,54871026,714524905,585,2147,2,1,2,2,1173,1,710975900,664659987,147108725,51065759,51082143,2,1,2246893396,73389,73389,2,2,2,51065759,21,3,296775,43843095,2690653,59387,5426,710975900,7088561,9891559,11289
30419.59,31,262144,64,37191,2450670240,114,3,585,7246493,19,6852,55,67,6,406605,124749708,1172,1,66,5910,2756566,2,441992,585,15935866,66505692,769596057,585,2147,2,1,2,2,1173,1,765763996,719691787,212165701,55351890,55351890,2,1,2435483160,73389,73389,2,2,2,55351890,21,3,319160,46660901,2862429,84905,5844,765763996,7161588,13072118,11289
35456.29,31,262144,64,40377,2660529744,114,3,585,7331151,19,7710,55,67,6,406605,124749708,1172,1,66,6376,2901214,2,441992,585,17469721,71896611,831115662,585,2147,2,1,2,2,1173,1,826974620,781036171,236647002,60110998,60127382,2,1,2644883912,73389,73389,2,2,2,60110998,21,3,322378,49719112,2940470,87710,6311,826974620,7243441,14527936,11289
40474.52,31,262144,64,44487,2931475416,115,3,585,7438633,19,8898,55,67,6,406605,125015160,1172,1,66,6979,3023668,2,441992,585,18773826,77061664,910410953,585,2147,2,1,2,2,1173,1,905879964,860181737,325736380,66274812,66291196,2,1,2916091728,73389,73389,2,2,2,66274812,21,3,324689,52562975,3027190,90879,6913,905879964,7347754,15745179,11289
45530.41,31,262144,64,48124,3171157108,115,3,585,7522470,19,9888,55,67,6,406605,125015160,1172,1,66,7516,3244664,2,441992,585,20812232,81959352,981150400,585,2147,2,1,2,2,1173,1,976265628,930310993,389126301,71728081,71728081,2,1,3156035564,73389,73389,2,2,2,71728081,21,3,327510,54918881,3119509,94554,7450,976265628,7427916,17690570,11289
50564.21,31,262144,64,54614,3598874816,116,3,585,7672054,19,11715,55,67,6,406605,125280612,1172,1,66,8470,3361441,2,441992,585,23745415,86469979,1106778581,585,2147,2,1,2,2,1173,1,1101308316,1055391615,415567094,81440746,81457130,2,1,3583392824,73389,73389,2,2,2,81440746,21,3,329086,57254899,3251717,105891,8404,1101308316,7566163,20490865,11289
55598.90,31,262144,64,59403,3914331498,117,3,585,7808883,19,13077,55,67,6,406605,125280612,1172,1,66,9173,3481938,2,441992,585,26077093,91027140,1199373289,585,2147,2,1,2,2,1173,1,1193451932,1147571353,447339280,88612176,88628560,2,1,3898935744,73389,73389,2,2,2,88612176,21,3,329690,59598261,3359126,110188,9107,1193451932,7698695,22715537,11289
60621.30,31,262144,64,65989,4348340662,118,3,585,7992289,19,14925,55,67,6,406605,125546064,1172,1,66,10140,3557000,2,441992,585,28617228,94998071,1326717990,585,2147,2,1,2,2,1173,1,1320198556,1274487509,463567806,98464105,98480489,2,1,4332420620,73389,73389,2,2,2,98464105,21,3,332112,61645833,3520690,121376,10074,1320198556,7870913,25094306,11289
