timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolExpansions,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,GlobalThreadPoolThreadCreationMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLockWaitMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5328.92,32,262144,64,21880,1441939504,111,0,585,1486784,19,2514,52,67,8,442830,124484256,1172,1,66,3663,4992943,2,558167,585,5529756,33102317,473536713,585,2054,2,1,2,2,1063,1,471245212,424776757,47843543,32424702,32441086,2,1,1426686888,73389,73389,2,2,2,32424702,26,1,3,77147,30610053,898705,20820,3597,471245212,1465964,4630717,35238
10793.75,32,262144,64,25090,1653371872,112,0,585,1559612,19,3392,52,67,8,442830,124484256,1172,1,66,4133,5339011,2,558167,585,7044748,38247897,535455002,585,2054,2,1,2,2,1063,1,532849052,486543795,74372205,37224770,37241154,2,1,1637889880,73389,73389,2,2,2,37224770,26,1,3,82234,33788772,983342,23711,4067,532849052,1535901,6061328,35238
16845.65,32,262144,64,28693,1890825340,112,0,585,1641051,19,4425,52,67,8,442830,124484256,1172,1,66,4661,5585206,2,558167,585,8212664,43653336,605012318,585,2054,2,1,2,2,1063,1,602055068,556016169,110934060,42628887,42628887,2,1,1875671028,73389,73389,2,2,2,42628887,26,1,3,85705,37305851,1058878,26851,4595,602055068,1614200,7153402,35238
22247.38,32,262144,64,31604,2082662444,113,0,585,1708591,19,5274,52,67,8,442830,124749708,1172,1,66,5090,5890131,2,558167,585,9520486,48988134,661664427,585,2054,2,1,2,2,1063,1,658416028,612092274,134902879,46978395,46994779,2,1,2067049380,73389,73389,2,2,2,46978395,26,1,3,87441,40562082,1140944,30518,5025,658416028,1678073,8380062,35238
29493.75,32,262144,64,34608,2280594396,113,0,585,1837587,19,6093,52,67,8,442830,124749708,1172,1,66,5532,6243364,2,558167,585,10954265,55335980,719775180,585,2054,2,1,2,2,1063,1,716218780,669965961,166733439,51475359,51491743,2,1,2264915796,73389,73389,2,2,2,51475359,26,1,3,90495,44086752,1263569,82627,5466,716218780,1754960,9690984,35238
38221.41,32,262144,64,38542,2539740280,114,1,585,1952103,19,7223,52,67,8,442830,124749708,1172,1,66,6106,6777053,2,558167,585,13706081,64173740,795409529,585,2054,2,1,2,2,1063,1,791454108,745688051,240351726,57379188,57379188,2,1,2524684272,73389,73389,2,2,2,57379188,26,1,3,98260,48575929,1440383,89232,6040,791454108,1862871,12265421,35238
46619.57,32,262144,64,42408,2794429716,114,1,585,2053190,19,8277,52,67,8,442830,124749708,1172,1,66,6675,7273185,2,558167,585,16094500,71967181,870512860,585,2054,2,1,2,2,1063,1,866165148,820098149,279454027,63160137,63176521,2,1,2779046028,73389,73389,2,2,2,63160137,26,1,3,103306,52958107,1598757,94592,6610,866165148,1958598,14496096,35238
52714.44,32,262144,64,44610,2939536344,115,2,585,2114827,19,8931,52,67,8,442830,125015160,1172,1,66,6998,7796556,2,558167,585,17811370,78340481,912942648,585,2054,2,1,2,2,1063,1,908370332,862592319,331391809,66455036,66471420,2,1,2924021584,73389,73389,2,2,2,66455036,26,1,3,111986,56181585,1734246,97703,6932,908370332,2017124,16077247,35238
63148.42,32,262144,64,48751,3212513632,115,2,585,2246735,19,10059,52,67,8,442830,125015160,1172,1,66,7608,8981298,2,558167,585,19597875,86928288,993317502,585,2054,2,1,2,2,1063,1,988324252,942422675,409995582,72668002,72668002,2,1,3196671192,73389,73389,2,2,2,72651618,26,1,3,113724,61653208,1893873,104304,7542,988324252,2142431,17699033,35238
68198.78,32,262144,64,50735,3343333412,116,2,585,2335219,19,10656,52,67,8,442830,125280612,1172,1,66,7900,9461459,2,558167,585,21181088,91864549,1031792377,585,2054,2,1,2,2,1063,1,1026597276,980697718,433159726,75627029,75643413,2,1,3327589276,73389,73389,2,2,2,75627029,26,1,3,115556,64204738,1981402,138094,7834,1026597276,2197125,19194879,35238
75428.93,32,262144,64,53068,3497025256,116,2,585,2407599,19,11292,52,67,8,442830,125280612,1172,1,66,8241,10004730,2,558167,585,22190933,97826623,1076726420,585,2054,2,1,2,2,1063,1,1071292828,1025651547,450190310,79118536,79134920,2,1,3481215584,73389,73389,2,2,2,79118536,26,1,3,116322,67690512,2073860,144156,8175,1071292828,2263443,20111043,35238
83185.00,32,262144,64,56492,3722494394,117,2,585,2509798,19,12282,52,67,8,442830,125280612,1172,1,66,8745,10470887,2,558167,585,24479077,105098232,1143139640,585,2054,2,1,2,2,1063,1,1137353116,1091513662,563532974,84246284,84262668,2,1,3706836496,73389,73389,2,2,2,84246284,26,1,3,119908,71711048,2227556,149429,8679,1137353116,2360369,22245058,35238
88570.50,32,262144,64,58758,3871795326,117,2,585,2571812,19,12900,52,67,8,442830,125280612,1172,1,66,9077,10814241,2,558167,585,26205589,110404693,1187014366,585,2054,2,1,2,2,1063,1,1181000092,1135161121,620447116,87639487,87655871,2,1,3856137428,73389,73389,2,2,2,87639487,26,1,3,121017,74551705,2304401,152385,9012,1181000092,2419427,23892703,35238
94402.67,32,262144,64,60962,4017045092,118,2,585,2651079,19,13556,52,67,8,442830,125292678,1172,1,66,9402,11367611,2,558167,585,27567165,115421294,1229707900,585,2054,2,1,2,2,1063,1,1223467420,1177617628,730460289,90950770,90950770,2,1,4001833880,73389,73389,2,2,2,90950770,26,1,3,122779,77757915,2394484,169552,9336,1223467420,2481527,25163206,35238
99462.98,32,262144,64,63162,4162008582,118,2,585,2715192,19,14154,52,67,8,442830,125546064,1172,1,66,9726,11521950,2,558167,585,28785239,120330359,1272396994,585,2054,2,1,2,2,1063,1,1265934748,1220006120,843691467,94245669,94245669,2,1,4146088540,73389,73389,2,2,2,94229285,26,1,3,123219,80317545,2463908,172725,9660,1265934748,2542467,26311589,35238
104512.91,32,262144,64,65217,4297481418,118,2,585,2770732,19,14715,52,67,8,442830,125546064,1172,1,66,10025,11950313,2,558167,585,30044389,125275183,1311793958,585,2054,2,1,2,2,1063,1,1305125276,1259633167,862791153,97311192,97327576,2,1,4281692448,73389,73389,2,2,2,97311192,26,1,3,124252,83184097,2516806,175704,9959,1305125276,2595028,27517368,35238
109569.36,32,262144,64,68177,4492529786,119,2,585,2864602,19,15578,52,67,8,442830,125546064,1172,1,66,10460,12181655,2,558167,585,31938551,130299148,1369109163,585,2054,2,1,2,2,1063,1,1362141596,1316693987,1042036747,101750812,101750812,2,1,4477035728,73389,73389,2,2,2,101750812,26,1,3,128953,85544751,2628437,203595,10394,1362141596,2661007,29300565,35238
114702.93,32,262144,64,72137,4753379606,119,2,585,2949451,19,16658,52,67,8,442830,125546064,1172,1,66,11044,12445418,2,558167,585,33647998,134866402,1446035656,585,2054,2,1,2,2,1063,1,1438687644,1392951515,1274444692,107679217,107679217,2,1,4737885548,73389,73389,2,2,2,107679217,26,1,3,133422,88310810,2743074,212223,10978,1438687644,2737228,30895456,35238
119737.49,32,262144,64,77282,5092420490,120,2,585,3066269,19,18114,52,67,8,442830,125811516,1172,1,66,11798,12622705,2,558167,585,35660102,139424272,1545344817,585,2054,2,1,2,2,1063,1,1537515932,1491985054,1524605587,115372776,115389160,2,1,5076402144,73389,73389,2,2,2,115372776,26,1,3,137266,90785239,2863310,227967,11732,1537515932,2838302,32787900,35238
124841.03,32,262144,64,81588,5375945766,121,2,585,3178676,19,19346,52,67,8,442830,125811516,1172,1,66,12431,12719143,2,558167,585,37548138,144003155,1628728146,585,2054,2,1,2,2,1063,1,1620484508,1574901765,1559592419,121833661,121833661,2,1,5360681084,73389,73389,2,2,2,121833661,26,1,3,139822,93138147,2948715,233367,12365,1620484508,2945309,34589618,35238
129958.34,32,262144,64,85148,5610846638,122,2,585,3277758,19,20368,52,67,8,442830,126076968,1172,1,66,12955,12899189,2,558167,585,39489804,148925418,1697760181,585,2054,2,1,2,2,1063,1,1689166236,1643554291,1588374143,127161891,127178275,2,1,5595123204,73389,73389,2,2,2,127161891,26,1,3,144012,95580644,3060490,236322,12889,1689166236,3041436,36419858,35238
135136.85,32,262144,64,88760,5848889930,122,2,585,3375931,19,21356,52,67,8,442830,126076968,1172,1,66,13485,13090452,2,558167,585,41095989,153832791,1767582980,585,2054,2,1,2,2,1063,1,1758634396,1713137510,1659128515,132582392,132582392,2,1,5833625248,73389,73389,2,2,2,132582392,26,1,3,145949,97883031,3141262,239060,13419,1758634396,3136871,37944469,35238
140521.79,32,262144,64,91855,6052761526,123,2,585,3460746,19,22254,52,67,8,442830,126318288,1172,1,66,13939,13270798,2,558167,585,42949584,159336077,1827400813,585,2054,2,1,2,2,1063,1,1818141084,1772674725,2009547752,137202236,137218620,2,1,6036898384,73389,73389,2,2,2,137202236,26,1,3,151749,100701626,3248064,241506,13874,1818141084,3219240,39691339,35238
145736.68,32,262144,64,95095,6266166007,123,2,585,3535846,19,23139,52,67,8,442830,126318288,1172,1,66,14417,13595205,2,558167,585,44449919,164136257,1890374476,585,2054,2,1,2,2,1063,1,1880793500,1835038063,2032893155,142059648,142076032,2,1,6250624512,73389,73389,2,2,2,142059648,26,1,3,159266,103504961,3364527,246605,14351,1880793500,3289241,41075676,35238
150866.81,32,262144,64,98687,6503157998,124,3,585,3611218,19,24173,52,67,8,442830,126571674,1172,1,66,14945,13880379,2,558167,585,45477578,168976404,1959926870,585,2054,2,1,2,2,1063,1,1949999516,1904346581,2210592317,147453414,147453414,2,1,6487950216,73389,73389,2,2,2,147453414,26,1,3,159879,106552810,3441684,250059,14879,1949999516,3361159,42024992,35238
156021.91,32,262144,64,102924,6782426742,125,3,585,3698584,19,25383,52,67,8,442830,126837126,1172,1,66,15567,14119588,2,558167,585,47274523,173863064,2041856899,585,2054,2,1,2,2,1063,1,2031526300,1985950909,2248105917,153789260,153805644,2,1,6766727440,73389,73389,2,2,2,153789260,26,1,3,162021,109254277,3536895,253847,15502,2031526300,3444737,43726039,35238
161133.96,32,262144,64,106727,7032987410,125,3,585,3782297,19,26421,52,67,8,442830,126837126,1172,1,66,16126,14410397,2,558167,585,48791607,178759699,2115493155,585,2054,2,1,2,2,1063,1,2104795548,2059184209,2272593447,159488289,159504673,2,1,7017484716,73389,73389,2,2,2,159488289,26,1,3,164467,112009118,3641247,260876,16060,2104795548,3521421,45139157,35238
166205.57,32,262144,64,110575,7286497198,126,3,585,3872556,19,27525,52,67,8,442830,126837126,1172,1,66,16689,14603559,2,558167,585,50739250,183770260,2189786215,585,2054,2,1,2,2,1063,1,2178720156,2133320039,2394809332,165244662,165261046,2,1,7270765128,73389,73389,2,2,2,165244662,26,1,3,168174,114634658,3731612,265020,16624,2178720156,3607536,46995791,35238
