timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolExpansions,GlobalThreadPoolJobs,GlobalThreadPoolThreadCreationMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
8185.36,18,262144,64,21416,1411265348,111,4,585,1739634,12,2385,47,67,369245,124484256,1172,1,66,3593,6077087,2,374415,585,7260669,50301315,464390380,585,2663,2,1,2,2,1225,1,462070172,415816463,70642937,31730541,31730541,2,1,1396143804,73389,73389,2,2,2,31730541,42,3,70328,37877317,1244089,78995,3527,462070172,1660639,6014531,23016
16921.38,18,262144,64,24486,1613788128,111,4,585,1837379,12,3222,47,67,369245,124484256,1172,1,66,4046,7246469,2,374415,585,9072690,57866973,524082242,585,2663,2,1,2,2,1225,1,521445788,475046895,93249672,36331842,36331842,2,1,1597880152,73389,73389,2,2,2,36315458,42,3,72240,42698351,1367646,83848,3980,521445788,1753531,7706923,23016
23384.59,18,262144,64,26981,1777831352,112,4,585,1918985,12,3960,47,67,369245,124484256,1172,1,66,4408,7686395,2,374415,585,10883614,64913571,571914045,585,2663,2,1,2,2,1225,1,569024924,522918360,153265394,40054884,40071268,2,1,1762414896,73389,73389,2,2,2,40054884,42,3,81538,46392077,1504746,87657,4343,569024924,1831328,9376879,23016
32080.70,18,262144,64,29973,1974976872,112,4,585,2032983,12,4776,47,67,369245,124484256,1172,1,66,4850,8185499,2,374415,585,12768309,72668558,630029367,585,2663,2,1,2,2,1225,1,626827676,580549624,187998010,44535464,44551848,2,1,1959560416,73389,73389,2,2,2,44535464,42,3,82420,50699736,1639456,108222,4784,626827676,1924761,11126490,23016
38058.98,18,262144,64,32551,2144990488,113,4,585,2150985,12,5530,47,67,369245,124749708,1172,1,66,5228,8622009,2,374415,585,14056878,77892408,679834479,585,2663,2,1,2,2,1225,1,676372892,630327289,248044627,48393452,48409836,2,1,2129311888,73389,73389,2,2,2,48393452,42,3,83907,53606020,1736592,151124,5162,676372892,1999861,12317655,23016
43118.70,18,262144,64,34783,2292063196,113,4,585,2216841,12,6141,47,67,369245,124749708,1172,1,66,5555,9073475,2,374415,585,15365349,82787219,723049201,585,2663,2,1,2,2,1225,1,719364508,673298511,269486261,51737503,51753887,2,1,2276450132,73389,73389,2,2,2,51737503,42,3,84734,56562596,1818064,154270,5490,719364508,2062571,13544618,23016
48655.12,18,262144,64,36823,2426552992,113,4,585,2279089,12,6692,47,67,369245,124749708,1172,1,66,5856,9328733,2,374415,585,16754718,88007831,762711202,585,2663,2,1,2,2,1225,1,758817180,712677427,372800502,54786642,54803026,2,1,2410612248,73389,73389,2,2,2,54786642,42,3,85857,59312574,1901842,157390,5791,758817180,2121699,14849612,23016
53733.08,18,262144,64,39489,2602068324,114,4,585,2356049,12,7479,47,67,369245,124749708,1172,1,66,6248,9804185,2,374415,585,18472024,93208799,814227271,585,2663,2,1,2,2,1225,1,810066332,763927767,478995755,58794245,58794245,2,1,2586946780,73389,73389,2,2,2,58794245,42,3,88848,61975317,2030174,160794,6182,810066332,2195255,16437400,23016
58888.04,18,262144,64,41977,2765918248,114,4,585,2458621,12,8160,47,67,369245,124749708,1172,1,66,6614,10135962,2,374415,585,19766522,97891090,862452255,585,2663,2,1,2,2,1225,1,858038684,811828631,508879571,62515128,62531512,2,1,2750665632,73389,73389,2,2,2,62515128,42,3,89548,64721028,2111160,198981,6548,858038684,2259640,17648891,23016
63982.19,18,262144,64,45665,3009207728,115,4,585,2538024,12,9219,47,67,369245,125015160,1172,1,66,7155,10326285,2,374415,585,21359972,102458536,933854238,585,2663,2,1,2,2,1225,1,929079708,882930220,583355745,68039966,68056350,2,1,2993758504,73389,73389,2,2,2,68039966,42,3,90510,67258960,2201097,202562,7090,929079708,2335462,19153542,23016
