timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLockWaitMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5274.62,16,262144,64,22273,1467960604,111,4,585,588915,22,2619,67,338,124484256,1172,1,66,3721,2433895,2,205684,585,6224005,28747141,481172252,585,1878,2,1,2,2,873,1,478847388,432367974,49960878,33020559,33020559,2,1,1452904596,73389,73389,2,2,2,33020559,19,1,3,139636,21772489,1331451,37006,3655,478847388,551909,4889497,13522
10328.84,16,262144,64,25755,1697218764,112,4,585,667491,22,3624,67,338,124484256,1172,1,66,4230,2756710,2,205684,585,7733266,33290856,548226873,585,1878,2,1,2,2,873,1,545563036,499386414,86599681,38230227,38230227,2,1,1682129988,73389,73389,2,2,2,38230227,19,1,3,153832,24356298,1486970,40811,4164,545563036,626680,6243015,13522
15334.93,16,262144,64,39510,2603444580,114,4,585,826147,22,7485,67,338,124749708,1172,1,66,6251,2880645,2,205684,585,10751211,36712442,814212019,585,1878,2,1,2,2,873,1,810459548,764319501,108744565,58810629,58827013,2,1,2587667676,73389,73389,2,2,2,58810629,19,1,3,170934,26458999,1647596,46824,6185,810459548,779323,9100573,13522
20341.53,16,262144,64,79960,5268722254,121,4,585,1162784,22,18866,67,338,125811516,1172,1,66,12192,2892739,2,205684,585,21548590,37978880,1595924429,585,1878,2,1,2,2,873,1,1589158300,1543548480,155636252,119396763,119396763,2,1,5252736676,73389,73389,2,2,2,119380379,19,1,3,192506,27355364,1918152,54798,12126,1589158300,1107986,19627860,13522
25347.72,16,262144,64,121457,8003376278,128,4,585,1524934,22,30593,67,338,127102578,1172,1,66,18289,2897127,2,205684,585,32475875,38951060,2398155730,585,1878,2,1,2,2,873,1,2388304284,2342819326,197999723,181557476,181557476,2,1,7987808048,73389,73389,2,2,2,181541092,19,1,3,211056,28247963,2251244,63293,18223,2388304284,1461641,30223184,13522
30353.85,16,262144,64,163845,10796447010,135,4,585,1866846,22,42538,67,338,128152320,1172,1,66,24517,2902624,2,205684,585,43773082,39662223,3217616867,585,1878,2,1,2,2,873,1,3204620700,3159367511,233284542,245028909,245028909,2,1,10780551100,73389,73389,2,2,2,245012525,19,1,3,232565,29100297,2509957,71702,24451,3204620700,1795144,41261995,13522
35359.64,16,262144,64,205416,13535709378,142,4,585,2193191,22,54269,67,338,129214128,1172,1,66,30622,2910858,2,205684,585,54941660,40426095,4020900347,585,1878,2,1,2,2,873,1,4004815260,3960062522,267664372,307281893,307298277,2,1,13520403292,73389,73389,2,2,2,307281893,19,1,3,258176,29933799,2789559,79719,30556,4004815260,2113472,52151456,13522
40387.73,16,262144,64,234474,15450479490,147,4,585,2483931,22,62466,67,338,130010484,1172,1,66,34894,2935508,2,205684,585,63485452,42255901,4583046102,585,1878,2,1,2,2,873,1,4564754844,4519912620,338122795,350795516,350795516,2,1,15435002704,73389,73389,2,2,2,350795516,19,1,3,275883,31218758,3030396,87540,34828,4564754844,2396391,60455008,13522
45411.26,16,262144,64,241713,15927549114,148,4,585,2688056,22,64493,67,338,130275936,1172,1,66,35955,3020050,2,205684,585,67013413,46112794,4722762956,585,1878,2,1,2,2,873,1,4703822236,4659325651,440602204,361636518,361652902,2,1,15912006792,73389,73389,2,2,2,361636518,19,1,3,284389,33169429,3252491,94451,35890,4703822236,2593608,63760362,13522
50432.91,16,262144,64,248485,16373482522,149,4,585,2863648,22,66399,67,338,130275936,1172,1,66,36951,3098313,2,205684,585,70088877,50149422,4854055600,585,1878,2,1,2,2,873,1,4834501020,4789671094,513349356,371769134,371785518,2,1,16357841896,73389,73389,2,2,2,371769134,19,1,3,292700,35133942,3463535,99632,36886,4834501020,2764016,66623429,13522
55438.31,16,262144,64,291322,19196244370,156,4,585,3191219,22,78468,67,338,131337744,1172,1,66,43244,3100850,2,205684,585,80453566,51051787,5681939069,585,1878,2,1,2,2,873,1,5659206044,5614808448,552754555,435934728,435951112,2,1,19181128032,73389,73389,2,2,2,435934728,19,1,3,313192,35990849,3699923,107780,43178,5659206044,3083439,76752201,13522
60443.00,16,262144,64,339373,22362569086,164,4,585,3541698,22,92010,67,338,132665004,1172,1,66,50302,3104059,2,205684,585,92012982,51268867,6610610414,585,1878,2,1,2,2,873,1,6584312220,6540422424,583501545,507892185,507908569,2,1,22347256140,73389,73389,2,2,2,507892185,19,1,3,335151,36791935,3923932,116687,50236,6584312220,3425011,88088331,13522
65472.42,16,262144,64,385259,25385958620,172,4,585,3915103,22,104964,67,338,133726812,1172,1,66,57044,3109556,2,205684,585,101567190,52072211,7497720300,585,1878,2,1,2,2,873,1,7467999644,7424348304,684147070,576606054,576622438,2,1,25370666376,73389,73389,2,2,2,576606054,19,1,3,351007,37843135,4161651,125458,56978,7467999644,3789645,97404306,13522
70509.89,16,262144,64,391623,25805418792,173,4,585,4081874,22,106752,67,338,133992264,1172,1,66,57978,3138878,2,205684,585,103592748,55971071,7620718394,585,1878,2,1,2,2,873,1,7590420892,7546876904,696260043,586130303,586146687,2,1,25789733332,73389,73389,2,2,2,586130303,19,1,3,353792,39876303,4299034,130699,57912,7590420892,3951175,99293815,13522
75539.19,16,262144,64,396575,26131545776,174,4,585,4223855,22,108159,67,338,133992264,1172,1,66,58704,3229919,2,205684,585,106324498,59969850,7716342035,585,1878,2,1,2,2,873,1,7685579164,7642229993,795881987,593547493,593563877,2,1,26116089692,73389,73389,2,2,2,593547493,19,1,3,361002,42085929,4472789,135498,58638,7685579164,4088357,101851990,13522
80562.42,16,262144,64,400446,26386562892,174,4,585,4336066,22,109215,67,338,133992264,1172,1,66,59274,3322832,2,205684,585,108446988,64429537,7791308333,585,1878,2,1,2,2,873,1,7760169718,7716769388,812901358,599344826,599361210,2,1,26371172344,73389,73389,2,2,2,599344826,19,1,3,363530,44411363,4562146,139080,59208,7760169718,4196986,103884872,13522
