timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolExpansions,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,GlobalThreadPoolThreadCreationMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLockWaitMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5160.67,25,262144,64,22496,1482575132,111,7,585,1269756,37,2680,54,67,5,181875,124484256,1172,1,66,3753,2731309,2,260948,585,6258937,32857528,485518713,585,2882,2,1,2,2,1461,1,483172764,436654529,49874064,33348239,33364623,2,1,1467322516,73389,73389,2,2,2,33348239,41,1,3,96326,27001471,1167087,28871,3688,483172764,1240885,5088596,15516
10187.28,25,262144,64,25139,1656583136,112,7,585,1358782,37,3456,54,67,5,181875,124484256,1172,1,66,4141,3022284,2,260948,585,7711120,37487906,536506422,585,2882,2,1,2,2,1461,1,533897628,487507493,67621767,37306690,37306690,2,1,1641494360,73389,73389,2,2,2,37306690,41,1,3,100079,29661911,1260652,40577,4075,533897628,1318205,6447566,15516
15270.05,25,262144,64,27834,1834011078,112,7,585,1432072,37,4191,54,67,5,181875,124484256,1172,1,66,4535,3255114,2,260948,585,8341540,41626708,588416068,585,2882,2,1,2,2,1461,1,585539996,539427187,72739941,41322485,41338869,2,1,1818189340,73389,73389,2,2,2,41322485,41,1,3,100192,32402451,1313229,43046,4470,585539996,1389026,7026227,15516
20308.47,25,262144,64,31030,2044779328,113,7,585,1509618,37,5068,54,67,5,181875,124484256,1172,1,66,5007,3464004,2,260948,585,10177769,46687303,650593448,585,2882,2,1,2,2,1461,1,647405980,601054737,138067802,46120394,46136778,2,1,2029297336,73389,73389,2,2,2,46120394,41,1,3,107878,35249292,1425184,45861,4941,647405980,1463757,8749983,15516
25341.72,25,262144,64,34332,2262506460,113,7,585,1594488,37,6018,54,67,5,181875,124749708,1172,1,66,5491,3903005,2,260948,585,11282643,51383616,714483009,585,2882,2,1,2,2,1461,1,710975900,664659987,151680108,51065759,51082143,2,1,2246893396,73389,73389,2,2,2,51065759,41,1,3,108598,38370005,1482981,48619,5426,710975900,1545869,9797359,15516
30383.33,25,262144,64,37318,2458993312,114,7,585,1672391,37,6888,54,67,5,181875,124749708,1172,1,66,5931,4223655,2,260948,585,12968064,56644630,772313711,585,2882,2,1,2,2,1461,1,768516508,722102027,175802456,55532114,55548498,2,1,2443413016,73389,73389,2,2,2,55532114,41,1,3,113904,41318075,1566336,51260,5865,768516508,1621131,11400001,15516
35451.97,25,262144,64,40275,2653845072,114,7,585,1749777,37,7695,54,67,5,181875,124749708,1172,1,66,6362,4389693,2,260948,585,14020567,61234104,829090508,585,2882,2,1,2,2,1461,1,825008540,779016600,188642200,59963542,59979926,2,1,2638395848,73389,73389,2,2,2,59963542,41,1,3,114484,44284335,1626424,53672,6296,825008540,1696105,12392471,15516
40518.24,25,262144,64,43877,2891233004,115,7,585,1843432,37,8730,54,67,5,181875,125015160,1172,1,66,6890,4584697,2,260948,585,15789834,65953694,898649108,585,2882,2,1,2,2,1461,1,894214556,848465751,218246522,65367659,65367659,2,1,2876176996,73389,73389,2,2,2,65367659,41,1,3,117267,46915978,1720307,56592,6824,894214556,1786840,14067619,15516
45601.98,25,262144,64,47760,3147302004,115,7,585,1942647,37,9789,54,67,5,181875,125015160,1172,1,66,7464,4797858,2,260948,585,17640395,70733192,974390681,585,2882,2,1,2,2,1461,1,969580956,923330866,287796690,71171025,71187409,2,1,3131525100,73389,73389,2,2,2,71171025,41,1,3,125451,49324528,1850677,68364,7399,969580956,1874283,15788020,15516
50616.02,25,262144,64,53496,3525340116,116,7,585,2066490,37,11409,54,67,5,181875,125280612,1172,1,66,8307,5023271,2,260948,585,19918991,75197867,1085279144,585,2882,2,1,2,2,1461,1,1079943580,1033883447,364684821,79763545,79779929,2,1,3509595980,73389,73389,2,2,2,79763545,41,1,3,131316,51655677,2009003,73079,8241,1079943580,1993411,17908701,15516
