timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolExpansions,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,GlobalThreadPoolThreadCreationMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLockWaitMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
6508.30,1,253952,62,19959,1315260558,111,3,585,6757397,28,1987,56,67,2,160996,124230870,1172,1,66,3380,6218056,2,213751,585,7105061,52028913,436462657,585,3605,2,1,2,2,1749,1,434282908,387724105,77793101,29539403,29555787,2,1,1299733732,73389,73389,2,2,2,29539403,33,1,3,135764,42454822,1881336,194808,3315,434282908,6562589,5220779,34559
13835.18,1,262144,64,22669,1493912860,111,3,585,6861532,28,2729,56,67,2,160996,124484256,1172,1,66,3778,6648912,2,213751,585,8554947,58384545,488646618,585,3605,2,1,2,2,1749,1,486187420,439962543,91020860,33610383,33610383,2,1,1478856852,73389,73389,2,2,2,33610383,33,1,3,143431,45941572,2040500,221132,3712,486187420,6640400,6509745,34559
21007.70,1,262144,64,25627,1688830156,112,3,585,6951999,28,3588,56,67,2,160996,124484256,1172,1,66,4211,7146187,2,213751,585,10226968,65013311,545836214,585,3605,2,1,2,2,1749,1,543072668,496919891,113155898,38033619,38033619,2,1,1673479236,73389,73389,2,2,2,38033619,33,1,3,147486,49639272,2175838,227816,4145,543072668,6724183,8045306,34559
26732.29,1,262144,64,28194,1857857424,112,3,585,7046584,28,4290,56,67,2,160996,124484256,1172,1,66,4588,7528713,2,213751,585,11155806,69956824,595638461,585,3605,2,1,2,2,1749,1,592617884,546362764,156160337,41869190,41885574,2,1,1842244360,73389,73389,2,2,2,41869190,33,1,3,149461,52773326,2257448,250203,4523,592617884,6796381,8892299,34559
32284.08,1,262144,64,30378,2001784404,112,3,585,7150838,28,4887,56,67,2,160996,124484256,1172,1,66,4911,8005897,2,213751,585,12497421,74973761,638064813,585,3605,2,1,2,2,1749,1,634823068,588435649,171493954,45147705,45164089,2,1,1986499020,73389,73389,2,2,2,45147705,33,1,3,152799,55468327,2375151,265141,4845,634823068,6885697,10117459,34559
37362.06,1,262144,64,32377,2133587224,113,3,585,7211893,28,5484,56,67,2,160996,124749708,1172,1,66,5203,8347927,2,213751,585,13588997,79426543,676540560,585,3605,2,1,2,2,1749,1,673096092,627035697,208960828,48131308,48147692,2,1,2117777552,73389,73389,2,2,2,48131308,33,1,3,155301,58199983,2461690,268424,5137,673096092,6943469,11123276,34559
42600.56,1,262144,64,34348,2263555036,113,3,585,7270166,28,6023,56,67,2,160996,124749708,1172,1,66,5494,8740750,2,213751,585,15429560,84894647,714885827,585,3605,2,1,2,2,1749,1,711238044,664984783,254465030,51098527,51098527,2,1,2248335188,73389,73389,2,2,2,51098527,33,1,3,159205,61171494,2566566,271432,5428,711238044,6998734,12859420,34559
47666.05,1,262144,64,37613,2478326432,114,3,585,7347219,28,6969,56,67,2,160996,124749708,1172,1,66,5970,8904829,2,213751,585,16774766,89650008,777729098,585,3605,2,1,2,2,1749,1,773759388,727719258,309466552,55974482,55990866,2,1,2462877208,73389,73389,2,2,2,55974482,33,1,3,160651,63635913,2666349,274841,5905,773759388,7072378,14105551,34559
52713.88,1,262144,64,41234,2716959548,114,3,585,7423824,28,7956,56,67,2,160996,124749708,1172,1,66,6502,9104270,2,213751,585,17621370,93929464,847680633,585,3605,2,1,2,2,1749,1,843358620,797522532,357554530,61394983,61411367,2,1,2701379252,73389,73389,2,2,2,61394983,33,1,3,163100,66405276,2743032,278273,6436,843358620,7145551,14875266,34559
57793.37,1,262144,64,45732,3013598640,115,3,585,7518949,28,9237,56,67,2,160996,125015160,1172,1,66,7165,9366660,2,213751,585,20462141,98952387,935009635,585,3605,2,1,2,2,1749,1,930259356,884224903,428622776,68138270,68154654,2,1,2998083880,73389,73389,2,2,2,68138270,33,1,3,171090,68858387,2892479,284259,7099,930259356,7234690,17566999,34559
