timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolExpansions,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,GlobalThreadPoolThreadCreationMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
9816.42,21,262144,64,22066,1454129200,111,0,585,9302566,8,2562,51,67,212,787677,124484256,1172,1,66,3690,7725931,2,707184,585,9292838,58668667,477188930,585,2752,2,1,2,2,674,1,474784156,428372891,97314763,32686846,32703230,2,1,1438221224,73389,73389,2,2,2,32686846,8,3,245405,44202586,3075394,127724,3624,474784156,9174842,6219634,24045
16931.02,21,262144,64,25139,1656583136,112,0,585,9403536,8,3456,51,67,212,787677,124484256,1172,1,66,4140,8513229,2,707184,585,10742262,64652068,536481245,585,2752,2,1,2,2,674,1,533766556,487507493,129040121,37306690,37306690,2,1,1640773464,73389,73389,2,2,2,37290306,8,3,247774,48099227,3203988,132132,4074,533766556,9271404,7539096,24045
23439.83,21,262144,64,27220,1793759908,112,0,585,9469237,8,4023,51,67,212,787677,124484256,1172,1,66,4445,8926970,2,707184,585,11747689,70674528,576675247,585,2752,2,1,2,2,674,1,573743516,527653277,154645728,40421365,40421365,2,1,1778540060,73389,73389,2,2,2,40421365,8,3,253953,51335585,3329379,135532,4379,573743516,9333705,8418785,24045
32645.54,21,262144,64,31056,2046483264,113,0,585,9588320,8,5092,51,67,212,787677,124484256,1172,1,66,5010,9348671,2,707184,585,14291295,79175913,651254151,585,2752,2,1,2,2,674,1,647930268,601548791,198439897,46153162,46169546,2,1,2030739128,73389,73389,2,2,2,46153162,8,3,266505,56073957,3568773,141340,4945,647930268,9446980,10722956,24045
38252.26,21,262144,64,33623,2215775984,113,0,585,9673414,8,5823,51,67,212,787677,124749708,1172,1,66,5388,9831506,2,707184,585,16378004,85524526,700927505,585,2752,2,1,2,2,674,1,697344412,651028892,239823646,49994766,50011150,2,1,2199769704,73389,73389,2,2,2,49994766,8,3,274562,59505913,3733227,160036,5322,697344412,9513378,12645825,24045
43948.15,21,262144,64,35691,2351835336,113,0,585,9732702,8,6389,51,67,212,787677,124749708,1172,1,66,5691,10471950,2,707184,585,17486983,90893746,740852668,585,2752,2,1,2,2,674,1,737059228,690810030,252215520,53103408,53103408,2,1,2336549952,73389,73389,2,2,2,53103408,8,3,282478,62881745,3867637,162935,5625,737059228,9569767,13619334,24045
49177.19,21,262144,64,37838,2493337484,114,0,585,9796364,8,7029,51,67,212,787677,124749708,1172,1,66,6003,10756261,2,707184,585,19004521,96098728,781967046,585,2752,2,1,2,2,674,1,777953692,732122437,323219076,56324579,56324579,2,1,2477560580,73389,73389,2,2,2,56308195,8,3,288628,65404598,3989454,166005,5937,777953692,9630359,15015226,24045
54291.50,21,262144,64,40061,2639820368,114,0,585,9859825,8,7637,51,67,212,787677,124749708,1172,1,66,6331,11248551,2,707184,585,20675111,101040686,825183235,585,2752,2,1,2,2,674,1,820945308,774958989,379256205,59652246,59652246,2,1,2624698824,73389,73389,2,2,2,59652246,8,3,292909,68399081,4091120,169020,6265,820945308,9690805,16584670,24045
59330.29,21,262144,64,42854,2823924224,114,0,585,9933725,8,8399,51,67,212,787677,124749708,1172,1,66,6740,11409452,2,707184,585,21962055,105662204,879206075,585,2752,2,1,2,2,674,1,874684828,828765090,436123761,63837914,63837914,2,1,2808868216,73389,73389,2,2,2,63837914,8,3,297787,70883412,4194928,172496,6675,874684828,9761229,17766290,24045
64419.68,21,262144,64,46320,3052399260,115,0,585,10007842,8,9396,51,67,212,787677,125015160,1172,1,66,7250,11591523,2,707184,585,23328495,110086673,946258830,585,2752,2,1,2,2,674,1,941400476,895582080,566808726,69029039,69029039,2,1,3036556820,73389,73389,2,2,2,69012655,8,3,302734,73434323,4305016,175831,7184,941400476,9832011,19022543,24045
