timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolExpansions,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,GlobalThreadPoolThreadCreationMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5674.25,17,262144,64,21318,1404842820,111,1,585,830162,12,2360,58,67,1,98433,124484256,1172,1,66,3578,5247444,2,170794,585,5947920,39352664,462342364,585,2064,2,1,2,2,939,1,460104092,413967053,55302585,31583085,31583085,2,1,1389655740,73389,73389,2,2,2,31583085,18,3,179951,31933232,1765759,30712,3512,460104092,799450,4182661,20458
15004.60,17,262144,64,24846,1637381088,111,1,585,977411,12,3321,58,67,1,98433,124484256,1172,1,66,4098,5710216,2,170794,585,7668710,47324925,530858703,585,2064,2,1,2,2,939,1,528261532,481922907,81999238,36856130,36872514,2,1,1621669720,73389,73389,2,2,2,36856130,18,3,183151,36991512,1929985,73050,4033,528261532,904361,5737406,20458
22994.67,17,262144,64,28506,1878304656,112,2,585,1076942,12,4376,58,67,1,98433,124484256,1172,1,66,4634,6202122,2,170794,585,10048530,55034611,601344883,585,2064,2,1,2,2,939,1,598385052,552344912,138802869,42344326,42344326,2,1,1863150344,73389,73389,2,2,2,42344326,18,3,191641,41264931,2125064,83045,4568,598385052,993897,7920359,20458
29985.10,17,262144,64,31461,2073290796,113,2,585,1159988,12,5235,58,67,1,98433,124749708,1172,1,66,5069,6849102,2,170794,585,11526516,61087810,658790224,585,2064,2,1,2,2,939,1,655532444,609332930,171496086,46765403,46781787,2,1,2057677732,73389,73389,2,2,2,46765403,18,3,196357,45262701,2227874,87480,5003,655532444,1072508,9293272,20458
38677.13,17,262144,64,34216,2254638832,113,2,585,1258100,12,5985,58,67,1,98433,124749708,1172,1,66,5473,7622799,2,170794,585,13385575,69558614,712030225,585,2064,2,1,2,2,939,1,708485532,662387536,204017652,50895886,50895886,2,1,2239418984,73389,73389,2,2,2,50895886,18,3,205356,49880366,2420003,100203,5407,708485532,1157897,10959256,20458
46432.58,17,262144,64,36714,2419409568,113,2,585,1341597,12,6668,58,67,1,98433,124749708,1172,1,66,5841,8423537,2,170794,585,14792929,76173762,760527516,585,2064,2,1,2,2,939,1,756720028,710571052,228457616,54639186,54639186,2,1,2404124184,73389,73389,2,2,2,54639186,18,3,207617,53916795,2535544,104507,5775,756720028,1237090,12250467,20458
52920.65,17,262144,64,39236,2585487716,114,4,585,1415695,12,7410,58,67,1,98433,124749708,1172,1,66,6211,8905398,2,170794,585,16392343,82212126,809282780,585,2064,2,1,2,2,939,1,805216668,759094324,301863427,58417413,58417413,2,1,2570366172,73389,73389,2,2,2,58417413,18,3,214280,56968428,2660596,108217,6145,805216668,1307478,13724233,20458
61755.30,17,262144,64,43088,2839259648,115,4,585,1568257,12,8517,58,67,1,98433,124749708,1172,1,66,6777,9411650,2,170794,585,19060580,90252393,883992008,585,2064,2,1,2,2,939,1,879534492,833277104,376552892,64181978,64198362,2,1,2824007032,73389,73389,2,2,2,64181978,18,3,225784,61042683,2895853,152218,6712,879534492,1416039,16157959,20458
67643.23,17,262144,64,45813,3018907056,115,4,585,1651333,12,9258,58,67,1,98433,125015160,1172,1,66,7176,10052260,2,170794,585,20448830,95632560,936433156,585,2064,2,1,2,2,939,1,931701148,885782952,451822504,68269342,68269342,2,1,3003130152,73389,73389,2,2,2,68252958,18,3,232360,64353918,3035537,160826,7110,931701148,1490507,17406258,20458
72746.24,17,262144,64,47596,3136288648,115,4,585,1700626,12,9746,58,67,1,98433,125015160,1172,1,66,7441,10751597,2,170794,585,21371028,100083074,971348754,585,2064,2,1,2,2,939,1,966435228,920118381,527350195,70935616,70935616,2,1,3121167104,73389,73389,2,2,2,70935616,18,3,233905,67062346,3101111,163352,7375,966435228,1537274,18263140,20458
