timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolExpansions,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,GlobalThreadPoolThreadCreationMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5286.63,30,262144,64,21829,1438597168,111,0,585,1453702,11,2499,55,67,1082,292627,124484256,1172,1,66,3655,4207217,2,396147,585,6380969,37745970,472507947,585,8799,2,1,2,2,958,1,470196636,423786704,54130969,32342782,32359166,2,1,1423082408,73389,73389,2,2,2,32342782,19,3,140856,32100925,1392346,49744,3589,470196636,1403958,4990445,60889
11203.35,30,262144,64,24991,1646883808,111,0,585,1563056,11,3362,55,67,1082,292627,124484256,1172,1,66,4119,4511002,2,396147,585,7632359,42938958,533639833,585,8799,2,1,2,2,958,1,531014044,484716873,70027533,37085506,37085506,2,1,1631762264,73389,73389,2,2,2,37085506,19,3,142354,35223093,1477560,67047,4053,531014044,1496009,6155683,60889
16258.27,30,262144,64,27383,1804442276,112,0,585,1631374,11,4068,55,67,1082,292627,124484256,1172,1,66,4470,4741898,2,396147,585,9046874,47905635,579888979,585,8799,2,1,2,2,958,1,577020316,530741423,99456385,40667125,40667125,2,1,1789353500,73389,73389,2,2,2,40667125,19,3,145109,38251937,1540185,69261,4404,577020316,1562113,7508157,60889
21334.03,30,262144,64,29899,1970127208,112,0,585,1702171,11,4755,55,67,1082,292627,124484256,1172,1,66,4840,5069191,2,396147,585,10332216,52615158,628766187,585,8799,2,1,2,2,958,1,625648028,579190486,127260370,44420776,44437160,2,1,1954514144,73389,73389,2,2,2,44420776,19,3,150721,40625980,1638891,71814,4775,625648028,1630357,8695089,60889
26498.22,30,262144,64,32588,2147415320,113,0,585,1781146,11,5543,55,67,1082,292627,124749708,1172,1,66,5233,5339798,2,396147,585,11918326,57878488,680410042,585,8799,2,1,2,2,958,1,677028252,631043403,176004634,48458988,48458988,2,1,2132195472,73389,73389,2,2,2,48458988,19,3,156310,43619258,1730899,74466,5167,677028252,1706680,10187449,60889
31539.52,30,262144,64,35524,2340890824,113,0,585,1876296,11,6342,55,67,1082,292627,124749708,1172,1,66,5664,5694797,2,396147,585,13472689,62756627,737192179,585,8799,2,1,2,2,958,1,733520284,687628716,219255250,52841264,52857648,2,1,2325015616,73389,73389,2,2,2,52841264,19,3,162646,46349005,1838283,85268,5599,733520284,1791028,11634091,60889
36620.99,30,262144,64,38256,2520731532,114,0,585,1959156,11,7143,55,67,1082,292627,124749708,1172,1,66,6066,5996482,2,396147,585,14595727,67624394,790158830,585,8799,2,1,2,2,958,1,786211228,740150615,235440461,56930787,56947171,2,1,2504954628,73389,73389,2,2,2,56930787,19,3,166075,49149376,1923843,90450,6000,786211228,1868706,12671151,60889
41715.36,30,262144,64,41188,2713944892,114,0,585,2044640,11,7944,55,67,1082,292627,124749708,1172,1,66,6495,6182666,2,396147,585,15864863,72367357,846680486,585,8799,2,1,2,2,958,1,842441116,796611710,261816036,61329447,61345831,2,1,2698495668,73389,73389,2,2,2,61329447,19,3,168153,51908142,2011824,93366,6429,842441116,1951274,13852296,60889
46878.82,30,262144,64,44183,2911552472,115,0,585,2133883,11,8814,55,67,1082,292627,125015160,1172,1,66,6937,6287550,2,396147,585,17611877,77321225,904914176,585,8799,2,1,2,2,958,1,900374940,854400956,313439208,65816060,65832444,2,1,2895906640,73389,73389,2,2,2,65816060,19,3,172841,54399368,2120940,96405,6871,900374940,2037478,15489943,60889
52018.85,30,262144,64,47068,3101685640,115,0,585,2219064,11,9600,55,67,1082,292627,125015160,1172,1,66,7359,6418443,2,396147,585,18696129,81972273,960517944,585,8799,2,1,2,2,958,1,955687324,909995430,337515674,70149184,70149184,2,1,3086564096,73389,73389,2,2,2,70149184,19,3,172952,57166271,2180864,99053,7293,955687324,2120011,16513277,60889
