timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolExpansions,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,GlobalThreadPoolThreadCreationMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5089.99,38,262144,64,23166,1526749704,111,4,585,1172240,22,2865,56,67,5,101752,124484256,1172,1,66,3850,1496499,2,124412,585,7514721,24989249,498143166,585,1646,2,1,2,2,1128,1,495755676,449598797,43423013,34353696,34370080,2,1,1511562624,73389,73389,2,2,2,34353696,32,3,311985,18836747,2570625,51785,3784,495755676,1120455,4944528,14603
10225.19,38,262144,64,26547,1749388728,112,4,585,1263777,22,3842,56,67,5,101752,124484256,1172,1,66,4347,1689011,2,124412,585,8981105,29677947,563617385,585,1646,2,1,2,2,1128,1,560898460,514639488,60694730,39415908,39415908,2,1,1734299952,73389,73389,2,2,2,39415908,32,3,320517,21572707,2681356,55030,4281,560898460,1208747,6299642,14603
15353.40,38,262144,64,29759,1960952168,112,4,585,1352036,22,4718,56,67,5,101752,124484256,1172,1,66,4820,1912568,2,124412,585,10925566,34481938,625932314,585,1646,2,1,2,2,1128,1,622895516,576491443,88818939,44224168,44224168,2,1,1945863392,73389,73389,2,2,2,44224168,32,3,335667,23965404,2847762,58548,4754,622895516,1293488,8078909,14603
20519.41,38,262144,64,32601,2148267288,113,4,585,1433514,22,5546,56,67,5,101752,124749708,1172,1,66,5237,2053827,2,124412,585,12218213,39553489,680876139,585,1646,2,1,2,2,1128,1,677552540,631332462,103204762,48475372,48475372,2,1,2132916368,73389,73389,2,2,2,48475372,32,3,339269,26870842,2936911,61589,5171,677552540,1371925,9283279,14603
25595.98,38,262144,64,35329,2328111304,113,4,585,1508465,22,6288,56,67,5,101752,124749708,1172,1,66,5636,2321831,2,124412,585,13779004,44255760,733444913,585,1646,2,1,2,2,1128,1,729850268,683897065,158881530,52562736,52562736,2,1,2312760384,73389,73389,2,2,2,52562736,32,3,351088,29744400,3077054,64206,5570,729850268,1444259,10703425,14603
30664.92,38,262144,64,38565,2541247608,114,4,585,1587198,22,7228,56,67,5,101752,124749708,1172,1,66,6111,2544583,2,124412,585,15128014,49340701,796021823,585,1646,2,1,2,2,1128,1,792109468,746139392,206411147,57411956,57411956,2,1,2526126064,73389,73389,2,2,2,57411956,32,3,362547,32529834,3203341,67147,6045,792109468,1520051,11926745,14603
35705.08,38,262144,64,41915,2761855016,114,4,585,1670184,22,8142,56,67,5,101752,124749708,1172,1,66,6603,2731468,2,124412,585,16206552,53673295,860966958,585,1646,2,1,2,2,1128,1,856727964,810634788,216633901,62416824,62433208,2,1,2746340256,73389,73389,2,2,2,62416824,32,3,364575,35350286,3273104,69904,6538,856727964,1600280,12935529,14603
40746.77,38,262144,64,44752,2948842456,115,4,585,1743695,22,8970,56,67,5,101752,125015160,1172,1,66,7019,3021638,2,124412,585,17311138,58456536,915641809,585,1646,2,1,2,2,1128,1,911122844,865285499,267555828,66668028,66684412,2,1,2933393232,73389,73389,2,2,2,66668028,32,3,370261,38131953,3368403,72291,6953,911122844,1671404,13945348,14603
45903.93,38,262144,64,47831,3151955060,115,4,585,1825942,22,9810,56,67,5,101752,125015160,1172,1,66,7473,3220323,2,124412,585,19000618,63970869,975450153,585,1646,2,1,2,2,1128,1,970629532,924630841,320299232,71285713,71302097,2,1,3136571372,73389,73389,2,2,2,71285713,32,3,377385,41187692,3468516,75083,7408,970629532,1750859,15535102,14603
50919.78,38,262144,64,51869,3417916688,116,4,585,1930826,22,10965,56,67,5,101752,125280612,1172,1,66,8068,3404459,2,124412,585,20693541,68448563,1053823879,585,1646,2,1,2,2,1128,1,1048617372,1002507642,419875498,77320614,77336998,2,1,3402107016,73389,73389,2,2,2,77320614,32,3,382070,44019855,3577988,78602,8002,1048617372,1852224,17118068,14603
55989.35,38,262144,64,55793,3676419278,117,4,585,2023449,22,12090,56,67,5,101752,125280612,1172,1,66,8642,3589352,2,124412,585,22481403,73215983,1129434457,585,1646,2,1,2,2,1128,1,1123852700,1078073107,447854287,83208059,83208059,2,1,3661154596,73389,73389,2,2,2,83208059,32,3,382936,46710855,3669883,83012,8576,1123852700,1940437,18814564,14603
61009.14,38,262144,64,61480,4051246126,118,4,585,2145603,22,13696,56,67,5,101752,125546064,1172,1,66,9477,3780170,2,124412,585,25721869,78622891,1239401161,585,1646,2,1,2,2,1128,1,1233297820,1187648270,505612068,91726851,91726851,2,1,4035981444,73389,73389,2,2,2,91726851,32,3,387359,49130579,3830606,87958,9411,1233297820,2057645,21890852,14603
66034.80,38,262144,64,66594,4388255394,118,4,585,2281958,22,15092,56,67,5,101752,125546064,1172,1,66,10229,3907069,2,124412,585,28330080,83064838,1338443235,585,1646,2,1,2,2,1128,1,1331863964,1286133122,542948642,99387642,99387642,2,1,4373056248,73389,73389,2,2,2,99387642,32,3,388469,51506287,3949171,92274,10163,1331863964,2189684,24380697,14603
71065.84,38,262144,64,73077,4815514350,120,4,585,2466415,22,16968,56,67,5,101752,125811516,1172,1,66,11183,3959586,2,124412,585,31059082,87140873,1464075504,585,1646,2,1,2,2,1128,1,1456906652,1411045139,630222468,109083923,109100307,2,1,4799692612,73389,73389,2,2,2,109083923,32,3,392072,53433302,4099885,97463,11117,1456906652,2368952,26957773,14603
