timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolExpansions,GlobalThreadPoolJobs,GlobalThreadPoolThreadCreationMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
8362.66,2,262144,64,20322,1339303512,111,0,585,1169616,5,2088,57,67,280570,124484256,1172,1,66,3433,3541370,2,347508,585,6893142,43856516,443428480,585,2370,2,1,2,2,670,1,441229724,394770660,62016050,30086108,30102492,2,1,1323788752,73389,73389,2,2,2,30086108,9,3,69824,31277845,1314075,95257,3368,441229724,1074359,5575800,14196
13472.06,2,262144,64,22690,1495289116,111,0,585,1240222,5,2733,57,67,280570,124484256,1172,1,66,3782,3861748,2,347508,585,7820398,48205035,489410132,585,2370,2,1,2,2,670,1,486973852,440380190,69922094,33626767,33643151,2,1,1479577748,73389,73389,2,2,2,33626767,9,3,71532,34135791,1394206,98613,3717,486973852,1141609,6422092,14196
18885.43,2,262144,64,24995,1647145952,111,0,585,1304041,5,3363,57,67,280570,124484256,1172,1,66,4119,4267106,2,347508,585,8810182,53520652,533681815,585,2370,2,1,2,2,670,1,531014044,484718057,91623013,37085506,37101890,2,1,1631762264,73389,73389,2,2,2,37085506,9,3,72930,37239087,1483748,101588,4054,531014044,1202453,7321230,14196
24853.88,2,262144,64,27270,1797036708,112,1,585,1412889,5,4038,57,67,280570,124484256,1172,1,66,4454,5005864,2,347508,585,10229790,59108159,577819731,585,2370,2,1,2,2,670,1,574923164,528580908,132322249,40486901,40503285,2,1,1781423644,73389,73389,2,2,2,40486901,9,3,74041,40687034,1568931,130039,4388,574923164,1282850,8654462,14196
30152.58,2,262144,64,29284,1929557116,112,1,585,1474063,5,4587,57,67,280570,124484256,1172,1,66,4747,5488875,2,347508,585,11131423,63728772,616428219,585,2370,2,1,2,2,670,1,613327260,567357419,142891206,43497239,43513623,2,1,1913878516,73389,73389,2,2,2,43497239,9,3,74191,43560339,1640584,133228,4681,613327260,1340835,9484148,14196
35204.76,2,262144,64,31918,2103240748,113,1,585,1548348,5,5358,57,67,280570,124749708,1172,1,66,5137,5675627,2,347508,585,12778827,68854928,667811241,585,2370,2,1,2,2,670,1,664445340,618161275,185645825,47453531,47453531,2,1,2087234468,73389,73389,2,2,2,47437147,9,3,76931,46273311,1743807,136639,5071,664445340,1411709,11027510,14196
40284.56,2,262144,64,35349,2329422024,113,1,585,1620603,5,6294,57,67,280570,124749708,1172,1,66,5638,5924819,2,347508,585,14534623,73629021,733811967,585,2370,2,1,2,2,670,1,730112412,684270408,229170014,52579120,52595504,2,1,2313481280,73389,73389,2,2,2,52579120,9,3,78953,48756257,1844100,139981,5573,730112412,1480622,12682245,14196
45355.47,2,262144,64,39263,2587257188,114,1,585,1702331,5,7419,57,67,280570,124749708,1172,1,66,6216,6171841,2,347508,585,16015483,78697494,809949304,585,2370,2,1,2,2,670,1,805872028,759547515,248521682,58450181,58466565,2,1,2571807964,73389,73389,2,2,2,58450181,9,3,80021,51483171,1931663,143349,6150,805872028,1558982,14076432,14196
50451.90,2,262144,64,44400,2925773784,115,1,585,1809891,5,8874,57,67,280570,125015160,1172,1,66,6969,6286310,2,347508,585,18391287,83607190,909122479,585,2370,2,1,2,2,670,1,904569244,858534817,400878325,66143740,66160124,2,1,2910324560,73389,73389,2,2,2,66143740,9,3,82486,53871053,2050217,146895,6903,904569244,1662996,16333672,14196
55499.28,2,262144,64,48514,3196981600,115,1,585,1910621,5,9996,57,67,280570,125015160,1172,1,66,7573,6486120,2,347508,585,19860242,87921917,988816880,585,2370,2,1,2,2,670,1,983867804,937813338,501738870,72307554,72323938,2,1,3181532376,73389,73389,2,2,2,72307554,9,3,83858,56260114,2131636,151805,7508,983867804,1758816,17721951,14196
60523.94,2,262144,64,51844,3416278288,116,1,585,1999812,5,10959,57,67,280570,125280612,1172,1,66,8064,6657932,2,347508,585,21702184,92910287,1053372886,585,2370,2,1,2,2,670,1,1048093084,1001973366,527777134,77287846,77304230,2,1,3400665224,73389,73389,2,2,2,77287846,9,3,87475,58678695,2226515,154675,7998,1048093084,1845137,19468271,14196
65625.41,2,262144,64,55110,3631392738,117,1,585,2087887,5,11904,57,67,280570,125280612,1172,1,66,8541,6829876,2,347508,585,23336443,97554628,1116221022,585,2370,2,1,2,2,670,1,1110614428,1064897911,565717869,82186218,82186218,2,1,3616193592,73389,73389,2,2,2,82186218,9,3,90157,61407392,2320052,157328,8475,1110614428,1930559,21008916,14196
70699.82,2,262144,64,58420,3849644158,117,1,585,2164910,5,12807,57,67,280570,125280612,1172,1,66,9027,7079567,2,347508,585,25153929,102859700,1180249381,585,2370,2,1,2,2,670,1,1174315420,1128656368,637640141,87147967,87147967,2,1,3834510548,73389,73389,2,2,2,87147967,9,3,97860,64069130,2445256,159864,8961,1174315420,2005046,22700851,14196
75816.64,2,262144,64,61463,4050132014,118,1,585,2232051,5,13692,57,67,280570,125546064,1172,1,66,9474,7342217,2,347508,585,26449158,107586511,1239137769,585,2370,2,1,2,2,670,1,1232904604,1187279513,659274551,91694083,91710467,2,1,4034539652,73389,73389,2,2,2,91694083,9,3,102547,66949306,2533454,164554,9409,1232904604,2067497,23907753,14196
80878.13,2,262144,64,64751,4266941642,118,1,585,2297678,5,14589,57,67,280570,125546064,1172,1,66,9957,7700476,2,347508,585,27725257,112267747,1302767987,585,2370,2,1,2,2,670,1,1296212380,1250640951,683033240,96623064,96639448,2,1,4251414816,73389,73389,2,2,2,96623064,9,3,106752,69772413,2622336,167696,9891,1296212380,2129982,25094935,14196
86023.59,2,262144,64,68977,4545224038,119,2,585,2385453,5,15795,57,67,280570,125546064,1172,1,66,10580,7859300,2,347508,585,29337022,116936998,1384828699,585,2370,2,1,2,2,670,1,1377870236,1332071285,718484428,102936493,102952877,2,1,4529205692,73389,73389,2,2,2,102936493,9,3,108375,72488237,2710705,171406,10514,1377870236,2214047,26618596,14196
91157.67,2,262144,64,72279,4762685718,119,2,585,2452134,5,16695,57,67,280570,125546064,1172,1,66,11064,8073510,2,347508,585,31684893,122327382,1448591472,585,2370,2,1,2,2,670,1,1441309084,1395646016,874945294,107892209,107892209,2,1,4747257196,73389,73389,2,2,2,107892209,9,3,111636,75050295,2798862,174081,10998,1441309084,2278053,28877854,14196
96423.88,2,262144,64,76352,5031206558,120,2,585,2540954,5,17862,57,67,280570,125811516,1172,1,66,11662,8264323,2,347508,585,33326096,127160009,1527368670,585,2370,2,1,2,2,670,1,1519690140,1474043051,907171825,113990487,114006871,2,1,5015581428,73389,73389,2,2,2,113990487,9,3,113776,77684389,2882663,177149,11597,1519690140,2363805,30434563,14196
101490.60,2,262144,64,80169,5282684730,121,2,585,2623462,5,18957,57,67,280570,125811516,1172,1,66,12223,8448870,2,347508,585,35082320,132305457,1601399582,585,2370,2,1,2,2,670,1,1593352604,1547651950,942125215,119697708,119714092,2,1,5266699152,73389,73389,2,2,2,119697708,9,3,115880,80485317,2986079,182172,12158,1593352604,2441290,32086173,14196
106633.19,2,262144,64,82963,5466588670,121,2,585,2694609,5,19719,57,67,280570,125811516,1172,1,66,12633,8640243,2,347508,585,36273220,137184639,1655285098,585,2370,2,1,2,2,670,1,1646961052,1601412062,1005498793,123893727,123893727,2,1,5451323988,73389,73389,2,2,2,123893727,9,3,116793,83385240,3065880,185319,12567,1646961052,2509290,33196698,14196
