timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLockWaitMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5148.36,17,262144,64,23008,1516395016,111,4,585,716563,11,2820,67,43636,124484256,1172,1,66,3826,2243785,2,177885,585,6503206,27268875,495139639,585,1549,2,1,2,2,908,1,492741020,446560124,39790385,34107936,34124320,2,1,1500749184,73389,73389,2,2,2,34107936,17,1,3,159091,21169754,1606444,29880,3761,492741020,686683,4893449,11020
10177.57,17,262144,64,26667,1757253048,112,4,585,821746,11,3873,67,43636,124484256,1172,1,66,4364,2316402,2,177885,585,8940670,32088371,565890067,585,1549,2,1,2,2,908,1,563126684,516974609,66445023,39579748,39596132,2,1,1741508912,73389,73389,2,2,2,39579748,17,1,3,169946,23337106,1781147,33536,4298,563126684,788210,7155566,11020
15211.42,17,262144,64,30287,1995820628,112,4,585,933096,11,4858,67,43636,124484256,1172,1,66,4896,2433901,2,177885,585,10908319,36367674,635976518,585,1549,2,1,2,2,908,1,632856988,586681214,90657455,45016633,45016633,2,1,1980731852,73389,73389,2,2,2,45016633,17,1,3,173171,25595097,1893814,37371,4830,632856988,895725,9010270,11020
20233.64,17,262144,64,33623,2215775984,113,4,585,1034196,11,5823,67,43636,124749708,1172,1,66,5388,2574453,2,177885,585,12706101,41030467,700795149,585,1549,2,1,2,2,908,1,697344412,651028892,126796592,50011150,50011150,2,1,2200490600,73389,73389,2,2,2,50011150,17,1,3,177011,27832812,2003405,40799,5322,697344412,993397,10698312,11020
25270.76,17,262144,64,36981,2436907680,114,5,585,1129580,11,6749,67,43636,124749708,1172,1,66,5879,2689189,2,177885,585,14192726,45460037,765484147,585,1549,2,1,2,2,908,1,761700764,715634586,158014466,55040594,55040594,2,1,2421786136,73389,73389,2,2,2,55040594,17,1,3,178444,30019449,2079473,44112,5813,761700764,1085468,12108425,11020
30296.13,17,262144,64,40474,2666886736,114,5,585,1233409,11,7749,67,43636,124749708,1172,1,66,6392,2860490,2,177885,585,15490357,49619858,833068953,585,1549,2,1,2,2,908,1,828940700,782865177,193348218,60258454,60274838,2,1,2651371976,73389,73389,2,2,2,60258454,17,1,3,179179,32328751,2157702,47336,6327,828940700,1186073,13328562,11020
35357.67,17,262144,64,43427,2861741804,115,5,585,1310625,11,8607,67,43636,125015160,1172,1,66,6826,3115584,2,177885,585,16652535,54151908,890242926,585,1549,2,1,2,2,908,1,885825948,839865123,251457716,64695915,64695915,2,1,2846620260,73389,73389,2,2,2,64695915,17,1,3,184352,35012890,2241374,50042,6760,885825948,1260583,14406859,11020
40435.84,17,262144,64,46023,3032669616,115,5,585,1369085,11,9315,67,43636,125015160,1172,1,66,7207,3310851,2,177885,585,17937758,59379244,940435738,585,1549,2,1,2,2,908,1,935764380,889839869,281604895,68580638,68580638,2,1,3016827176,73389,73389,2,2,2,68564254,17,1,3,185356,38293637,2309363,52983,7141,935764380,1316102,15624271,11020
45856.07,17,262144,64,48531,3198095712,115,5,585,1424596,11,9999,67,43636,125015160,1172,1,66,7576,3766993,2,177885,585,19239723,64476860,989050714,585,1549,2,1,2,2,908,1,984129948,938203844,298914670,72340322,72340322,2,1,3182974168,73389,73389,2,2,2,72340322,17,1,3,186798,41671866,2372345,55798,7510,984129948,1368798,16861761,11020
50887.59,17,262144,64,50773,3345823780,116,5,585,1504437,11,10667,67,43636,125280612,1172,1,66,7904,4258032,2,177885,585,20121117,69177354,1032394785,585,1549,2,1,2,2,908,1,1027252636,981432911,310495615,75692565,75692565,2,1,3330472860,73389,73389,2,2,2,75692565,17,1,3,190586,44865372,2453853,83633,7839,1027252636,1420804,17661445,11020
