timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolExpansions,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,GlobalThreadPoolThreadCreationMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5321.37,31,262144,64,21651,1426931760,111,2,585,825714,4,2451,32,67,4746,245845,124484256,1172,1,66,3627,4421066,2,355717,585,6000363,36832451,468809209,585,2141,2,1,2,2,777,1,466526620,420327841,53172203,32080638,32097022,2,1,1411548072,73389,73389,2,2,2,32080638,15,3,74999,30405814,1090032,73247,3561,466526620,752467,4908890,13208
10365.61,31,262144,64,24028,1583507188,111,2,585,881303,4,3093,32,67,4746,245845,124484256,1172,1,66,3975,4729407,2,355717,585,7217441,41534327,514657507,585,2141,2,1,2,2,777,1,512139676,466135489,68854542,35637681,35654065,2,1,1568057964,73389,73389,2,2,2,35637681,15,3,76697,33231141,1154634,77031,3909,512139676,804272,6060502,13208
15418.57,31,262144,64,27186,1791531684,112,2,585,951841,4,4016,32,67,4746,245845,124484256,1172,1,66,4441,4985604,2,355717,585,8636682,46075971,576048292,585,2141,2,1,2,2,777,1,573219228,526972374,113454843,40372213,40372213,2,1,1776377372,73389,73389,2,2,2,40372213,15,3,77909,35980792,1234099,80272,4375,573219228,871569,7400304,13208
21078.65,31,262144,64,30216,1991167572,112,2,585,1026551,4,4842,32,67,4746,245845,124484256,1172,1,66,4886,5388759,2,355717,585,10023839,51063081,634807057,585,2141,2,1,2,2,777,1,631677340,585283695,131320383,44901945,44918329,2,1,1975685580,73389,73389,2,2,2,44901945,15,3,78899,38962237,1317544,84058,4821,631677340,942493,8703911,13208
26214.06,31,262144,64,32454,2138633496,113,3,585,1084963,4,5505,32,67,4746,245845,124749708,1172,1,66,5215,5872781,2,355717,585,11488939,56146212,678024419,585,2141,2,1,2,2,777,1,674668956,628478866,172581718,48245996,48262380,2,1,2122823824,73389,73389,2,2,2,48245996,15,3,80315,42084404,1384650,87105,5149,674668956,997858,10101859,13208
31247.95,31,262144,64,35114,2314021064,113,3,585,1147802,4,6231,32,67,4746,245845,124749708,1172,1,66,5606,6416222,2,355717,585,12189385,60227966,729531347,585,2141,2,1,2,2,777,1,725918108,679722796,181802473,52235056,52251440,2,1,2298342464,73389,73389,2,2,2,52235056,15,3,80796,45183631,1456455,90193,5540,725918108,1057609,10730337,13208
36320.08,31,262144,64,38146,2513522572,114,3,585,1218255,4,7115,32,67,4746,245845,124749708,1172,1,66,6049,6735510,2,355717,585,13449387,65399434,788022559,585,2141,2,1,2,2,777,1,784114076,738029763,194909839,56783331,56783331,2,1,2498466564,73389,73389,2,2,2,56783331,15,3,81660,47837272,1534554,93462,5984,784114076,1124793,11913055,13208
41418.76,31,262144,64,41365,2725665424,114,3,585,1289199,4,7992,32,67,4746,245845,124749708,1172,1,66,6521,7053780,2,355717,585,15302537,70262648,850202056,585,2141,2,1,2,2,777,1,845980060,800021683,238315520,61591591,61614008,2,1,2710030004,73389,73389,2,2,2,61591591,15,3,82727,50544478,1616758,96754,6456,845980060,1192445,13684066,13208
46467.95,31,262144,64,45053,2968834244,115,4,585,1381945,4,9051,32,67,4746,245845,125015160,1172,1,66,7064,7265130,2,355717,585,17085704,74825929,921601802,585,2141,2,1,2,2,777,1,917021084,871180982,274529962,67116429,67132813,2,1,2953122876,73389,73389,2,2,2,67116429,15,3,85294,53231372,1729342,113132,6998,917021084,1268813,15355226,13208
51684.66,31,262144,64,48222,3177579636,115,4,585,1457308,4,9915,32,67,4746,245845,125015160,1172,1,66,7530,7484539,2,355717,585,18846650,79398052,983128526,585,2141,2,1,2,2,777,1,978231708,932209661,333313065,71859153,71875537,2,1,3161802732,73389,73389,2,2,2,71859153,15,3,91042,55865851,1838243,116826,7465,978231708,1340482,17007976,13208
