timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,QueryTimeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectQueryTimeMicroseconds,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
563563.26,0,0,0,0,0,0,0,0,0,0,0,39,1,0,0,5,0,14,0,2097278,2,1,0,14,14,0,0,109,0,0,0,0,0,0,6972,0,0,0,2,1,14,14,416,0,1,0,0,102,0,0,1,2,1,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0
565567.62,0,0,21534,1417623072,0,0,0,0,1,1,7305,117,1,648,125420,5,2010,16,0,133912466,1298,1,0,15,15,0,14,118,648,0,0,0,1982507,13176,466219989,0,648,446,2,1,14,14,416,0,1,467042500,418039395,1996272,31872408,31888792,1,2,1,0,1402385952,73389,73389,14,14,14,31872408,7,3,408695,127499,830084,3581,467042500,125420,1152512,1808
567577.10,253952,62,39930,2629871694,5,5002415,0,5,32,32,7305,120,1,675,239418,5,7026,47,52,140299886,1352,1,0,46,46,7,14,258,675,0,0,0,6618589,880295,820101596,0,675,461,2,1,14,14,416,0,1,823393072,772668295,22898020,59392705,59409089,1,2,1,0,2613279020,73389,73389,14,14,14,59392705,7,3,490244,244091,1156770,6301,823393072,239418,5462068,1883
569581.61,253952,62,58450,3850234714,5,5002415,0,5,32,32,7305,123,1,675,358607,5,12239,47,52,140830790,1352,1,0,46,46,7,14,258,675,0,0,0,11229138,1659831,1178221098,0,675,461,2,1,14,14,416,0,1,1179908912,1129341174,33775000,87150570,87150570,1,2,1,0,3833904184,73389,73389,14,14,14,87134186,7,3,495026,365867,1327887,9021,1179908912,358607,9901660,1883
571595.42,253952,62,78063,5142494034,5,5002415,0,5,32,32,7305,126,1,675,494514,5,17753,47,52,141361694,1352,1,0,46,46,7,14,258,675,0,0,0,15419986,1950234,1555335622,0,675,461,2,1,14,14,416,0,1,1557527344,1507152562,49936725,116520100,116520100,1,2,1,0,5126884400,73389,73389,14,14,14,116520100,7,3,515707,504297,1526989,11902,1557527344,494514,13893569,1883
573604.45,253952,62,94061,6196778906,14,15633695,0,50,32,32,7305,129,1,675,610715,5,22303,47,52,141892598,1352,1,0,46,46,7,14,258,675,0,0,0,20085491,3626036,1863753475,0,675,461,2,1,14,14,416,0,1,1865546544,1815328437,127999635,140466970,140483354,1,2,1,0,6180546680,73389,73389,14,14,14,140466970,7,3,539052,622789,1725642,14252,1865546544,610715,18360551,1883
575612.19,253952,62,110569,7284752590,27,31892944,0,87,36,36,7305,132,1,675,719679,5,26953,47,52,142423502,1352,1,0,46,50,7,14,258,675,0,0,0,24438620,6098499,2179799107,0,675,461,2,1,14,14,416,0,1,2183527216,2133351435,237201644,165198113,165214497,1,2,1,0,7268716972,73389,73389,14,14,14,165198113,7,3,555278,734233,1901031,16678,2183527216,719679,22538431,1883
577624.03,253952,62,126695,8346895166,28,34464577,0,97,36,36,7305,134,1,675,845974,5,31473,47,52,142423502,1352,1,0,46,50,7,14,258,675,0,0,0,28900523,7970168,2486521875,0,675,461,2,1,14,14,416,0,1,2493905712,2443866048,253743831,189345909,189345909,1,2,1,0,8331219996,73389,73389,14,14,14,189345909,7,3,562608,863723,2111907,19046,2493905712,845974,26789595,1883
579629.32,253952,62,139421,9185684438,34,42586272,0,126,36,36,7305,136,1,675,913413,5,35037,47,52,142942340,1352,1,0,46,50,7,14,258,675,0,0,0,31868764,8476874,2739212034,0,675,461,2,1,14,14,416,0,1,2738617136,2689058320,268504022,208394407,208410791,1,2,1,0,9169353908,73389,73389,14,14,14,208394407,7,3,569581,932790,2178241,20913,2738617136,913413,29691618,1883
581646.55,253952,62,153532,10114916698,34,44851404,0,156,39,39,7305,139,1,675,1001134,5,39052,47,52,143473244,1352,1,0,46,53,7,14,258,675,0,0,0,35312689,8970967,3008399241,0,675,461,2,1,14,14,416,0,1,3009383376,2960663507,275243932,229521514,229537898,1,2,1,0,10098946616,73389,73389,14,14,14,229521514,7,3,589440,1022491,2330067,22982,3009383376,1001134,32983841,1883
583655.20,253952,62,169244,11150458274,35,47902206,0,207,40,40,7305,141,1,675,1128162,5,43467,47,52,144004148,1352,1,0,46,54,7,14,258,675,0,0,0,39538836,9871061,3310276290,0,675,461,2,1,14,14,416,0,1,3312159696,3263260237,284391807,253058784,253075168,1,2,1,0,11134586496,73389,73389,14,14,14,253058784,7,3,602383,1151975,2537236,25292,3312159696,1128162,37002973,1883
585665.98,253952,62,185333,12210441470,36,51847182,0,262,42,42,7305,144,1,675,1261339,5,48000,47,52,144269600,1352,1,0,46,56,7,14,258,675,0,0,0,43995239,10899473,3620926318,0,675,461,2,1,14,14,416,0,1,3621751760,3573201159,295366632,277155269,277155269,1,2,1,0,12194110940,73389,73389,14,14,14,277138885,7,3,614832,1287590,2738131,27654,3621751760,1261339,41258618,1883
587673.37,253952,62,201873,13300512306,37,57050843,0,308,42,42,7305,147,1,675,1387268,5,52675,47,52,144800504,1352,1,0,46,56,7,14,258,675,0,0,0,48469343,11728875,3938921347,0,675,461,2,1,14,14,416,0,1,3940125648,3891729781,306980087,301935564,301935564,1,2,1,0,13284443920,73389,73389,14,14,14,301919180,7,3,631193,1416040,2940273,30083,3940125648,1387268,45530739,1883
589682.63,253952,62,218449,14392676986,38,59833981,0,360,46,46,7305,149,1,675,1518427,5,57305,47,52,145065956,1352,1,0,46,60,7,14,258,675,0,0,0,52938533,12559758,4256123489,0,675,461,2,1,14,14,416,0,1,4259023824,4211008350,316733136,326750786,326767170,1,2,1,0,14377034584,73389,73389,14,14,14,326750786,7,3,646917,1551673,3133807,32516,4259023824,1518427,49806531,1883
591688.27,253952,62,233315,15372244202,43,67020454,0,398,46,46,7305,152,1,675,1622053,5,61521,47,52,145596860,1352,1,0,46,60,7,14,258,675,0,0,0,56829646,13238565,4545916110,0,675,461,2,1,14,14,416,0,1,4545022928,4497387298,329633669,349022614,349022614,1,2,1,0,15356274120,73389,73389,14,14,14,349006230,7,3,651664,1657297,3250197,34698,4545022928,1622053,53581375,1883
