timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,QueryTimeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectQueryTimeMicroseconds,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
486270.64,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0
488286.63,1,253952,62,5489,361319816,1,2733881,0,48,4,4,5582,98,1,558,63637,0,19,2148,19,877,95746791,1118,1,0,4,2465,6676310,7,26705240,18,18,1,14,2050,558,0,0,3337052,716686,151294387,0,558,609,0,3,1,14,14,3100,0,3,151609393,116324553,6767272,6772181,6788565,1,3,1,0,352153444,73389,73389,14,14,14,6772185,13,3,78711,64948,258965,1326,151609393,63637,3078085,1964
490302.05,1,253952,62,10628,699665834,1,4856684,0,97,4,4,5582,112,1,558,111483,0,19,4143,19,877,96989589,1118,1,0,4,2465,13078505,7,52314020,18,18,1,14,2050,558,0,0,6575665,1489381,249574086,0,558,609,0,3,1,14,14,3100,0,3,249701584,222942066,12901496,13282218,13282218,1,3,1,0,690675368,73389,73389,14,14,14,13282222,13,3,84773,113944,309625,2104,249701584,111483,6266162,1964
492317.40,1,253952,62,15677,1032125678,1,7037129,0,152,4,4,5582,130,1,558,157892,0,19,6121,19,877,97930737,1118,1,0,4,2465,19383689,7,77534756,18,18,1,14,2050,558,0,0,9809863,2153701,357102551,0,558,609,0,3,1,14,14,3100,0,3,356714893,327441023,18941871,19677567,19693951,1,3,1,0,1023233516,73389,73389,14,14,14,19677571,13,3,91175,161500,368853,2957,356714893,157892,9441249,1964
494331.36,3,253952,62,20793,1369314282,1,9058822,0,204,4,4,5582,195,1,558,208343,0,19,8166,19,877,99209733,1118,1,0,4,2465,25783603,7,103134412,18,18,1,14,2050,558,0,0,13004008,3012859,469641475,0,558,609,0,3,1,14,14,3100,0,3,469258463,433696719,25028861,26169061,26169061,1,3,1,0,1360791204,73389,73389,14,14,14,26169065,13,3,97040,213205,437462,3957,469258463,208343,12566915,1964
496340.56,3,253952,62,25641,1688589324,1,11467218,0,255,4,4,5582,212,1,558,250636,0,19,10058,19,877,100452531,1118,1,0,4,2465,31846032,7,127319644,18,18,1,14,2050,558,0,0,16144049,3556412,564590052,0,558,609,0,3,1,14,14,3100,0,3,564093089,534321712,31104278,32302266,32302266,1,3,1,0,1679717864,73389,73389,14,14,14,32302270,13,3,99687,256554,488425,4716,564093089,250636,15656105,1964
498347.18,3,253952,62,30040,1977509620,2,13907581,0,282,4,4,5582,228,1,567,280198,0,19,11773,19,877,102579259,1136,1,0,4,2465,37293304,7,149173216,18,18,1,14,2050,567,0,0,18434148,3620776,656812316,0,567,614,0,3,1,14,14,3100,0,3,656487857,625560169,35895308,37843932,37843932,1,3,1,0,1967884496,73389,73389,14,14,14,37843936,13,3,101781,286969,525145,5465,656487857,280198,17909577,1994
500354.19,3,253952,62,34543,2273269792,2,15632788,0,312,4,4,5582,276,1,567,310076,0,19,13561,19,877,103206691,1136,1,0,4,2465,42911648,7,171646592,18,18,1,14,2050,567,0,0,20756652,3683854,748348528,0,567,614,0,3,1,14,14,3100,0,3,747799384,718464199,40007384,43541246,43541246,1,3,1,0,2264144824,73389,73389,14,14,14,43541250,13,3,105297,317699,570973,6256,747799384,310076,20186341,1994
502370.86,3,253952,62,39301,2587274026,2,17466861,0,345,5,5,5582,292,1,567,356482,0,19,15419,19,877,104787337,1136,1,0,4,2465,48873377,7,195364360,18,19,1,14,2050,567,0,0,23523461,4167148,850300023,0,567,614,0,3,1,14,14,3100,0,3,849375690,817197737,45093606,49588213,49588213,1,3,1,0,2578587108,73389,73389,14,14,14,49588217,13,3,113257,365102,641422,7065,849375690,356482,22882825,1994
504387.12,4,253952,62,44149,2906597332,2,19446426,0,406,5,5,5582,350,1,567,400360,0,19,17356,19,877,106367983,1136,1,0,4,2465,54903570,7,219614280,18,19,1,14,2050,567,0,0,26636570,4772012,946960827,0,567,614,0,3,1,14,14,3100,0,3,946444249,917712580,50733465,55721418,55721418,1,3,1,0,2896661800,73389,73389,14,14,14,55705038,13,3,117374,410104,695562,7927,946444249,400360,25941909,1994
506403.33,4,253952,62,48847,3216681472,2,21773270,0,455,5,5,5582,367,1,567,452262,0,19,19189,19,877,107936563,1136,1,0,4,2465,60784967,7,243010852,18,19,1,14,2050,567,0,0,29816211,5428614,1045102402,0,567,614,0,3,1,14,14,3100,0,3,1043946507,1015630635,56940254,61670081,61670081,1,3,1,0,3206844244,73389,73389,14,14,14,61670085,13,3,123667,463142,765951,8712,1043946507,452262,29051276,1994
508415.50,4,253952,62,53696,3536939066,2,23966532,0,507,5,5,5582,385,1,567,501809,0,19,21088,19,877,109806793,1136,1,0,4,2465,66840944,7,267363776,18,19,1,14,2050,567,0,0,32926357,6240231,1150310491,0,567,614,0,3,1,14,14,3100,0,3,1149662263,1116635587,62984213,67813193,67829577,1,3,1,0,3526286068,73389,73389,14,14,14,67813197,13,3,129498,513887,834365,9557,1149662263,501809,32093135,1994
