timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,QueryTimeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectQueryTimeMicroseconds,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
800363.04,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
802367.92,0,253952,62,10532,692807276,0,1652459,0,40,3,3,4542,118,0,558,65660,0,15,4101,18,95481339,1118,1,0,4,416,12937438,6,51685064,17,17,14,58,558,0,0,4197232,77,255744771,0,558,353,0,3,1,14,14,852,0,3,256384374,220722703,5825903,13155464,13155464,1,3,1,0,684084160,73389,73389,14,14,14,13155468,4,3,79982,67190,203581,2163,256384374,65660,3993807,1203
804372.46,1,253952,62,16813,1106912422,2,4271875,0,66,3,3,4542,178,0,558,94026,0,15,6596,18,97641153,1118,1,0,4,416,20787237,6,83148948,17,17,14,58,558,0,0,6577354,139,383314366,0,558,353,0,3,1,14,14,852,0,3,383218348,351381978,10848030,21100816,21117200,1,3,1,0,1097242464,73389,73389,14,14,14,21100820,4,3,83384,96383,241457,3253,383218348,94026,6336148,1203
806377.70,1,253952,62,27173,1789617908,2,5803648,0,132,5,5,4542,221,0,558,148666,0,15,10657,19,99825099,1118,1,0,4,416,33716047,6,134864188,18,19,14,66,558,0,0,10920421,199,596669538,0,558,353,0,3,1,14,14,852,0,3,596764974,566352547,16723902,34231260,34231260,1,3,1,0,1780025552,73389,73389,14,14,14,34231264,4,3,88978,152410,316187,4983,596764974,148666,10604675,1203
808382.89,1,253952,62,37361,2460146252,2,7441994,0,188,5,5,4542,313,0,576,204415,0,15,14681,19,104416268,1154,1,0,4,416,46409338,6,185572744,18,19,14,66,576,0,0,15299317,289,806170466,0,576,365,0,3,1,14,14,852,0,3,806339146,777495557,22739939,47122421,47122421,1,3,1,0,2450365924,73389,73389,14,14,14,47122425,4,3,94491,209578,381012,6772,806339146,204415,14918929,1251
810388.05,1,253952,62,47531,3130062050,2,9109420,0,234,5,5,4542,350,0,576,259267,0,15,18664,19,105948650,1154,1,0,4,416,59114953,6,236459812,18,19,14,66,576,0,0,19564853,377,1020014129,0,576,365,0,3,1,14,14,852,0,3,1019224887,988263961,28670771,60009264,60009264,1,3,1,0,3120481760,73389,73389,14,14,14,60009268,4,3,98067,265808,460902,8479,1019224887,259267,19104754,1251
812392.08,2,253952,62,57684,3799273980,2,11036263,0,263,5,5,4542,440,0,585,312429,0,15,22675,19,108705181,1172,1,0,4,416,71770162,6,286951192,18,19,14,66,585,0,0,23757551,445,1231428345,0,585,372,0,3,1,14,14,852,0,3,1230867797,1199309262,34789656,72861180,72861180,1,3,1,0,3788781392,73389,73389,14,14,14,72861184,4,3,107050,320305,537609,10283,1230867797,312429,23220922,1270
814397.00,2,253952,62,68235,4494207258,2,12640887,0,312,5,5,4542,480,0,585,370735,0,15,26797,19,110575411,1172,1,0,4,416,84928090,6,339712360,18,19,14,66,585,0,0,28149942,528,1457597473,0,585,372,0,3,1,14,14,852,0,3,1456878149,1418350024,40785609,86206775,86206775,1,3,1,0,4481900364,73389,73389,14,14,14,86190395,4,3,108982,380030,601450,12102,1456878149,370735,27549646,1270
816401.36,2,253952,62,78860,5194617632,2,14365500,0,354,5,5,4542,573,0,603,425568,0,15,31006,19,115708860,1208,1,0,4,416,98181564,6,392726256,18,19,14,66,603,0,0,32438461,579,1680919263,0,603,384,0,3,1,14,14,852,0,3,1679778233,1639157401,46797594,99632131,99648515,1,3,1,0,5180870844,73389,73389,14,14,14,99632135,4,3,118430,436296,685315,14008,1679778233,425568,31754466,1311
818405.51,2,253952,62,89541,5897901422,2,16060569,0,403,5,5,4542,611,0,621,477805,0,15,35184,19,121191376,1244,1,0,4,416,111515467,6,446061868,18,19,14,66,621,0,0,36721860,634,1893612940,0,621,395,0,3,1,14,14,852,0,3,1893478280,1860531735,52749220,113172175,113172175,1,3,1,0,5884953132,73389,73389,14,14,14,113172179,4,3,124494,489910,757378,15737,1893478280,477805,35965959,1352
