timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
1098425.60,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
1100429.47,253952,62,23716,1561431046,0,0,0,0,31,31,4117,118,675,116661,2,11,2492,46,77,140034434,1352,1,0,45,45,5,14,193,675,0,0,0,2205144,45,510364611,0,673,348,2,2,1,14,14,335,1,511441712,460235490,2376245,35134539,35134539,1,2,1,1545919716,73389,73389,14,14,14,35134539,4,3,464487,118796,852241,3921,511441712,116661,1352998,1595
1102433.68,253952,62,45490,2996375470,0,0,0,0,31,31,4117,121,675,205461,2,11,8597,46,77,140565338,1352,1,0,45,45,5,14,193,675,0,0,0,6422194,129,927870354,0,673,348,2,2,1,14,14,335,1,930609968,879728306,10621405,67739465,67755849,1,2,1,2980536460,73389,73389,14,14,14,67739465,4,3,471611,209995,969084,7119,930609968,205461,5453384,1595
1104437.83,253952,62,67497,4446589782,0,0,0,0,31,31,4117,125,675,283195,2,11,14819,46,77,141361694,1352,1,0,45,45,5,14,193,675,0,0,0,10523950,172,1350485576,0,673,348,2,2,1,14,14,335,1,1353972528,1303668228,16576227,100696647,100713031,1,2,1,4430652468,73389,73389,14,14,14,100696647,4,3,472840,289956,1070355,10349,1353972528,283195,9454038,1595
1106442.10,253952,62,89831,5917968914,0,0,0,0,31,31,4117,128,675,361589,2,11,21074,46,77,141627146,1352,1,0,45,45,5,14,193,675,0,0,0,14570601,217,1781230252,0,673,348,2,2,1,14,14,335,1,1784019760,1733785756,22345641,134147508,134147508,1,2,1,5901769456,73389,73389,14,14,14,134131124,4,3,474037,370624,1171191,13630,1784019760,361589,13400026,1595
1108446.55,253952,62,111126,7321256142,0,0,0,0,31,31,4117,132,675,454060,2,11,27101,46,77,142423502,1352,1,0,45,45,5,14,193,675,0,0,0,18959674,366,2191787170,0,673,348,2,2,1,14,14,335,1,2194012976,2144087393,41660301,166033697,166033697,1,2,1,7305482668,73389,73389,14,14,14,166033697,4,3,487565,465601,1296245,16758,2194012976,454060,17664214,1595
1110451.06,253952,62,132975,8760850314,0,0,0,0,31,31,4117,135,675,545025,2,11,33227,46,77,142688954,1352,1,0,45,45,5,14,193,675,0,0,0,23224895,483,2612176541,0,673,348,2,2,1,14,14,335,1,2614754096,2564835329,49089113,198747278,198763662,1,2,1,8744880232,73389,73389,14,14,14,198747278,4,3,493482,559008,1400113,19968,2614754096,545025,21825748,1595
1112455.75,253952,62,154766,10196319026,0,0,0,0,31,31,4117,139,675,632841,2,11,39386,46,77,143473244,1352,1,0,45,45,5,14,193,675,0,0,0,27449121,529,3029487885,0,673,348,2,2,1,14,14,335,1,3033107408,2984449727,58974758,231368588,231384972,1,2,1,10180217872,73389,73389,14,14,14,231368588,4,3,500670,649098,1518216,23163,3033107408,632841,25932041,1595
1114460.26,253952,62,176466,11626148334,0,0,0,0,31,31,4117,143,675,731128,2,11,45524,46,77,144004148,1352,1,0,45,45,5,14,193,675,0,0,0,31722318,582,3450171033,0,673,348,2,2,1,14,14,335,1,3450833872,3402330846,66775566,263869177,263885561,1,2,1,11610243788,73389,73389,14,14,14,263869177,4,3,504541,749738,1656251,26350,3450833872,731128,30067372,1595
1116464.53,253952,62,198584,13083637142,1,1000112,0,2,31,31,4117,146,675,827347,2,11,51722,46,77,144535052,1352,1,0,45,45,5,14,193,675,0,0,0,35933128,691,3875804899,0,673,348,2,2,1,14,14,335,1,3876686800,3828325655,81423465,296998391,297014775,1,2,1,13067929204,73389,73389,14,14,14,296998391,4,3,516091,848215,1807680,29599,3876686800,827347,34126923,1595
