timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,QueryTimeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectQueryTimeMicroseconds,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
63444.51,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
65449.93,0,253952,62,9757,642016876,0,1322750,68,3,3,5499,115,0,558,63600,0,11,3802,18,12,95481339,1118,1,0,4,438,11968487,7,47809496,17,17,14,80,558,0,0,4250332,51,235468826,0,558,281,0,3,1,14,14,913,0,3,236456692,204813813,5556379,12172424,12172424,1,3,1,0,632966080,73389,73389,14,14,14,12172428,6,3,38934,65118,145051,2018,236456692,63600,4105471,1234
67455.26,0,253952,62,16169,1064707238,1,3788419,89,3,3,5499,139,0,558,95533,0,11,6307,18,12,97641153,1118,1,0,4,438,19963550,7,79789576,17,17,14,80,558,0,0,6799772,85,370989417,0,558,281,0,3,1,14,14,913,0,3,371576544,338062181,10587269,20281616,20298000,1,3,1,0,1054644064,73389,73389,14,14,14,20281620,6,3,42292,97936,180093,3103,371576544,95533,6619972,1234
69460.15,1,253952,62,26129,1719781152,1,5215477,147,4,4,5499,219,0,576,152908,0,11,10254,19,12,102243676,1154,1,0,4,438,32416170,7,129664680,18,18,14,85,576,0,0,11178192,143,580389305,0,576,289,0,3,1,14,14,913,0,3,580426233,544256933,16367717,32894249,32894249,1,3,1,0,1710500980,73389,73389,14,14,14,32894253,6,3,46605,156954,251888,4872,580426233,152908,10926791,1285
71465.03,2,253952,62,36161,2381268348,1,6842884,210,4,4,5499,270,0,585,212653,0,11,14187,19,12,106204436,1172,1,0,4,438,44931504,7,179661376,18,18,14,85,585,0,0,15625774,182,784623899,0,585,293,0,3,1,14,14,913,0,3,784347698,752663369,22466456,45604742,45604742,1,3,1,0,2371446616,73389,73389,14,14,14,45604746,6,3,50772,218234,316860,6548,784347698,212653,15309594,1309
73469.54,2,253952,62,43501,2864534798,2,8963834,248,4,4,5499,327,1,585,251772,0,11,17080,19,12,107760950,1172,1,0,4,438,54092266,7,216369064,18,18,14,85,585,0,0,18600652,230,941360819,0,585,293,0,3,1,14,14,913,0,3,940687076,904900772,27561079,54895741,54895741,1,3,1,0,2854578564,73389,73389,14,14,14,54895745,6,3,53055,258406,359938,7849,940687076,251772,18241517,1309
75475.15,2,253952,62,52565,3461991912,2,10624742,294,5,5,5499,412,1,585,300958,0,11,20682,19,12,109365728,1172,1,0,4,438,65423993,7,261695972,18,19,14,85,585,0,0,22516050,2091,1124839379,0,585,293,0,3,1,14,14,913,0,3,1124654106,1092847648,33138744,66389944,66389944,1,3,1,0,3452277120,73389,73389,14,14,14,66389948,6,3,58392,308950,429998,9438,1124654106,300958,22087020,1309
77479.99,2,253952,62,61293,4036174066,3,12565985,340,5,5,5499,439,1,594,348579,0,11,24078,19,12,112363395,1190,1,0,4,438,76287954,7,305151816,18,19,14,85,594,0,0,26256569,2149,1305651096,0,594,300,0,3,1,14,14,913,0,3,1305567544,1273687736,38819236,77425839,77425839,1,3,1,0,4026143660,73389,73389,14,14,14,77425843,6,3,62534,357851,492983,10890,1305567544,348579,25764718,1332
79484.66,2,253952,62,69010,4544437172,3,14369988,372,6,6,5499,513,1,594,389648,0,11,27137,19,12,113944041,1190,1,0,4,438,85882232,7,343528928,18,20,14,85,594,0,0,29402907,2191,1472354141,0,594,300,0,3,1,14,14,913,0,3,1472383816,1433874489,43768935,87189815,87189815,1,3,1,0,4533870412,73389,73389,14,14,14,87189819,6,3,67393,400088,540961,12326,1472383816,389648,28863200,1332
81489.56,2,253952,62,79351,5225632022,3,15804340,440,6,6,5499,554,1,594,447779,0,11,31183,19,12,115512621,1190,1,0,4,438,98814851,7,395259404,18,20,14,85,594,0,0,33960300,2271,1679326745,0,594,300,0,3,1,14,14,913,0,3,1678274212,1648299027,49759138,100289650,100289650,1,3,1,0,5214209864,73389,73389,14,14,14,100273270,6,3,71078,459807,607938,13996,1678274212,447779,33353814,1332
