timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
159174.60,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0
161180.23,0,0,21768,1432970562,0,0,0,0,1,1,5974,117,657,121514,13,2032,15,12,135695714,1316,1,0,14,15,13,153,657,0,0,0,1991299,26,470807923,0,657,360,2,1,14,14,375,1,472154308,422560195,1991824,32216472,32232856,1,2,1,1417524768,73389,73389,14,14,14,32216472,6,3,413254,123556,807754,3620,472154308,121514,1183639,1817
163185.09,253952,62,42462,2796605202,16,16056431,0,20,23,23,5974,121,675,227911,13,7769,37,32,140565338,1352,1,0,36,37,13,244,675,0,0,0,6521528,111256,870307354,0,675,368,2,1,14,14,375,1,872414000,821347938,29606826,63187316,63203700,1,2,1,2780241904,73389,73389,14,14,14,63187316,6,3,501865,232420,1097520,6675,872414000,227911,5424254,1875
165191.45,253952,62,62151,4094110710,16,17276225,0,43,23,23,5974,124,675,335362,13,13324,37,32,141096242,1352,1,0,36,37,13,244,675,0,0,0,10969034,275207,1247829680,0,675,368,2,1,14,14,375,1,1251081008,1200660635,44320274,92693951,92693951,1,2,1,4077812948,73389,73389,14,14,14,92677567,6,3,518814,342388,1262093,9564,1251081008,335362,9707350,1875
167197.76,253952,62,81008,5336559362,18,22401273,0,83,23,23,5974,127,675,465969,13,18622,37,32,141361694,1352,1,0,36,37,13,244,675,0,0,0,15880440,460157,1613428347,0,675,368,2,1,14,14,375,1,1614019376,1563803700,60151068,120926952,120943336,1,2,1,5320785888,73389,73389,14,14,14,120926952,6,3,534354,475887,1462091,12333,1614019376,465969,14418929,1875
169204.67,253952,62,98827,6510716194,18,25758049,0,133,23,23,5974,130,675,595447,13,23640,37,32,141892598,1352,1,0,36,37,13,244,675,0,0,0,20712483,725264,1957528746,0,675,368,2,1,14,14,375,1,1957296944,1907144461,69558291,147613824,147613824,1,2,1,6494287360,73389,73389,14,14,14,147597440,6,3,549488,608171,1647042,14952,1957296944,595447,19066191,1875
171210.33,253952,62,115580,7614746198,19,28918337,0,178,25,25,5974,132,675,724807,13,28317,37,32,142423502,1352,1,0,36,39,13,244,675,0,0,0,25285975,1345317,2277234344,0,675,368,2,1,14,14,375,1,2279865136,2229855813,79227277,172705415,172705415,1,2,1,7599038260,73389,73389,14,14,14,172705415,6,3,562284,740350,1810718,17413,2279865136,724807,23476168,1875
173215.03,253952,62,127011,8367869994,23,34614127,0,199,25,25,5974,134,675,781721,13,31542,37,32,142423502,1352,1,0,36,39,13,244,675,0,0,0,27829808,1386718,2499634890,0,675,368,2,1,14,14,375,1,2499803952,2449965170,87809345,189810694,189827078,1,2,1,8351670536,73389,73389,14,14,14,189810694,6,3,564831,798613,1879973,19091,2499803952,781721,25950842,1875
175220.14,253952,62,143052,9424707462,23,35908191,0,234,29,29,5974,137,675,880941,13,36083,37,32,142942340,1352,1,0,36,43,13,244,675,0,0,0,31855664,1835957,2806104871,0,675,368,2,1,14,14,375,1,2808609584,2758975336,94422212,213841643,213841643,1,2,1,9409032292,73389,73389,14,14,14,213841643,6,3,582268,900195,2032708,21447,2808609584,880941,29824124,1875
177226.89,253952,62,154391,10171477574,27,41592173,0,253,29,29,5974,139,675,933661,13,39282,37,32,143473244,1352,1,0,36,43,13,244,675,0,0,0,34237064,1856922,3026635297,0,675,368,2,1,14,14,375,1,3025898448,2977187686,102637646,230805499,230821883,1,2,1,10155441956,73389,73389,14,14,14,230805499,6,3,585720,954156,2096910,23108,3025898448,933661,32141422,1875
179235.61,253952,62,170150,11210099342,27,43753466,0,298,35,35,5974,142,675,1052145,13,43745,37,32,144004148,1352,1,0,36,49,13,244,675,0,0,0,38334244,2550650,3329962400,0,675,368,2,1,14,14,375,1,3329461200,3280711506,110730787,254424689,254424689,1,2,1,11194686316,73389,73389,14,14,14,254424689,6,3,602847,1075065,2276830,25424,3329461200,1052145,36058842,1875
181248.41,253952,62,186051,12257761770,30,49568896,0,343,36,36,5974,144,675,1183639,13,48194,37,32,144269600,1352,1,0,36,50,13,244,675,0,0,0,42900220,3636604,3634468682,0,675,368,2,1,14,14,375,1,3635383248,3587031855,124021495,278226262,278242646,1,2,1,12241955528,73389,73389,14,14,14,278226262,6,3,616832,1209097,2482094,27758,3635383248,1183639,40419709,1875
183254.00,253952,62,201376,13267675462,31,53184120,0,393,38,38,5974,147,675,1300313,13,52536,37,32,144800504,1352,1,0,36,52,13,244,675,0,0,0,47008356,4250982,3927823034,0,675,368,2,1,14,14,375,1,3930557392,3882164680,132968459,301175867,301192251,1,2,1,13251738148,73389,73389,14,14,14,301175867,6,3,636789,1331782,2670975,30010,3930557392,1300313,44339113,1875
185261.71,253952,62,212466,13998451482,36,59895211,0,415,38,38,5974,148,675,1349859,13,55619,37,32,145065956,1352,1,0,36,52,13,244,675,0,0,0,49418547,4298326,4145898213,0,675,368,2,1,14,14,375,1,4144073680,4095754010,142983470,317789626,317806010,1,2,1,13982743544,73389,73389,14,14,14,317789626,6,3,640268,1382570,2741904,31639,4144073680,1349859,46678474,1875
187271.70,253952,62,224390,14784149978,36,61345871,0,443,40,40,5974,150,675,1414561,13,58991,37,32,145331408,1352,1,0,36,54,13,244,675,0,0,0,52066008,4387046,4372632781,0,675,368,2,1,14,14,375,1,4373580752,4325497166,147254095,335654602,335654602,1,2,1,14768081592,73389,73389,14,14,14,335638218,6,3,643131,1448776,2813238,33390,4373580752,1414561,49254707,1875
189285.18,253952,62,238831,15735598942,36,64789699,0,486,41,41,5974,153,675,1534449,13,63095,37,32,145596860,1352,1,0,36,55,13,244,675,0,0,0,56094921,5597722,4652210360,0,675,368,2,1,14,14,375,1,4651191248,4603574826,155274273,357265037,357281421,1,2,1,15719661628,73389,73389,14,14,14,357265037,6,3,654268,1570909,2982785,35508,4651191248,1534449,53114211,1875
191290.29,253952,62,250123,16479613234,39,69151127,0,515,41,41,5974,154,675,1593717,13,66216,37,32,145862312,1352,1,0,36,55,13,244,675,0,0,0,58629715,5727636,4870152166,0,675,368,2,1,14,14,375,1,4868901840,4821115220,163899261,374190092,374190092,1,2,1,16464364048,73389,73389,14,14,14,374190092,6,3,656385,1631615,3050788,37169,4868901840,1593717,55581102,1875
193304.65,253952,62,263216,17342454218,39,71286284,0,541,43,43,5974,157,675,1688250,13,69953,37,32,146393216,1352,1,0,36,57,13,244,675,0,0,0,62168261,6471566,5121937899,0,675,368,2,1,14,14,375,1,5120953296,5073356024,170687205,393795646,393795646,1,2,1,17327008424,73389,73389,14,14,14,393795646,6,3,670116,1730193,3188138,39092,5120953296,1688250,58982428,1875
195311.97,253952,62,277092,18256875342,40,74994952,0,577,45,45,5974,159,675,1807402,13,73849,37,32,146658668,1352,1,0,36,59,13,244,675,0,0,0,66016728,7957494,5386440521,0,675,368,2,1,14,14,375,1,5387946960,5340605225,179908934,414578689,414578689,1,2,1,18241462316,73389,73389,14,14,14,414578689,6,3,680853,1851534,3353862,41129,5387946960,1807402,62665297,1875
197321.42,253952,62,290988,19171915750,41,78680051,0,622,46,46,5974,161,675,1926904,13,77747,37,32,146924120,1352,1,0,36,60,13,244,675,0,0,0,70110937,9443815,5654219910,0,675,368,2,1,14,14,375,1,5654813515,5608142488,190105437,435363891,435380275,1,2,1,19156011204,73389,73389,14,14,14,435363891,6,3,691717,1974070,3509860,43169,5654813515,1926904,66603636,1875
199326.66,253952,62,301345,19854388430,44,83150566,0,645,46,46,5974,163,675,1977632,13,80682,37,32,147189572,1352,1,0,36,60,13,244,675,0,0,0,72423041,9495325,5855907270,0,675,368,2,1,14,14,375,1,5853780811,5807594035,197922680,450882081,450898465,1,2,1,19838811564,73389,73389,14,14,14,450882081,6,3,693168,2025985,3568883,44687,5853780811,1977632,68856808,1875
201339.69,253952,62,314976,20752029030,44,86207470,0,688,50,50,5974,167,675,2084113,13,84622,37,32,147720476,1352,1,0,36,64,13,244,675,0,0,0,76226592,10099933,6117033840,0,675,368,2,1,14,14,375,1,6116087145,6069997560,204717850,471282259,471298643,1,2,1,20736419396,73389,73389,14,14,14,471282259,6,3,709750,2134566,3714784,46695,6116087145,2084113,72514590,1875
203351.64,253952,62,330566,21779575214,45,90821682,0,734,51,51,5974,169,675,2208599,13,88985,37,32,148251380,1352,1,0,36,65,13,244,675,0,0,0,80546587,11006836,6417472121,0,675,368,2,1,14,14,375,1,6416242025,6370270468,217030937,494647497,494663881,1,2,1,21764489868,73389,73389,14,14,14,494647497,6,3,726286,2261541,3883316,48985,6416242025,2208599,76666206,1875
205361.95,253952,62,345994,22795825196,50,97111337,0,777,55,55,5974,172,675,2323281,13,93397,37,32,148782284,1352,1,0,36,69,13,244,675,0,0,0,85029279,12443176,6713643356,0,675,368,2,1,14,14,375,1,6712537098,6667276903,234172348,517752750,517752750,1,2,1,22781121000,73389,73389,14,14,14,517752750,6,3,763075,2379244,4111573,51252,6712537098,2323281,80920775,1875
207370.85,253952,62,361392,23810097032,53,103045318,0,823,58,58,5974,176,675,2441261,13,97814,37,32,149578640,1352,1,0,36,72,13,244,675,0,0,0,89447489,13591989,7007646798,0,675,368,2,1,14,14,375,1,7008492355,6963801638,248658957,540792467,540808851,1,2,1,23794868548,73389,73389,14,14,14,540792467,6,3,781633,2499725,4320156,53516,7008492355,2441261,85130543,1875
209378.75,253952,62,376971,24836656868,54,106907078,0,867,59,59,5974,178,675,2575385,13,102172,37,32,149844092,1352,1,0,36,73,13,244,675,0,0,0,93860097,14370065,7308733023,0,675,368,2,1,14,14,375,1,7308122947,7263833104,258647961,564135288,564135288,1,2,1,24821952672,73389,73389,14,14,14,564135288,6,3,798206,2636434,4519621,55802,7308122947,2575385,89343827,1875
211386.89,253952,62,391636,25801642324,55,110481006,0,910,62,62,5974,184,675,2693370,13,106501,37,32,150640448,1352,1,0,36,76,13,244,675,0,0,0,98088018,15380719,7587660245,0,675,368,2,1,14,14,375,1,7587837679,7545836583,269385054,586071244,586071244,1,2,1,25787134736,73389,73389,14,14,14,586071244,6,3,822557,2758704,4735825,57954,7587837679,2693370,93355676,1875
212817.36,253952,62,400982,26415782060,59,113714398,3,941,67,67,5974,191,675,2769561,13,109422,42,32,158511825,1359,1,1035,41,88,36,1898,675,587,1035,127,101258044,16505299,7767456377,8,675,368,2,1,14,14,375,1,7763869224,7725268584,334044324,600037902,600037902,1,2,1,26401667688,73389,73389,14,14,14,600037902,6,3,840532,2836347,4869319,59330,7763869224,2769561,96392369,1875
