timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,QueryTimeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectQueryTimeMicroseconds,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
1130276.30,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
1132281.17,0,253952,62,9717,639395436,0,1558739,0,63,3,3,4359,117,0,558,71126,0,11,3793,13,89,95481339,1118,1,0,4,478,11935445,12,47741780,12,17,9,148,558,0,0,4367655,87,232230259,0,558,422,0,3,1,14,14,979,0,3,232429914,204007042,5927779,12106888,12123272,1,3,1,0,629558208,73389,73389,14,14,14,12106892,6,3,82183,72734,214688,1981,232429914,71126,4153158,1403
1134286.10,0,253952,62,19598,1290660914,0,3279354,0,106,3,3,4359,152,0,558,128631,0,11,7654,13,89,97617021,1118,1,0,4,478,24266997,12,97003412,12,17,9,148,558,0,0,8652523,168,436860009,0,558,422,0,3,1,14,14,979,0,3,437506461,409027680,11885944,24647508,24647508,1,3,1,0,1281670448,73389,73389,14,14,14,24647512,6,3,89045,131737,308644,3621,437506461,128631,8344248,1403
1136290.19,1,253952,62,28142,1852543124,1,5518159,0,141,3,3,4359,232,0,558,176062,0,11,11043,13,89,98304783,1118,1,0,4,478,34947776,12,139791104,12,17,9,148,558,0,0,12142237,204,623365767,0,558,422,0,3,1,14,14,979,0,3,623241954,586035481,17658750,35447994,35464378,1,3,1,0,1843295720,73389,73389,14,14,14,35447998,6,3,94048,180496,364579,5217,623241954,176062,11778169,1403
1138294.89,4,253952,62,36520,2405006344,1,7188282,0,169,4,4,4359,285,0,567,220587,0,11,14328,14,89,102265543,1136,1,0,4,478,45383074,12,181402896,13,18,9,155,567,0,0,15498614,265,793026719,0,567,426,0,3,1,14,14,979,0,3,792783722,760354637,22684929,46049269,46049269,1,3,1,0,2394562020,73389,73389,14,14,14,46049273,6,3,100701,226198,425544,6629,792783722,220587,15073722,1427
1140299.28,4,253952,62,47078,3100060526,1,8848710,0,222,4,4,4359,350,0,567,283629,0,11,18482,14,89,103822057,1136,1,0,4,478,58559052,12,234171636,13,18,9,155,567,0,0,19851481,323,1017361819,0,567,426,0,3,1,14,14,979,0,3,1017564912,979359973,28698015,59413407,59413407,1,3,1,0,3089497196,73389,73389,14,14,14,59413411,6,3,102651,290828,495561,8475,1017564912,283629,19356750,1427
1142303.24,4,253952,62,54177,3566627850,2,11194166,0,249,4,4,4359,419,1,567,317232,0,11,21295,14,89,104509819,1136,1,0,4,478,67401629,12,269542088,13,18,9,155,567,0,0,22545148,357,1159456371,0,567,426,0,3,1,14,14,979,0,3,1158796380,1126126976,33736470,68383203,68383203,1,3,1,0,3555926588,73389,73389,14,14,14,68383207,6,3,104658,325365,543542,9697,1158796380,317232,22002538,1427
1144307.33,4,253952,62,62435,4111600796,3,13201854,0,290,5,5,4359,440,1,567,359390,0,11,24512,14,89,107031613,1136,1,0,4,478,77698231,12,310792924,13,19,9,155,567,0,0,25697335,404,1337821015,0,567,426,0,3,1,14,14,979,0,3,1337541970,1298049791,38895086,78843055,78843055,1,3,1,0,4099838892,73389,73389,14,14,14,78843059,6,3,111675,368677,598955,11110,1337541970,359390,25099423,1427
1146311.86,4,253952,62,71074,4681772212,3,14044252,0,292,5,5,4359,521,1,567,404858,0,11,27948,14,89,110096377,1136,1,0,4,478,88493122,12,353972488,13,19,9,155,567,0,0,29085742,467,1517024220,0,567,426,0,3,1,14,14,979,0,3,1516778766,1477579427,43125078,89792268,89808652,1,3,1,0,4669197968,73389,73389,14,14,14,89792272,6,3,114958,415349,669939,12648,1516778766,404858,28416965,1427
1148316.64,4,253952,62,81126,5343411792,3,14084373,0,299,5,5,4359,556,1,567,457527,0,11,31873,14,89,110772073,1136,1,0,4,478,101041166,12,404164664,13,19,9,155,567,0,0,33060541,494,1719892065,0,567,426,0,3,1,14,14,979,0,3,1719349655,1685757432,47140004,102519589,102535973,1,3,1,0,5331018660,73389,73389,14,14,14,102519593,6,3,117202,469358,739896,14273,1719349655,457527,32321935,1427
