timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,QueryTimeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectQueryTimeMicroseconds,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
199127.86,0,0,18647,1227358832,0,0,0,0,1,1,5275,117,567,122167,26,1741,7,0,116910020,1136,1,0,6,15,0,5,2009,567,0,0,0,1955269,21552,403173958,0,567,386,2,1,14,14,3093,0,1,404390084,361937697,1977575,27604820,27604820,1,2,1,0,1214612080,73389,73389,14,14,14,27604820,12,3,353483,124289,773391,3103,404390084,122167,1181957,1660
201140.73,253952,62,35375,2329762502,19,20170066,0,49,25,25,5275,119,675,235692,26,5729,31,33,140299886,1352,1,0,30,39,10,5,2119,675,0,0,0,5907398,936306,732129832,0,675,444,2,1,14,14,3093,0,1,735968048,684872641,33788800,52589915,52606299,1,2,1,0,2313956260,73389,73389,14,14,14,52589915,12,3,503117,240216,1221139,5634,735968048,235692,4686028,1951
203149.09,253952,62,50839,3348785698,20,25006803,0,89,25,25,5275,122,675,356491,26,10109,31,33,140830790,1352,1,0,30,39,10,5,2119,675,0,0,0,10300118,2072531,1032964844,0,675,444,2,1,14,14,3093,0,1,1033632560,982773214,46537570,75752512,75752512,1,2,1,0,3333110528,73389,73389,14,14,14,75752512,12,3,518365,363555,1421865,7905,1033632560,356491,8878614,1951
205155.29,253952,62,66588,4386752106,20,28414167,0,135,25,25,5275,125,675,472687,26,14576,31,33,141361694,1352,1,0,30,39,10,5,2119,675,0,0,0,14645661,2931661,1332091960,0,675,444,2,1,14,14,3093,0,1,1336671024,1286192357,55561633,99330742,99347126,1,2,1,0,4370552648,73389,73389,14,14,14,99330742,12,3,530750,482367,1588088,10217,1336671024,472687,13058084,1951
207161.89,253952,62,82511,5435590874,21,31824033,0,197,26,26,5275,127,675,587897,26,19022,31,33,141361694,1352,1,0,30,40,10,5,2119,675,0,0,0,19095555,3718189,1640390628,0,675,444,2,1,14,14,3093,0,1,1642855216,1592807279,64890486,123183626,123183626,1,2,1,0,5420079544,73389,73389,14,14,14,123183626,12,3,538723,600827,1751616,12553,1642855216,587897,17344594,1951
209170.64,253952,62,98054,6459791414,21,36233466,0,250,26,26,5275,130,675,711906,26,23426,31,33,141892598,1352,1,0,30,40,10,5,2119,675,0,0,0,23512743,4691729,1940035085,0,675,444,2,1,14,14,3093,0,1,1942354736,1892251046,76575882,146444527,146460911,1,2,1,0,6443559188,73389,73389,14,14,14,146444527,12,3,552122,727353,1920548,14838,1942354736,711906,21593003,1951
211182.61,253952,62,113770,7495595134,23,41281583,0,299,28,28,5275,132,675,828986,26,27824,31,33,142423502,1352,1,0,30,42,10,5,2119,675,0,0,0,27907660,5615193,2244147949,0,675,444,2,1,14,14,3093,0,1,2244999984,2194973173,87944093,169989989,170006373,1,2,1,0,7479559516,73389,73389,14,14,14,169989989,12,3,566047,848206,2105694,17147,2244999984,828986,25802930,1951
213195.81,253952,62,128943,8495281902,23,46201446,0,344,29,29,5275,135,675,943826,26,32140,31,33,142688954,1352,1,0,30,43,10,5,2119,675,0,0,0,32065931,6453593,2534488772,0,675,444,2,1,14,14,3093,0,1,2537028400,2487213364,98537578,192720569,192720569,1,2,1,0,8478984140,73389,73389,14,14,14,192704185,12,3,582762,965498,2284850,19375,2537028400,943826,29782192,1951
215206.12,253952,62,146220,9633652770,26,51429231,0,398,30,30,5275,137,675,1071029,26,36947,31,33,142942340,1352,1,0,30,44,10,5,2119,675,0,0,0,36971972,6994469,2868095329,0,675,444,2,1,14,14,3093,0,1,2869558064,2820057132,110961607,218590400,218590400,1,2,1,0,9617256704,73389,73389,14,14,14,218574016,12,3,595818,1095504,2464905,21912,2869558064,1071029,34508342,1951
217210.95,253952,62,158606,10449316592,29,55479610,0,418,31,31,5275,140,675,1137739,26,40487,31,33,143738696,1352,1,0,30,45,10,5,2119,675,0,0,0,39842916,7088822,3108289826,0,675,444,2,1,14,14,3093,0,1,3107163088,3058369267,118586048,237133153,237133153,1,2,1,0,10433858732,73389,73389,14,14,14,237133153,12,3,598321,1163783,2568745,23728,3107163088,1137739,37275549,1951
219218.35,253952,62,175166,11540686082,30,57381103,0,447,35,35,5275,142,675,1253891,26,45116,31,33,144004148,1352,1,0,30,49,10,5,2119,675,0,0,0,43898017,7241016,3425502731,0,675,444,2,1,14,14,3093,0,1,3426061264,3377341625,125388362,261938024,261954408,1,2,1,0,11525273056,73389,73389,14,14,14,261938024,12,3,613876,1282325,2721944,26161,3426061264,1253891,41177595,1951
221225.48,253952,62,193365,12739746594,31,61700744,0,495,36,36,5275,145,675,1392659,26,50245,31,33,144535052,1352,1,0,30,50,10,5,2119,675,0,0,0,48734547,7522531,3775374440,0,675,444,2,1,14,14,3093,0,1,3776547792,3727857782,136539750,289190144,289190144,1,2,1,0,12723645440,73389,73389,14,14,14,289173760,12,3,620540,1423927,2914380,28835,3776547792,1392659,45821861,1951
223232.41,253952,62,211011,13902565698,33,66805963,0,532,39,39,5275,148,675,1536139,26,55223,31,33,145065956,1352,1,0,30,53,10,5,2119,675,0,0,0,53517070,8058442,4115792042,0,675,444,2,1,14,14,3093,0,1,4115893200,4067745769,149063067,315614872,315631256,1,2,1,0,13887054368,73389,73389,14,14,14,315614872,12,3,646620,1570141,3131896,31424,4115893200,1536139,50386992,1951
225236.89,253952,62,222873,14684200962,37,72232778,0,555,39,39,5275,150,675,1595469,26,58565,31,33,145331408,1352,1,0,30,53,10,5,2119,675,0,0,0,56102962,8086338,4345140506,0,675,444,2,1,14,14,3093,0,1,4344089552,4296290788,157276677,333381544,333381544,1,2,1,0,14668787936,73389,73389,14,14,14,333381544,12,3,647458,1630878,3211045,33165,4344089552,1595469,52893778,1951
227241.96,253952,62,234612,15457775298,37,73749807,0,592,39,39,5275,152,675,1652640,26,61877,31,33,145596860,1352,1,0,30,53,10,5,2119,675,0,0,0,58554592,8086407,4571071136,0,675,444,2,1,14,14,3093,0,1,4570188752,4522376044,161269156,350967992,350967992,1,2,1,0,15442591648,73389,73389,14,14,14,350967992,12,3,653537,1689392,3290054,34890,4570188752,1652640,55266497,1951
229247.36,253952,62,247902,16333261422,37,75179804,0,626,40,40,5275,154,675,1738141,26,65610,31,33,145862312,1352,1,0,30,54,10,5,2119,675,0,0,0,61752067,8128598,4827182614,0,675,444,2,1,14,14,3093,0,1,4825910224,4778348324,166023399,370862425,370862425,1,2,1,0,16317946700,73389,73389,14,14,14,370862425,12,3,658906,1776748,3392244,36841,4825910224,1738141,58361911,1951
231258.50,253952,62,259819,17118501166,38,77731484,0,647,41,41,5275,156,675,1805894,26,68972,31,33,146127764,1352,1,0,30,55,10,5,2119,675,0,0,0,64483129,8226480,5054305829,0,675,444,2,1,14,14,3093,0,1,5055548368,5007916187,171515612,388694633,388711017,1,2,1,0,17102563852,73389,73389,14,14,14,388694633,12,3,666773,1846083,3497129,38593,5055548368,1805894,60988192,1951
233265.37,253952,62,275156,18129201290,38,79477873,0,693,45,45,5275,159,675,1939547,26,73319,31,33,146658668,1352,1,0,30,59,10,5,2119,675,0,0,0,68856086,9178004,5350798357,0,675,444,2,1,14,14,3093,0,1,5350984656,5303287281,179652807,411677006,411677006,1,2,1,0,18113067368,73389,73389,14,14,14,411660622,12,3,688820,1982179,3717577,40847,5350984656,1939547,65140839,1951
235274.68,253952,62,290757,19156776934,41,85323869,0,745,47,47,5275,161,675,2078869,26,77685,31,33,146924120,1352,1,0,30,61,10,5,2119,675,0,0,0,73306951,10059841,5651234422,0,675,444,2,1,14,14,3093,0,1,5650094923,5603667248,192303375,435036211,435036211,1,2,1,0,19141593284,73389,73389,14,14,14,435036211,12,3,707276,2124030,3932519,43133,5650094923,2078869,69376911,1951
237279.84,253952,62,308793,20345155078,42,87549631,0,758,49,49,5275,164,675,2201044,26,82769,31,33,147455024,1352,1,0,30,63,10,5,2119,675,0,0,0,77753627,10990106,5995311883,0,675,444,2,1,14,14,3093,0,1,5997435723,5951085827,204833420,462042571,462042571,1,2,1,0,20329152228,73389,73389,14,14,14,462026187,12,3,728008,2248834,4120109,45783,5997435723,2201044,73635408,1951
239285.57,253952,62,329507,21709641686,42,87549631,0,758,49,49,5275,169,675,2302301,26,88695,31,33,148251380,1352,1,0,30,63,10,5,2119,675,0,0,0,82107158,10991411,6394108825,0,675,444,2,1,14,14,3093,0,1,6395925865,6349827443,214699567,493062567,493062567,1,2,1,0,21694752948,73389,73389,14,14,14,493062567,12,3,742347,2352689,4285421,48830,6395925865,2302301,77823801,1951
241292.53,253952,62,346952,22858874136,44,91616933,0,791,49,49,5275,173,675,2412008,26,93698,31,33,148782284,1352,1,0,30,63,10,5,2119,675,0,0,0,86561071,11513888,6731316821,0,675,444,2,1,14,14,3093,0,1,6731018250,6685739502,235636985,519184191,519184191,1,2,1,0,22844104404,73389,73389,14,14,14,519184191,12,3,763487,2464807,4466712,51393,6731018250,2412008,82097308,1951
243298.24,253952,62,359074,23657548760,48,96943524,0,820,50,50,5275,174,675,2497099,26,97072,31,33,149047736,1352,1,0,30,64,10,5,2119,675,0,0,0,89646410,12048910,6966834501,0,675,444,2,1,14,14,3093,0,1,6964457482,6919318532,246301777,537327695,537327695,1,2,1,0,23642418580,73389,73389,14,14,14,537327695,12,3,769001,2551608,4574432,53174,6964457482,2497099,85075043,1951
