timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
451036.20,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0
453041.32,0,253952,62,5278,346912552,0,504352,25,2,2,10263,88,0,558,37086,0,12,2048,17,14,95167623,1118,1,4,437,6406323,8,25625292,16,16,14,68,558,2417842,172,140654119,558,348,0,3,1,14,14,914,3,140944973,111876632,2922467,6497971,6497971,1,3,1,337894524,73389,73389,14,14,14,6497975,6,3,76512,38006,160921,1221,140944973,37086,2257016,1220
455051.30,1,253952,62,11090,730257182,0,2085062,45,3,3,10263,98,0,558,71545,0,12,4301,18,14,97303305,1118,1,4,437,13625871,8,54438600,17,17,14,84,558,5235973,39162,258424831,558,348,0,3,1,14,14,914,3,258218590,232730961,7355502,13869883,13869883,1,3,1,721233948,73389,73389,14,14,14,13869887,6,3,83037,73448,215993,2137,258218590,71545,5020174,1220
457059.28,5,253952,62,18061,1188990934,0,3528264,120,3,3,10263,180,0,558,134890,0,12,7089,18,14,98558169,1118,1,4,437,22367740,8,89406628,17,17,14,84,558,9698443,191387,415088828,558,348,0,3,1,14,14,914,3,414734995,377156137,13397532,22687905,22687905,1,3,1,1179771092,73389,73389,14,14,14,22687909,6,3,86142,138486,303071,3508,414734995,134890,9395716,1220
459073.47,5,253952,62,25101,1653199884,0,4857512,202,3,3,10263,204,0,558,195152,0,12,9839,18,14,100138815,1118,1,4,437,31135229,8,124540916,17,17,14,84,558,14250786,326134,552292030,558,348,0,3,1,14,14,914,3,552315812,523052712,19391771,31614138,31614138,1,3,1,1643935208,73389,73389,14,14,14,31614142,6,3,92475,200148,381097,4614,552315812,195152,13870175,1220
461089.19,6,253952,62,32028,2109363768,0,6302495,276,3,3,10263,236,0,567,252099,0,12,12553,18,14,102892975,1136,1,4,437,39786499,8,159145996,17,17,14,84,567,18646446,549487,694990479,567,356,0,3,1,14,14,914,3,694865069,666735517,25442695,40389041,40389041,1,3,1,2099378196,73389,73389,14,14,14,40372661,6,3,99486,258514,464825,5782,694865069,252099,18182255,1253
463094.70,6,253952,62,37758,2485814130,1,8804873,306,3,3,10263,297,0,567,291226,0,12,14816,18,14,103508341,1136,1,4,437,46903734,8,187614936,17,17,14,84,567,21626600,593107,814256025,567,356,0,3,1,14,14,914,3,814280777,785524588,30962994,47624292,47624292,1,3,1,2476463216,73389,73389,14,14,14,47624296,6,3,101999,298672,519809,6811,814280777,291226,21107536,1253
465107.92,6,253952,62,43649,2873527682,1,10225768,333,4,4,10263,314,0,567,335147,0,12,17129,19,14,104521885,1136,1,4,437,54290871,8,217163484,18,18,14,101,567,24957190,721139,939463804,567,356,0,3,1,14,14,914,3,938849842,907480511,35837624,55084601,55084601,1,3,1,2864399284,73389,73389,14,14,14,55084605,6,3,110220,343714,599745,7805,938849842,335147,24358311,1253
467117.54,7,253952,62,50176,3304394182,1,11762528,384,4,4,10263,388,0,567,395110,0,12,19729,19,14,106693765,1136,1,4,437,62443107,8,249772428,18,18,14,101,567,29138559,1034675,1072874681,567,356,0,3,1,14,14,914,3,1072754933,1043410636,41792167,63353315,63353315,1,3,1,3294372412,73389,73389,14,14,14,63353319,6,3,116576,405092,680394,8977,1072754933,395110,28459160,1253
469125.63,7,253952,62,56636,3730254404,1,13269403,427,4,4,10263,413,1,576,450382,0,12,22243,19,14,109748403,1154,1,4,437,70479187,8,281916748,18,18,14,101,576,33301387,1215433,1208654171,576,364,0,3,1,14,14,914,3,1208034956,1177583605,47694239,71536235,71536235,1,3,1,3719884252,73389,73389,14,14,14,71536239,6,3,120961,461771,759147,10067,1208034956,450382,32543372,1287
