timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
388821.88,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0
390828.18,0,253952,62,7652,503086250,0,1217018,84,3,3,4916,108,0,567,78510,0,14,2980,13,97258153,1136,1,0,4,572,9334246,8,37272340,12,17,9,577,567,0,0,4573723,109699,191320356,0,567,604,0,3,1,14,14,4201,3,191419362,161170445,5876624,9500117,9500117,1,3,1,494006116,73389,73389,14,14,14,9500121,9,3,45240,80141,181098,1651,191419362,78510,4392773,1854
392834.95,1,253952,62,15393,1012596438,0,2575268,163,3,3,4916,137,0,567,144331,0,14,6003,13,99454165,1136,1,0,4,572,18994647,8,75913836,12,17,9,577,567,0,0,9210952,160834,352335411,0,567,604,0,3,1,14,14,4201,3,352010144,321914106,11912854,19282636,19282636,1,3,1,1002697104,73389,73389,14,14,14,19282640,9,3,49412,147564,253926,2941,352010144,144331,8957336,1854
394847.41,2,253952,62,22997,1513767692,0,3896225,254,3,3,4916,219,0,567,212171,0,14,9040,13,100721095,1136,1,0,4,572,28506602,8,114026408,12,17,9,577,567,0,0,13814150,259084,509317691,0,567,604,0,3,1,14,14,4201,3,509228489,479233564,17918962,28946149,28946149,1,3,1,1505199780,73389,73389,14,14,14,28946153,9,3,54362,217103,334868,4312,509228489,212171,13478751,1854
396862.32,2,253952,62,30515,2008397900,0,5119924,345,3,3,4916,247,0,567,281703,0,14,11966,13,101710507,1136,1,0,4,572,37861776,8,151447104,12,17,9,577,567,0,0,18462360,432045,668812091,0,567,604,0,3,1,14,14,4201,3,668434669,635049556,23923881,38452299,38452299,1,3,1,1999519580,73389,73389,14,14,14,38452303,9,3,59934,288293,426578,5596,668434669,281703,18036412,1854
398867.19,2,253952,62,37049,2439988604,0,6200800,402,3,3,4916,273,1,567,332443,0,14,14518,13,104135773,1136,1,0,4,572,46027948,8,184047036,12,17,9,577,567,0,0,22211150,509149,797515845,0,567,604,0,3,1,14,14,4201,3,797265724,771211556,28838340,46735238,46735238,1,3,1,2430232408,73389,73389,14,14,14,46735242,9,3,65060,340336,492266,6640,797265724,332443,21719645,1854
400874.53,2,253952,62,42291,2784831444,1,8931966,429,3,3,4916,326,1,576,365653,0,14,16601,13,106624346,1154,1,0,4,572,52537245,8,210148980,12,17,9,577,576,0,0,24689097,509549,909155993,0,576,609,0,3,1,14,14,4201,3,908933779,879984014,34046533,53353930,53370314,1,3,1,2774404392,73389,73389,14,14,14,53353934,9,3,68523,374495,534153,7602,908933779,365653,24155799,1876
402882.48,2,253952,62,49375,3251887780,1,10094803,490,4,4,4916,357,1,576,430257,0,14,19391,14,107867144,1154,1,0,4,572,61451144,8,245740168,13,18,9,592,576,0,0,29036778,710150,1059600214,0,576,609,0,3,1,14,14,4201,3,1059230796,1026440112,39721956,62362083,62378467,1,3,1,3242828348,73389,73389,14,14,14,62362087,9,3,75902,440647,639249,8822,1059230796,430257,28398528,1876
404893.60,2,253952,62,56692,3734262268,1,11376824,574,4,4,4916,432,1,576,499777,0,14,22289,14,108832424,1154,1,0,4,572,70557198,8,282099492,13,18,9,592,576,0,0,33611462,924131,1207828885,0,576,609,0,3,1,14,14,4201,3,1206926776,1178385746,45783057,71632380,71632380,1,3,1,3724883792,73389,73389,14,14,14,71632384,9,3,77073,511725,721667,10102,1206926776,499777,32890945,1876
406900.59,3,253952,62,64084,4221177910,1,12634425,656,4,4,4916,462,1,576,567621,0,14,25199,14,110678522,1154,1,0,4,572,79813407,8,319253628,13,18,9,592,576,0,0,38253904,1061715,1363493558,0,576,609,0,3,1,14,14,4201,3,1362157942,1331689425,51807998,81003140,81003140,1,3,1,4212163312,73389,73389,14,14,14,81003144,9,3,83991,581145,818096,11353,1362157942,567621,37437114,1876
