timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,QueryTimeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectQueryTimeMicroseconds,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
383519.44,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0
385527.71,0,253952,62,9962,655138040,0,1204688,79,3,3,4555,119,0,567,80889,0,10,3889,13,0,97294351,1136,1,0,4,548,12221664,7,48886656,12,17,11,9,162,567,0,0,4705520,11405,236384858,0,567,525,0,3,1,14,14,1129,0,3,236573647,209177907,5917732,12412151,12412151,1,3,1,0,645431884,73389,73389,14,14,14,12412155,8,3,80475,82641,219251,2021,236573647,80889,4486463,1608
387533.04,1,253952,62,20252,1333521458,0,2279647,174,3,3,4555,159,0,567,159381,0,10,7916,13,0,100371181,1136,1,0,4,548,25068557,7,100274228,12,17,11,9,162,567,0,0,9635565,27561,449087332,0,567,525,0,3,1,14,14,1129,0,3,449588486,422680856,11933324,25458516,25474900,1,3,1,0,1323842864,73389,73389,14,14,14,25458520,8,3,86518,162978,326817,3731,449588486,159381,9309151,1608
389548.74,2,253952,62,29993,1974441494,0,3615596,259,3,3,4555,248,0,567,233614,0,10,11774,13,0,101336461,1136,1,0,4,548,37246806,7,148922748,12,17,11,9,162,567,0,0,14317172,45862,653254205,0,567,525,0,3,1,14,14,1129,0,3,653161208,624404255,17961172,37794780,37794780,1,3,1,0,1965328592,73389,73389,14,14,14,37794784,8,3,95045,238973,415591,5478,653161208,233614,13902183,1608
391556.21,4,253952,62,39311,2588846402,0,4934984,338,3,3,4555,287,0,567,308804,0,10,15427,13,0,103822057,1136,1,0,4,548,48882651,7,195530604,12,17,11,9,162,567,0,0,18966581,123869,844297208,0,567,525,0,3,1,14,14,1129,0,3,844255099,817782023,23996144,49614504,49614504,1,3,1,0,2579954240,73389,73389,14,14,14,49614508,8,3,104064,315916,525228,7023,844255099,308804,18442151,1608
393564.30,6,253952,62,47941,3156943876,0,6250119,416,3,3,4555,364,0,567,388102,0,10,18840,13,0,104775271,1136,1,0,4,548,59640397,7,238561588,12,17,11,9,162,567,0,0,23612101,204002,1028726763,0,567,525,0,3,1,14,14,1129,0,3,1027865744,996822798,30027836,60525360,60525360,1,3,1,0,3147318752,73389,73389,14,14,14,60525364,8,3,107687,396930,602923,8583,1027865744,388102,23010144,1608
395573.88,6,253952,62,56682,3733570710,0,7532292,493,3,3,4555,404,0,567,464367,0,10,22271,13,0,106355917,1136,1,0,4,548,70583686,7,282270176,12,17,11,9,162,567,0,0,28246562,332903,1210185439,0,567,525,0,3,1,14,14,1129,0,3,1209026884,1178138110,36067034,71624188,71624188,1,3,1,0,3724457808,73389,73389,14,14,14,71624192,8,3,132062,474903,732442,10058,1209026884,464367,27515267,1608
397582.91,6,253952,62,65244,4298430402,0,8822170,571,3,3,4555,479,0,567,540525,0,10,25670,13,0,108527797,1136,1,0,4,548,81298838,7,325130676,12,17,11,9,162,567,0,0,32843156,482219,1388905330,0,567,525,0,3,1,14,14,1129,0,3,1387947591,1356143019,42081316,82477256,82477256,1,3,1,0,4288817344,73389,73389,14,14,14,82477260,8,3,133981,552789,824986,11576,1387947591,540525,32019498,1608
399588.41,6,253952,62,71664,4719907548,1,10501379,601,3,3,4555,503,0,567,580305,0,10,28174,13,0,109239691,1136,1,0,4,548,89290771,7,357163084,12,17,11,9,162,567,0,0,35666883,509052,1516155219,0,567,525,0,3,1,14,14,1129,0,3,1514826412,1488537823,46607993,90599402,90599402,1,3,1,0,4711168936,73389,73389,14,14,14,90599406,8,3,138793,593510,881639,12600,1514826412,580305,34786680,1608
401599.43,6,253952,62,78331,5160528256,1,12448442,645,4,4,4555,558,0,567,628615,0,10,30812,14,0,111701155,1136,1,0,4,548,97632953,7,390531812,13,18,11,9,172,567,0,0,38950379,556764,1658834478,0,567,525,0,3,1,14,14,1129,0,3,1658169302,1627426666,51882493,99060406,99060406,1,3,1,0,5150289176,73389,73389,14,14,14,99044026,8,3,145173,642985,945404,13810,1658169302,628615,38006529,1608
