timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
151044.83,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0
153051.15,0,253952,62,6975,458440860,0,332569,22,3,3,10319,98,0,558,50377,0,26,2710,16,11,95167623,1118,1,0,4,363,8503819,5,34015276,15,17,2,12,61,558,0,0,3134988,2783,178495682,0,558,381,0,3,1,14,14,831,3,178887800,147068151,3469934,8642116,8642116,1,3,1,449390064,73389,73389,14,14,14,8642120,6,3,80786,51539,193173,1532,178887800,50377,2941940,1236
155057.74,0,253952,62,16178,1065610778,0,1504494,111,3,3,10319,133,0,558,119454,0,26,6318,16,11,97327437,1118,1,0,4,363,20025952,5,80039220,15,17,2,12,61,558,0,0,7967657,22516,365784267,0,558,381,0,3,1,14,14,831,3,365592393,338381861,9474183,20312225,20312225,1,3,1,1056235732,73389,73389,14,14,14,20312229,6,3,82344,122198,298972,3032,365592393,119454,7669003,1236
157063.70,1,253952,62,25143,1656266112,0,2578378,208,3,3,10319,227,0,558,193746,0,26,9879,16,11,98883951,1118,1,0,4,363,31199137,5,124731832,15,17,2,12,61,558,0,0,12880958,63407,563180675,0,558,381,0,3,1,14,14,831,3,563560913,524202346,15515731,31677515,31677515,1,3,1,1645526876,73389,73389,14,14,14,31644751,6,3,86252,198258,401699,4744,563560913,193746,12493555,1236
159069.36,1,253952,62,34576,2277628492,0,3591229,293,3,3,10319,261,0,558,262331,0,26,13568,16,11,100138815,1118,1,0,4,363,43002398,5,172009592,15,17,2,12,61,558,0,0,17670725,96466,750533030,0,558,381,0,3,1,14,14,831,3,750348650,719988657,21329205,43616245,43616245,1,3,1,2268044772,73389,73389,14,14,14,43616249,6,3,88693,268417,496785,6243,750348650,262331,17174641,1236
161074.63,1,253952,62,40306,2654706286,1,6354951,309,3,3,10319,325,0,567,292967,0,26,15851,16,11,102880909,1136,1,0,4,363,50139592,5,200558368,15,17,2,12,61,567,0,0,19907951,96669,874022995,0,567,388,0,3,1,14,14,831,3,873887303,838666050,26329641,50871754,50871754,1,3,1,2645331240,73389,73389,14,14,14,50871758,6,3,90538,299924,523647,7317,873887303,292967,19385086,1260
163079.63,1,253952,62,47709,3141425808,2,8080651,344,4,4,10319,341,0,567,338185,0,26,18719,17,11,103834123,1136,1,0,4,363,59368782,5,237410560,16,18,2,12,77,567,0,0,23116941,108318,1029897469,0,567,388,0,3,1,14,14,831,3,1029369517,991851930,31274774,60232607,60232607,1,3,1,3132095596,73389,73389,14,14,14,60232611,6,3,97160,346255,589531,8546,1029369517,338185,22528330,1260
165086.33,1,253952,62,55275,3640408344,3,9647218,389,6,6,10319,419,1,567,386033,0,26,21739,17,11,105716419,1136,1,0,4,363,68813411,5,275253644,16,20,2,12,77,567,0,0,26613943,126742,1186575415,0,567,388,0,3,1,14,14,831,3,1185514196,1149168700,36350229,69812041,69812041,1,3,1,3630226164,73389,73389,14,14,14,69812045,6,3,103694,395360,662487,9897,1185514196,386033,25952511,1260
167093.80,1,253952,62,64709,4261232960,3,10770850,483,6,6,10319,455,1,567,454548,0,26,25412,17,11,106705831,1136,1,0,4,363,80555792,5,322223168,16,20,2,12,77,567,0,0,31507969,140699,1386415001,0,567,388,0,3,1,14,14,831,3,1385293118,1345017782,42378759,81722321,81738705,1,3,1,4249560724,73389,73389,14,14,14,81722325,6,3,107616,465537,742291,11505,1385293118,454548,30766927,1260
169100.71,2,253952,62,73773,4858352226,3,11972246,571,6,6,10319,547,1,567,522892,0,26,29007,17,11,108238213,1136,1,0,4,363,91842339,5,367369356,16,20,2,12,77,567,0,0,36265136,187708,1573273901,0,567,388,0,3,1,14,14,831,3,1572622590,1532788820,48362900,93202299,93235067,1,3,1,4846519580,73389,73389,14,14,14,93202303,6,3,115054,535543,826471,13130,1572622590,522892,35440094,1260
