timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
705698.75,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0
707703.27,0,0,20840,1371875636,0,0,0,0,1,1,4582,117,0,630,125760,5,1946,16,0,130104650,1262,1,0,15,15,14,191,630,0,0,0,1993670,432,451933456,0,630,434,2,1,14,14,415,1,452100292,404474761,1994765,30850567,30866951,1,2,1,1357424948,73389,73389,14,14,14,30850567,8,3,396755,127841,803231,3467,452100292,125760,1190527,1763
709708.79,253952,62,40854,2690692410,2,4106824,0,18,19,19,4582,120,0,675,240784,5,7274,34,20,140299886,1352,1,0,33,33,14,275,675,0,0,0,6654961,215490,836374816,0,675,459,2,1,14,14,415,1,841349936,790453000,19383179,60791378,60791378,1,2,1,2674820632,73389,73389,14,14,14,60791378,8,3,498314,245530,1135644,6438,841349936,240784,5519580,1873
711714.22,253952,62,62019,4085459958,4,6150741,0,35,19,19,4582,124,0,675,319329,5,13274,34,20,141096242,1352,1,0,33,33,14,275,675,0,0,0,10773867,216770,1244175315,0,675,459,2,1,14,14,415,1,1248590640,1198130704,49554017,92480959,92497343,1,2,1,4069162196,73389,73389,14,14,14,92480959,8,3,504731,326245,1249648,9545,1248590640,319329,9524649,1873
713720.13,253952,62,75796,4993127566,17,20583713,0,68,20,20,4582,126,0,675,378360,5,17135,34,20,141361694,1352,1,0,33,34,14,275,675,0,0,0,13659983,217328,1512858810,0,675,459,2,1,14,14,415,1,1513880368,1463478183,84187847,113126897,113126897,1,2,1,4976862572,73389,73389,14,14,14,113110513,8,3,511654,386819,1321932,11569,1513880368,378360,12338603,1873
715730.57,253952,62,93876,6184654746,18,23117861,0,127,23,23,4582,129,0,675,505758,5,22233,34,20,141892598,1352,1,0,33,37,14,275,675,0,0,0,18318752,471399,1860108318,0,675,459,2,1,14,14,415,1,1862007600,1811748159,92743571,140204826,140221210,1,2,1,6169012344,73389,73389,14,14,14,140204826,8,3,524489,516901,1477324,14225,1862007600,505758,16842146,1873
717739.64,253952,62,112622,7419828902,19,26780494,0,181,23,23,4582,132,0,675,628363,5,27509,34,20,142423502,1352,1,0,33,37,14,275,675,0,0,0,22987416,548261,2221258936,0,675,459,2,1,14,14,415,1,2222979888,2172907003,102400077,168273987,168273987,1,2,1,7403334532,73389,73389,14,14,14,168257603,8,3,529236,642213,1661072,16979,2222979888,628363,21327236,1873
719745.83,253952,62,131436,8659459506,20,30003515,0,240,25,25,4582,135,0,675,752451,5,32807,34,20,142688954,1352,1,0,33,39,14,275,675,0,0,0,27688191,576746,2583338034,0,675,459,2,1,14,14,415,1,2584869680,2535212305,111464573,196441452,196457836,1,2,1,8643423888,73389,73389,14,14,14,196441452,8,3,534307,769085,1818284,19740,2584869680,752451,25870999,1873
721752.18,253952,62,150590,9921637802,21,33309916,0,298,25,25,4582,138,0,675,859816,5,38195,34,20,143207792,1352,1,0,33,39,14,275,675,0,0,0,32183391,579903,2952889241,0,675,459,2,1,14,14,415,1,2953706288,2904185026,120251579,225139238,225139238,1,2,1,9905405576,73389,73389,14,14,14,225122854,8,3,544019,879002,1954756,22554,2953706288,859816,30229911,1873
723757.69,253952,62,162488,10705307990,24,36902737,0,321,26,26,4582,140,0,675,913250,5,41544,34,20,143738696,1352,1,0,33,40,14,275,675,0,0,0,34573501,580016,3182729402,0,675,459,2,1,14,14,415,1,3182005200,3133161041,126273486,242952903,242952903,1,2,1,10689206836,73389,73389,14,14,14,242936519,8,3,550520,933642,2009874,24299,3182005200,913250,32564951,1873
