timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,QueryTimeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectQueryTimeMicroseconds,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
12587.39,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
14591.10,253952,62,24943,1642374622,0,0,0,0,41,41,6329,118,675,116768,21,2828,56,74,140034434,1352,1,0,55,55,18,14,197,675,0,0,0,2284855,85,532127878,0,675,199,2,1,14,14,285,0,1,534641456,483866757,2555375,36965229,36981613,1,2,1,0,1626470076,73389,73389,14,14,14,36965229,5,3,461963,118804,790749,4098,534641456,116768,1494220,1388
16594.56,253952,62,47533,3130796422,0,0,0,0,41,41,6329,121,675,198931,21,9152,56,74,140565338,1352,1,0,55,55,18,14,197,675,0,0,0,6296020,126,966149733,0,675,199,2,1,14,14,285,0,1,969800496,919065411,8983214,70798955,70798955,1,2,1,0,3115154020,73389,73389,14,14,14,70798955,5,3,471733,203141,907146,7418,969800496,198931,5389173,1388
18598.14,253952,62,70241,4627216922,0,9821,0,1,41,41,6329,125,675,281410,21,15566,56,74,141361694,1352,1,0,55,55,18,14,197,675,0,0,0,10345395,214,1404891872,0,675,199,2,1,14,14,285,0,1,1406925616,1356490204,17065726,104810746,104810746,1,2,1,0,4611672824,73389,73389,14,14,14,104810746,5,3,478605,287611,1026664,10753,1406925616,281410,9319212,1388
20601.75,253952,62,92396,6087130562,0,9821,0,5,41,41,6329,129,675,363393,21,21830,56,74,141892598,1352,1,0,55,55,18,14,197,675,0,0,0,14455494,553,1830130898,0,675,199,2,1,14,14,285,0,1,1833302832,1783243092,34149939,137980920,137997304,1,2,1,0,6071160480,73389,73389,14,14,14,137980920,5,3,492664,371721,1158395,14006,1833302832,363393,13297760,1388
22605.20,253952,62,114677,7555301738,4,4571794,0,7,41,41,6329,132,675,439723,21,28070,56,74,142423502,1352,1,0,55,55,18,14,197,675,0,0,0,18588223,647,2261798058,0,675,199,2,1,14,14,285,0,1,2262563632,2212465961,53866520,171355894,171355894,1,2,1,0,7539659336,73389,73389,14,14,14,171355894,5,3,496979,450247,1266456,17281,2262563632,439723,17322605,1388
24609.34,253952,62,136715,9007282214,4,4597064,0,9,41,41,6329,136,675,517224,21,34301,56,74,142942340,1352,1,0,55,55,18,14,197,675,0,0,0,22670168,685,2685465364,0,675,199,2,1,14,14,285,0,1,2686581552,2636905447,78882630,204356195,204356195,1,2,1,0,8991672580,73389,73389,14,14,14,204356195,5,3,507017,529904,1394502,20516,2686581552,517224,21276675,1388
26612.82,253952,62,159005,10475718842,5,5597173,0,9,41,41,6329,140,675,595585,21,40598,56,74,143738696,1352,1,0,55,55,18,14,197,675,0,0,0,26662835,734,3113167089,0,675,199,2,1,14,14,285,0,1,3114634192,3066030113,86877522,237729010,237745394,1,2,1,0,10460076440,73389,73389,14,14,14,237729010,5,3,512298,610450,1485844,23785,3114634192,595585,25178165,1388
28616.56,253952,62,181265,11942248310,5,5597173,0,9,41,41,6329,143,675,693412,21,46832,56,74,144004148,1352,1,0,55,55,18,14,197,675,0,0,0,30853264,792,3543124704,0,675,199,2,1,14,14,285,0,1,3543370704,3494740242,95614976,271065183,271065183,1,2,1,0,11926147156,73389,73389,14,14,14,271048799,5,3,515084,710537,1597637,27056,3543370704,693412,29256980,1388
30620.52,253952,62,203057,13378372382,6,6597256,0,10,41,41,6329,147,675,787573,21,52997,56,74,144800504,1352,1,0,55,55,18,14,197,675,0,0,0,34999677,834,3963120523,0,675,199,2,1,14,14,285,0,1,3962670032,3914494462,118764870,303694685,303711069,1,2,1,0,13362566140,73389,73389,14,14,14,303694685,5,3,519754,806919,1723533,30255,3962670032,787573,33277666,1388
