timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
348719.71,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0
350724.44,0,253952,62,9525,626788392,0,1505546,68,3,3,3484,116,0,558,69096,0,8,3717,18,22,96084639,1118,1,0,4,724,11678122,6,46712488,17,17,14,88,558,0,0,4409811,3414,227657382,0,558,468,0,3,1,14,14,1264,3,227988400,200067123,5918521,11877512,11877512,1,3,1,617630656,73389,73389,14,14,14,11877516,9,3,82898,70682,213513,1951,227988400,69096,4196491,1468
352729.03,5,253952,62,19030,1253436466,0,3127006,126,3,3,3484,150,0,558,127855,0,8,7436,18,22,98244453,1118,1,0,4,724,23590207,6,94296216,17,17,14,88,558,0,0,8805630,3684,423570352,0,558,468,0,3,1,14,14,1264,3,423975823,397500259,11934889,23926612,23926612,1,3,1,1244183856,73389,73389,14,14,14,23926616,9,3,88234,130926,308246,3526,423975823,127855,8497769,1468
354733.83,5,253952,62,29148,1918448208,0,4694231,179,3,3,3484,244,0,558,190311,0,8,11439,18,22,98908083,1118,1,0,4,724,36192525,6,144770100,17,17,14,88,558,0,0,13173602,3846,634265676,0,558,468,0,3,1,14,14,1264,3,634713325,606888064,17868055,36709562,36709562,1,3,1,1908897256,73389,73389,14,14,14,36709566,9,3,94999,195055,386917,5344,634713325,190311,12787267,1468
356738.80,5,253952,62,35597,2344202900,1,7232136,213,3,3,3484,267,0,567,223713,0,8,13956,18,22,102579259,1136,1,0,4,724,44206512,6,176826048,17,17,14,88,567,0,0,15677644,3976,770919348,0,567,473,0,3,1,14,14,1264,3,770252829,740818124,22907710,44904548,44904548,1,3,1,2335036528,73389,73389,14,14,14,44904552,9,3,99516,229395,427586,6437,770252829,223713,15250743,1490
358744.24,6,253952,62,45628,3004743742,1,8430489,250,4,4,3484,342,0,576,285346,0,8,17911,19,22,105658930,1154,1,0,4,724,56729637,6,226789268,18,18,14,99,576,0,0,19925319,4106,985578277,0,576,479,0,3,1,14,14,1264,3,985393339,949135260,28318737,57588750,57588750,1,3,1,2994615032,73389,73389,14,14,14,57588754,9,3,104325,292595,499365,8236,985393339,285346,19426823,1517
360748.51,6,253952,62,55885,3680119852,1,10166769,298,4,4,3484,433,0,576,343333,0,8,21977,19,22,107577424,1154,1,0,4,724,69534401,6,278137604,18,18,14,99,576,0,0,24249336,4371,1191163182,0,576,479,0,3,1,14,14,1264,3,1191037795,1161417755,34414146,70592440,70592440,1,3,1,3670806912,73389,73389,14,14,14,70592444,9,3,105396,352108,572098,9999,1191037795,343333,23678279,1517
362752.69,6,253952,62,62659,4126570444,2,12411621,333,4,4,3484,443,0,585,378791,0,8,24599,19,22,111214589,1172,1,0,4,724,77973953,6,311831172,18,18,14,99,585,0,0,26877860,4460,1339563011,0,585,486,0,3,1,14,14,1264,3,1338451553,1302438837,39286161,79152192,79152192,1,3,1,4115914016,73389,73389,14,14,14,79152196,9,3,110519,388470,629817,11157,1338451553,378791,26249193,1543
364756.84,6,253952,62,70230,4625947606,2,13850769,378,5,5,3484,512,0,603,416889,0,8,27614,19,22,117300845,1208,1,0,4,724,87414090,6,349656360,18,19,14,99,603,0,0,29799861,4521,1494733475,0,603,500,0,3,1,14,14,1264,3,1494688443,1459521784,43646412,88760076,88760076,1,3,1,4614672016,73389,73389,14,14,14,88743696,9,3,119014,427591,685565,12501,1494688443,416889,29115560,1594
366761.39,6,253952,62,80988,5334301800,2,15600445,421,5,5,3484,554,0,621,474606,0,8,31814,19,22,122123285,1244,1,0,4,724,100812413,6,403184968,18,19,14,99,621,0,0,34099900,4620,1722728799,0,621,516,0,3,1,14,14,1264,3,1721883813,1683381984,49695084,102332888,102332888,1,3,1,5321310208,73389,73389,14,14,14,102332892,9,3,122659,486867,747273,14336,1721883813,474606,33354042,1641
368765.75,6,253952,62,91730,6041109282,2,17285422,464,5,5,3484,642,0,630,535782,2,8,36030,19,22,124602970,1262,1,0,4,724,114117462,6,456405320,18,19,14,99,630,0,0,38378756,4715,1960618473,0,628,521,2,3,1,14,14,1264,3,1959602950,1906686126,55658706,115877250,115877250,1,3,1,6025617032,73389,73389,14,14,14,115877254,9,3,125811,549630,823921,16348,1959602950,535782,37556410,1669
370770.21,6,253952,62,102344,6741205330,2,19034200,518,5,5,3484,708,0,639,593386,4,8,40213,19,22,128434186,1280,1,0,4,724,127379042,6,509516168,18,19,14,99,639,0,0,42678630,4850,2180975298,0,635,529,4,3,1,14,14,1264,3,2179798986,2127806460,61659891,129293970,129293970,1,3,1,6723286472,73389,73389,14,14,14,129293974,9,3,130699,608794,891691,18187,2179798986,593386,41788673,1692
