timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,QueryTimeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectQueryTimeMicroseconds,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
342113.23,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
344117.59,0,253952,62,8109,533386116,0,1142769,0,78,3,3,4144,109,0,558,69447,0,8,3159,15,86,95481339,1118,1,0,4,497,9921405,7,39685620,14,17,11,131,558,0,0,4181969,1114,196583010,0,558,433,0,3,1,14,14,996,0,3,196413936,170980656,5325656,10063206,10063206,1,3,1,0,523286744,73389,73389,14,14,14,10063210,6,3,80623,70859,236264,1697,196413936,69447,3946001,1513
346122.89,0,253952,62,14908,981728494,2,3626174,0,95,5,5,4144,119,0,558,104994,0,8,5814,16,86,97617021,1118,1,0,4,497,18447585,7,73725792,15,19,11,139,558,0,0,6962108,1202,342091915,0,558,433,0,3,1,14,14,996,0,3,342335431,311680819,10588380,18710911,18710911,1,3,1,0,972967404,73389,73389,14,14,14,18710915,6,3,83824,107265,276243,2835,342335431,104994,6686279,1513
348127.89,0,253952,62,24874,1637521406,2,5149285,0,156,5,5,4144,214,0,576,166377,0,8,9752,16,86,102544779,1154,1,0,4,497,30849395,7,123268456,15,19,11,139,576,0,0,11452769,1323,551319928,0,576,440,0,3,1,14,14,996,0,3,550969557,518454206,16601024,31305001,31305001,1,3,1,0,1627860084,73389,73389,14,14,14,31305005,6,3,86261,170179,357247,4640,550969557,166377,11096135,1562
350132.94,0,253952,62,34254,2255350048,2,6672862,0,217,5,5,4144,248,0,594,227673,0,8,13407,16,86,107319260,1190,1,0,4,497,42474695,7,169834244,15,19,11,139,594,0,0,15925982,1508,752788073,0,594,453,0,3,1,14,14,996,0,3,752393766,713651225,22597952,43145427,43145427,1,3,1,0,2243562236,73389,73389,14,14,14,43145431,6,3,88613,232985,439307,6275,752393766,227673,15487477,1615
352137.76,0,253952,62,43769,2881446882,2,8293716,0,271,5,5,4144,336,0,603,291223,0,8,17155,16,86,110073285,1208,1,0,4,497,54258005,7,217032020,15,19,11,139,603,0,0,20329846,1799,964393285,0,603,461,0,3,1,14,14,996,0,3,964189253,911867556,28621661,55113051,55113051,1,3,1,0,2865878684,73389,73389,14,14,14,55113055,6,3,91732,298117,509282,8097,964189253,291223,19821559,1639
354142.28,0,253952,62,53551,3525995042,2,9892677,0,322,5,5,4144,371,0,603,352241,0,8,20965,16,86,112281363,1208,1,0,4,497,66446986,7,265723252,15,19,11,139,603,0,0,24741032,1893,1173248519,0,603,461,0,3,1,14,14,996,0,3,1172735666,1115613441,34630075,67459222,67459222,1,3,1,0,3507879576,73389,73389,14,14,14,67459226,6,3,94989,360647,576244,9787,1172735666,352241,24165983,1639
356146.17,0,253952,62,61375,4040679266,3,12125254,0,372,5,5,4144,445,0,603,397559,0,8,24045,16,86,113584491,1208,1,0,4,497,76158242,7,304632968,15,19,11,139,603,0,0,27880642,1995,1350745037,0,603,461,0,3,1,14,14,996,0,3,1350062372,1278545018,40000056,77309436,77309436,1,3,1,0,4020090704,73389,73389,14,14,14,77309440,6,3,99962,407134,642308,11297,1350062372,397559,27239662,1639
358150.99,0,253952,62,70169,4621069092,3,13628731,0,403,6,6,4144,517,0,603,449731,0,8,27511,16,86,116058021,1208,1,0,4,497,87085718,7,348342872,15,20,11,139,603,0,0,31468628,2039,1545578819,0,603,461,0,3,1,14,14,996,0,3,1544906789,1462441218,45032252,88389721,88389721,1,3,1,0,4596265524,73389,73389,14,14,14,88389725,6,3,105901,460588,722241,12960,1544906789,449731,30747862,1639
360155.51,0,253952,62,80567,5306916510,3,15359817,0,458,6,6,4144,563,0,603,512067,0,8,31562,16,86,117916185,1208,1,0,4,497,99991954,7,399903292,15,20,11,139,603,0,0,35806813,2339,1776702018,0,603,461,0,3,1,14,14,996,0,3,1775458319,1679589327,51158996,101499463,101499463,1,3,1,0,5277972108,73389,73389,14,14,14,101499467,6,3,108232,524471,789201,14836,1775458319,512067,35019264,1639
