timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,QueryTimeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectQueryTimeMicroseconds,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
45695.50,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
47699.61,0,253952,62,10877,716020496,0,1647502,0,33,3,3,5053,119,0,558,59424,0,13,4247,18,50,96084639,1118,1,0,4,393,13385965,6,53543860,17,17,0,14,101,558,0,0,4143908,64,261127633,0,558,368,0,3,1,14,14,822,0,3,262282181,228185377,5791782,13577130,13593514,1,3,1,0,706010792,73389,73389,14,14,14,13577134,7,3,80062,60858,188901,2210,262282181,59424,3955180,1297
49703.66,0,253952,62,18721,1232594608,1,3412969,0,70,3,3,5053,192,3,558,93617,0,13,7362,18,50,97653219,1118,1,0,4,393,23206367,6,92825468,17,17,0,14,101,558,0,0,6984866,110,419784459,0,558,368,0,3,1,14,14,822,0,3,419782440,390642435,10397336,23537714,23537714,1,3,1,0,1223961160,73389,73389,14,14,14,23537718,7,3,84267,95967,227808,3563,419782440,93617,6757340,1297
51708.54,0,253952,62,29407,1936363180,1,5448915,0,87,4,4,5053,226,3,567,144717,0,13,11530,19,50,101279064,1136,1,0,4,393,36525248,6,146100992,18,18,0,14,112,567,0,0,10934825,174,644578726,0,567,373,0,3,1,14,14,822,0,3,644304371,612600520,16353755,37047149,37047149,1,3,1,0,1926451780,73389,73389,14,14,14,37047153,7,3,89703,148342,304755,5368,644304371,144717,10630488,1319
53712.94,0,253952,62,40599,2673091032,1,7456332,0,119,4,4,5053,325,3,603,198683,0,13,15949,19,50,109759212,1208,1,0,4,393,50434932,6,201675200,18,18,0,14,112,603,0,0,15115163,217,880358681,0,603,389,0,3,1,14,14,822,0,3,880459391,844493574,22556013,51217977,51217977,1,3,1,0,2662482868,73389,73389,14,14,14,51201597,7,3,93941,203678,378779,7383,880459391,198683,14736955,1411
55717.72,0,253952,62,51491,3389455070,1,9172767,0,158,4,4,5053,365,3,603,251505,0,13,20211,19,50,111050274,1208,1,0,4,393,64050054,6,256200216,18,18,0,14,112,603,0,0,19357324,276,1101717203,0,603,389,0,3,1,14,14,822,0,3,1101666685,1070082216,28455614,64996033,64996033,1,3,1,0,3379793748,73389,73389,14,14,14,64996037,7,3,97368,257848,447833,9159,1101666685,251505,18910219,1411
57722.67,0,253952,62,62113,4089958420,1,10910585,0,213,4,4,5053,457,3,612,307396,0,13,24410,19,50,114732622,1226,1,0,4,393,77298831,6,309195324,18,18,0,14,112,612,0,0,23691982,353,1321930835,0,612,395,0,3,1,14,14,822,0,3,1321844280,1291056721,34599467,78433455,78449839,1,3,1,0,4078539692,73389,73389,14,14,14,78433459,7,3,103987,315191,520789,11028,1321844280,307396,23172085,1436
59727.02,0,253952,62,72640,4784247916,1,12561909,0,262,4,4,5053,498,3,612,366247,0,13,28534,19,50,116928634,1226,1,0,4,393,90466326,6,361865304,18,18,0,14,112,612,0,0,28018541,405,1548827258,0,612,395,0,3,1,14,14,822,0,3,1549180149,1509502509,40576744,91788957,91805341,1,3,1,0,4773025796,73389,73389,14,14,14,91788961,7,3,108307,375535,588684,12855,1549180149,366247,27430922,1436
61732.06,0,253952,62,83416,5493962992,1,14235072,0,323,4,4,5053,592,3,612,422789,0,13,32787,19,50,117918046,1226,1,0,4,393,103850995,6,415403980,18,18,0,14,112,612,0,0,32388451,478,1768765595,0,612,395,0,3,1,14,14,822,0,3,1768476392,1733220221,46574754,105413080,105429464,1,3,1,0,5481480192,73389,73389,14,14,14,105413084,7,3,113097,433579,650720,14719,1768476392,422789,31738967,1436
63737.31,0,253952,62,93928,6187233250,1,15852375,0,379,4,4,5053,631,3,612,483137,0,13,36910,19,50,119764144,1226,1,0,4,393,117034530,6,468138120,18,18,0,14,112,612,0,0,36765632,568,1994550893,0,612,395,0,3,1,14,14,822,0,3,1993960524,1951534021,52612085,118735814,118768582,1,3,1,0,6174262360,73389,73389,14,14,14,118735818,7,3,118040,495490,728725,16544,1994091596,483172,36038321,1436
