timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,QueryTimeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectQueryTimeMicroseconds,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
225432.60,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0
227437.06,0,0,21262,1399797280,0,0,0,0,1,1,7719,117,648,126724,15,1986,16,13,133912466,1298,1,0,15,15,6,14,61,648,0,0,0,1991902,17,460322293,0,648,635,2,1,14,14,329,0,1,461930692,412813730,1992769,31479192,31495576,1,2,1,0,1385084448,73389,73389,14,14,14,31479192,6,3,404867,128732,837990,3542,461930692,126724,1154001,1961
229441.69,253952,62,41637,2742272550,5,5110383,0,8,18,18,7719,121,675,240065,15,7492,33,55,140299886,1352,1,0,32,32,6,14,170,675,0,0,0,6536189,271785,850911826,0,675,650,2,1,14,14,329,0,1,856423216,805481194,18842227,61968867,61968867,1,2,1,0,2726630148,73389,73389,14,14,14,61968867,6,3,504572,246698,1205792,6553,856423216,240065,5330633,2032
231450.05,253952,62,61116,4026015498,5,5392444,0,23,18,18,7719,124,675,345601,15,13022,33,55,141096242,1352,1,0,32,32,6,14,170,675,0,0,0,10971401,575644,1225285034,0,675,650,2,1,14,14,329,0,1,1231289136,1180739998,43284176,91147822,91147822,1,2,1,0,4010504168,73389,73389,14,14,14,91147822,6,3,523066,355316,1388470,9413,1231289136,345601,9583336,2032
233462.42,253952,62,77881,5130566482,13,16796710,0,56,18,18,7719,126,675,466000,15,17705,33,55,141361694,1352,1,0,32,32,6,14,170,675,0,0,0,15428204,1982428,1551802885,0,675,650,2,1,14,14,329,0,1,1553988400,1503615461,74710765,116241572,116257956,1,2,1,0,5114629168,73389,73389,14,14,14,116241572,6,3,539521,478092,1575686,11875,1553988400,466000,13853079,2032
235473.43,253952,62,94443,6222079110,14,20378340,0,99,21,21,7719,129,675,585751,15,22390,33,55,141892598,1352,1,0,32,35,6,14,170,675,0,0,0,19813287,2953080,1870457463,0,675,650,2,1,14,14,329,0,1,1872755504,1822678571,85689782,141046443,141062827,1,2,1,0,6206043492,73389,73389,14,14,14,141046443,6,3,556005,600250,1777984,14307,1872755504,585751,18036019,2032
237479.07,253952,62,108053,7118802206,19,27657626,0,131,21,21,7719,131,675,677841,15,26207,33,55,142158050,1352,1,0,32,35,6,14,170,675,0,0,0,23338519,3522495,2135208055,0,675,650,2,1,14,14,329,0,1,2135292720,2084937377,98228924,161430237,161430237,1,2,1,0,7102930428,73389,73389,14,14,14,161430237,6,3,566979,694221,1929768,16310,2135292720,677841,21409586,2032
239483.87,253952,62,119747,7889161970,19,29171310,0,165,21,21,7719,133,675,728525,15,29505,33,55,142423502,1352,1,0,32,35,6,14,170,675,0,0,0,25771704,3522631,2360096775,0,675,650,2,1,14,14,329,0,1,2359819056,2310038456,102205793,178945116,178945116,1,2,1,0,7873585104,73389,73389,14,14,14,178945116,6,3,570848,746264,1986607,18023,2359819056,728525,23786022,2032
241491.71,253952,62,134142,8837861730,19,30716947,0,209,25,25,7719,136,675,829121,15,33597,33,55,142688954,1352,1,0,32,39,6,14,170,675,0,0,0,29403228,4083973,2636259604,0,675,650,2,1,14,14,329,0,1,2637167408,2587388367,108426033,200504240,200504240,1,2,1,0,8822186560,73389,73389,14,14,14,200504240,6,3,589464,848921,2143778,20139,2637167408,829121,27260496,2032
243496.83,253952,62,146186,9631424546,23,36845739,0,246,25,25,7719,137,675,902078,15,36938,33,55,142942340,1352,1,0,32,39,6,14,170,675,0,0,0,32323302,4316836,2869413954,0,675,650,2,1,14,14,329,0,1,2868771632,2819375281,117782166,218541248,218541248,1,2,1,0,9615814912,73389,73389,14,14,14,218541248,6,3,591859,923407,2237511,21906,2868771632,902078,30086941,2032
