timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,QueryTimeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectQueryTimeMicroseconds,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
223258.76,0,253952,62,8104,533046370,1,2126181,0,96,4,4,3974,109,0,558,76801,0,16,3154,19,208,96096705,1118,1,0,4,2142,9888707,6,39554828,18,18,14,350,558,0,0,4722693,95792,197314611,0,558,653,0,3,1,14,14,4095,0,3,197662331,170794629,6911813,10063206,10063206,1,3,1,0,523286744,73389,73389,14,14,14,10063210,9,3,88610,78385,260123,1705,197662331,76801,4462741,2379
225263.19,0,253952,62,14056,925578106,2,4632806,0,118,4,4,3974,115,0,558,109668,0,16,5476,19,208,98558169,1118,1,0,4,2142,17382842,6,69531368,18,18,14,350,558,0,0,7233876,98292,323682991,0,558,653,0,3,1,14,14,4095,0,3,323938373,294025310,11943191,17631726,17631726,1,3,1,0,916849784,73389,73389,14,14,14,17631730,9,3,96453,112129,296134,2682,323938373,109668,6938003,2379
227267.52,1,253952,62,20080,1321995880,2,5986211,0,150,4,4,3974,180,0,558,141857,0,16,7862,19,208,99245931,1118,1,0,4,2142,24851053,6,99404212,18,18,14,350,558,0,0,9673268,98348,454010577,0,558,653,0,3,1,14,14,4095,0,3,454042047,419120674,15734471,25239491,25239491,1,3,1,0,1312453564,73389,73389,14,14,14,25239495,9,3,100365,145263,347168,3817,454042047,141857,9326458,2379
229271.93,2,253952,62,27071,1782619520,2,7128488,0,178,5,5,3974,225,2,567,183663,0,16,10618,19,208,102579259,1136,1,0,4,2142,33596651,6,134386604,18,19,14,350,567,0,0,12870552,117892,594132855,0,567,660,0,3,1,14,14,4095,0,3,593790159,564185084,20092821,34094155,34110539,1,3,1,0,1772896092,73389,73389,14,14,14,34094159,9,3,107025,188127,402117,4988,593790159,183663,12468928,2416
231278.58,2,253952,62,33479,2203817006,3,9928268,0,195,6,6,3974,262,2,567,225095,0,16,13129,19,208,103508341,1136,1,0,4,2142,41568624,6,166209776,18,20,14,350,567,0,0,15670251,142558,731719760,0,567,660,0,3,1,14,14,4095,0,3,731518177,696852036,25714254,42195599,42195599,1,3,1,0,2194171180,73389,73389,14,14,14,42195603,9,3,113118,230604,459085,6116,731518177,225095,15211820,2416
233286.37,3,253952,62,41491,2731516376,3,11385014,0,256,6,6,3974,297,2,585,289835,0,16,16274,19,208,108399862,1172,1,0,4,2142,51578514,6,206314056,18,20,14,350,585,0,0,20078024,290205,897642020,0,585,675,0,3,1,14,14,4095,0,3,897010654,862778987,31699035,52348473,52348473,1,3,1,0,2722120628,73389,73389,14,14,14,52348477,9,3,119364,296810,562052,7476,897010654,289835,19516798,2481
235293.35,3,253952,62,49395,3252662146,3,12856078,0,322,6,6,3974,373,2,585,352827,0,16,19398,19,208,110921656,1172,1,0,4,2142,61395065,6,245580260,18,20,14,350,585,0,0,24518437,437581,1057268985,0,585,675,0,3,1,14,14,4095,0,3,1056605532,1027202372,37763565,62353891,62353891,1,3,1,0,3242402364,73389,73389,14,14,14,62353895,9,3,126681,361323,651898,8834,1056605532,352827,23867526,2481
237298.04,4,253952,62,56399,3714198084,3,14126145,0,380,6,6,3974,398,2,585,404219,0,16,22150,19,208,112502302,1172,1,0,4,2142,70197979,6,280727356,18,20,14,350,585,0,0,28131600,497377,1206089441,0,585,675,0,3,1,14,14,4095,0,3,1205686801,1172486223,42699285,71233131,71233131,1,3,1,0,3704122844,73389,73389,14,14,14,71233135,9,3,129161,413954,717966,10030,1205686801,404219,27414762,2481
239303.03,6,253952,62,62236,4098300296,4,16707693,0,414,6,6,3974,454,2,585,435114,0,16,24461,19,208,114070882,1172,1,0,4,2142,77473137,6,309892548,18,20,14,350,585,0,0,30564772,497500,1324753977,0,585,675,0,3,1,14,14,4095,0,3,1323861615,1293442026,47713442,78611520,78611520,1,3,1,0,4087799072,73389,73389,14,14,14,78611524,9,3,133686,445722,761953,11046,1323861615,435114,29804053,2481
241310.58,6,253952,62,69486,4575921892,4,18159353,0,453,7,7,3974,484,2,585,486894,0,16,27293,19,208,115301614,1172,1,0,4,2142,86502165,6,345944104,18,21,14,350,585,0,0,34185191,596920,1475387950,0,585,675,0,3,1,14,14,4095,0,3,1474094061,1443816861,52880776,87802056,87802056,1,3,1,0,4565706944,73389,73389,14,14,14,87802060,9,3,140925,498709,824888,12261,1474094061,486894,33361675,2481
