timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
617500.06,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
619504.94,0,253952,62,6006,394321110,0,980437,0,23,2,2,10193,90,0,558,42472,0,19,2334,17,14,94865973,1118,1,0,4,440,7312871,7,29251484,16,16,14,77,558,0,0,2591215,256,162169505,0,558,379,0,3,1,14,14,891,3,162064613,126735475,3571956,7417634,7417634,1,3,1,385717000,73389,73389,14,14,14,7417638,5,3,76035,43475,162055,1388,162064613,42472,2429254,1325
621510.45,0,253952,62,11937,785790306,0,2597748,0,59,2,2,10193,123,0,558,73727,0,19,4659,17,14,97641153,1118,1,0,4,440,14708331,7,58833324,16,16,14,77,558,0,0,5002314,796,283019079,0,558,379,0,3,1,14,14,891,3,283202116,250449224,7600700,14918459,14918459,1,3,1,775759900,73389,73389,14,14,14,14918463,5,3,80342,75619,194982,2382,283202116,73727,4807519,1325
623515.47,0,253952,62,18028,1187178160,0,3999381,0,84,2,2,10193,164,0,558,108919,0,19,7056,17,14,99535515,1118,1,0,4,440,22301123,7,89140040,16,16,14,77,558,0,0,7617795,2277,408781163,0,558,379,0,3,1,14,14,891,3,409020362,376645186,11617928,22652978,22652978,1,3,1,1177954888,73389,73389,14,14,14,22652982,5,3,82924,111801,232965,3432,409020362,108919,7385118,1325
625523.32,1,253952,62,24273,1598019060,0,5431954,0,98,3,3,10193,231,0,567,144899,0,19,9538,18,14,102289675,1136,1,0,4,440,30068372,7,120273488,17,17,14,87,567,0,0,10338919,10419,533844343,0,567,385,0,3,1,14,14,891,3,534019621,506038532,15779086,30531079,30547463,1,3,1,1587616140,73389,73389,14,14,14,30531083,5,3,87106,148761,280887,4526,534019621,144899,10058413,1349
627528.61,1,253952,62,31131,2049624762,0,7039938,0,130,3,3,10193,247,0,567,194402,0,19,12209,18,14,103822057,1136,1,0,4,440,38663875,7,154590732,17,17,14,87,567,0,0,13767069,81737,683368599,0,567,385,0,3,1,14,14,891,3,682972752,648283492,20770178,39232254,39232254,1,3,1,2040077240,73389,73389,14,14,14,39232258,5,3,89576,199547,343089,5708,682972752,194402,13424486,1349
629534.34,1,253952,62,37060,2439792484,1,9477505,0,156,3,3,10193,311,0,567,228895,0,19,14568,18,14,105426835,1136,1,0,4,440,46067018,7,184203492,17,17,14,87,567,0,0,16371878,107478,800998002,0,567,385,0,3,1,14,14,891,3,800373152,770957545,25948286,46741715,46741715,1,3,1,2430569212,73389,73389,14,14,14,46741719,5,3,93375,234988,381058,6737,800373152,228895,15991420,1349
631539.69,1,253952,62,42535,2801111812,1,11302381,0,178,3,3,10193,317,0,567,257549,0,19,16707,18,14,107622847,1136,1,0,4,440,52915608,7,211662432,17,17,14,87,567,0,0,18569320,107679,917761346,0,567,385,0,3,1,14,14,891,3,917053902,884648634,29970112,53687643,53687643,1,3,1,2791757468,73389,73389,14,14,14,53687647,5,3,97991,264476,425032,7642,917053902,257549,18144969,1349
633547.79,1,253952,62,48225,3175568166,1,12980982,0,208,3,3,10193,379,0,567,288042,0,19,18970,18,14,108865645,1136,1,0,4,440,60028638,7,240049804,17,17,14,87,567,0,0,20899199,127284,1037351684,0,567,385,0,3,1,14,14,891,3,1036816364,1002418562,33994620,60902192,60902192,1,3,1,3166914016,73389,73389,14,14,14,60902196,5,3,101498,295899,471044,8687,1036816364,288042,20428929,1349
635564.76,1,253952,62,55007,3621915614,1,14076429,0,262,4,4,10193,400,2,567,337997,0,19,21599,19,14,110096377,1136,1,0,4,440,68448825,7,273666044,18,18,14,101,567,0,0,24460597,318089,1171609057,0,567,385,0,3,1,14,14,891,3,1170815950,1143084909,38823472,69474454,69474454,1,3,1,3612671640,73389,73389,14,14,14,69474458,5,3,105583,347134,560521,9757,1170815950,337997,23900001,1349
