timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
1155431.30,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
1157435.81,0,253952,62,9933,653551212,0,1136242,0,33,3,3,4413,116,0,558,62978,18,3877,15,40,95167623,1118,1,0,4,475,12210744,7,48778164,14,17,1,11,118,558,0,0,4180949,138,241347963,0,558,351,3,1,14,14,987,3,241968446,208354373,5297368,12401800,12401800,1,3,1,644893632,73389,73389,14,14,14,12401804,6,3,80517,64361,183656,2053,241968446,62978,3997457,1367
1159440.81,0,253952,62,20093,1322823716,1,3010790,0,44,4,4,4413,162,0,585,113949,18,7853,16,40,101775959,1172,1,0,4,475,24860931,7,99443724,15,18,1,11,126,585,0,0,8224999,211,454362702,0,585,362,3,1,14,14,987,3,454983332,419458498,11216116,25247683,25247683,1,3,1,1312879548,73389,73389,14,14,14,25247687,6,3,87440,116567,246643,3774,454983332,113949,7977772,1439
1161445.12,0,253952,62,30227,1990440548,1,4842887,0,57,4,4,4413,243,0,585,165323,18,11855,16,40,103368671,1172,1,0,4,475,37516641,7,150002076,15,18,1,11,126,585,0,0,12304351,270,665274317,0,585,362,3,1,14,14,987,3,665078744,629745404,17083147,38085374,38085374,1,3,1,1980439480,73389,73389,14,14,14,38085378,6,3,88869,169315,311625,5549,665078744,165323,11993179,1439
1163449.65,0,253952,62,38186,2514390768,2,7199254,0,96,4,4,4413,315,0,603,205531,18,15011,16,40,108142776,1208,1,0,4,475,47456122,7,189824488,15,18,1,11,126,603,0,0,15553124,319,825894538,0,603,370,3,1,14,14,987,3,825440548,794823788,22751588,48150295,48150295,1,3,1,2503815372,73389,73389,14,14,14,48150299,6,3,92534,210681,369471,6925,825440548,205531,15184236,1488
1165454.48,0,253952,62,46464,3059431636,2,8768133,0,119,5,5,4413,347,0,603,253239,18,18244,16,40,109711356,1208,1,0,4,475,57777737,7,231110948,15,19,1,11,126,603,0,0,18967588,366,1004990743,0,603,370,3,1,14,14,987,3,1004667539,966451802,27684450,58635167,58635167,1,3,1,3049028716,73389,73389,14,14,14,58635171,6,3,100389,259599,424877,8362,1004667539,253239,18542643,1488
1167459.68,0,253952,62,56484,3719275714,2,10579905,0,151,5,5,4413,425,0,603,311474,18,22189,16,40,111002418,1208,1,0,4,475,70242702,7,280906264,15,19,1,11,126,603,0,0,23155757,470,1211058798,0,603,370,3,1,14,14,987,3,1211236568,1174411201,33735186,71294793,71311177,1,3,1,3707329268,73389,73389,14,14,14,71294797,6,3,104651,319336,489787,10106,1211236568,311474,22666851,1488
1169464.32,0,253952,62,66391,4372595042,2,12292354,0,176,5,5,4413,475,0,603,368116,18,26085,16,40,113174298,1208,1,0,4,475,82653568,7,330549624,15,19,1,11,126,603,0,0,27320724,555,1414797916,0,603,370,3,1,14,14,987,3,1413745315,1380157118,39611521,83866022,83866022,1,3,1,4361033176,73389,73389,14,14,14,83866026,6,3,110936,377444,562747,11753,1413745315,368116,26759027,1488
1171469.10,0,253952,62,76165,5015991482,3,13298850,0,177,5,5,4413,548,0,603,426374,18,29939,16,40,114429162,1208,1,0,4,475,94830129,7,379320516,15,19,1,11,126,603,0,0,31323866,598,1625289136,0,603,370,3,1,14,14,987,3,1624080951,1583132334,44620950,96216511,96216511,1,3,1,5003258604,73389,73389,14,14,14,96216515,6,3,113916,437127,622678,13520,1624080951,426374,30702397,1488
1173473.61,0,253952,62,83949,5529550450,4,15128591,0,218,6,6,4413,587,0,603,464816,18,33003,16,40,116601042,1208,1,0,4,475,104596039,7,418384156,15,20,1,11,126,603,0,0,34492824,646,1784306825,0,603,370,3,1,14,14,987,3,1783629779,1744725597,49618211,106105082,106105082,1,3,1,5517464296,73389,73389,14,14,14,106105086,6,3,117605,476573,659645,14814,1783629779,464816,33834517,1488
1175477.88,0,253952,62,90470,5958539616,4,16487618,0,246,6,6,4413,653,0,603,497024,18,35581,16,40,117288804,1208,1,0,4,475,112709864,7,450839456,15,20,1,11,126,603,0,0,36994410,713,1921833557,0,603,370,3,1,14,14,987,3,1920772659,1879752871,53479010,114335439,114351823,1,3,1,5945442860,73389,73389,14,14,14,114335443,6,3,122640,509601,699606,15999,1920772659,497024,36296240,1488
