timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
1126145.36,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
1128150.34,253952,62,25595,1685369546,0,0,0,0,25,25,6624,118,675,124668,16,3005,40,49,140034434,1352,1,0,39,39,14,175,675,0,0,0,2482428,40,546944000,0,675,340,2,1,14,14,362,1,547617584,496423277,2972968,37954302,37954302,1,2,1,1669268392,73389,73389,14,14,14,37937918,5,3,200528,127213,464285,4197,547617584,124668,2018245,1573
1130155.19,253952,62,46117,3037466542,0,0,0,0,25,25,6624,121,675,235047,16,8768,40,49,140565338,1352,1,0,39,39,14,175,675,0,0,0,7153229,107,941132082,0,675,340,2,1,14,14,362,1,942406448,891767723,11587198,68673353,68689737,1,2,1,3021627532,73389,73389,14,14,14,68673353,5,3,212123,240280,636116,7209,942406448,235047,6517395,1573
1132160.39,253952,62,66304,4367874430,0,0,0,0,25,25,6624,125,675,347506,16,14484,40,49,141096242,1352,1,0,39,39,14,175,675,0,0,0,11827182,233,1328779471,0,675,340,2,1,14,14,362,1,1331297072,1280692129,22584609,98915109,98915109,1,2,1,4352264796,73389,73389,14,14,14,98915109,5,3,227599,355517,816451,10176,1331297072,347506,11011219,1573
1134165.73,253952,62,87191,5743904132,0,0,0,0,25,25,6624,128,675,452565,16,20354,40,49,141627146,1352,1,0,39,39,14,175,675,0,0,0,16407787,547,1732010175,0,675,340,2,1,14,14,362,1,1733294896,1682898760,33038001,130191216,130191216,1,2,1,5728413504,73389,73389,14,14,14,130191216,5,3,242244,463141,982797,13243,1733294896,452565,15425665,1573
1136169.54,253952,62,108185,7127452958,0,0,0,0,25,25,6624,131,675,554904,16,26243,40,49,142158050,1352,1,0,39,39,14,175,675,0,0,0,20895306,639,2135761861,0,675,340,2,1,14,14,362,1,2137652016,2087467915,42422281,161626845,161626845,1,2,1,7111581180,73389,73389,14,14,14,161626845,5,3,251543,568079,1111538,16328,2137652016,554904,19784623,1573
1138174.63,253952,62,129306,8519071470,0,0,0,0,25,25,6624,135,675,651764,16,32225,40,49,142688954,1352,1,0,39,39,14,175,675,0,0,0,25271513,784,2542388859,0,675,340,2,1,14,14,362,1,2543713072,2494192714,53212463,193261241,193261241,1,2,1,8502773708,73389,73389,14,14,14,193244857,5,3,265758,667435,1246995,19426,2543713072,651764,24025547,1573
1140179.32,253952,62,150248,9898959038,0,0,0,0,25,25,6624,138,675,757068,16,38102,40,49,143207792,1352,1,0,39,39,14,175,675,0,0,0,29773010,852,2945878723,0,675,340,2,1,14,14,362,1,2946890544,2897538840,61295644,224625301,224625301,1,2,1,9882792348,73389,73389,14,14,14,224608917,5,3,274128,775301,1388317,22502,2946890544,757068,28385889,1573
1142183.36,253952,62,171373,11290521355,0,0,0,0,25,25,6624,142,675,844431,16,44081,40,49,144004148,1352,1,0,39,39,14,175,675,0,0,0,34078998,1176,3352607961,0,675,340,2,1,14,14,362,1,3352792016,3304205340,68666998,256249346,256265730,1,2,1,11274971224,73389,73389,14,14,14,256249346,5,3,277115,865047,1493993,25602,3352792016,844431,32586382,1573
1144187.38,253952,62,192846,12705733410,0,0,0,0,25,25,6624,145,675,936376,16,50102,40,49,144535052,1352,1,0,39,39,14,175,675,0,0,0,38425152,1238,3764084349,0,675,340,2,1,14,14,362,1,3766455248,3717938874,81295442,288403712,288420096,1,2,1,12689763328,73389,73389,14,14,14,288403712,5,3,288191,959533,1623839,28758,3766455248,936376,36802862,1573
1146192.24,253952,62,214265,14116881650,0,0,0,0,25,25,6624,149,675,1023199,16,56165,40,49,145065956,1352,1,0,39,39,14,175,675,0,0,0,42726597,1290,4177785426,0,675,340,2,1,14,14,362,1,4178414544,4130445209,91689526,320488668,320505052,1,2,1,14101501392,73389,73389,14,14,14,320488668,5,3,294463,1048784,1715055,31901,4178414544,1023199,41013258,1573
1148196.44,253952,62,235888,15541664686,0,0,0,0,25,25,6624,152,675,1116121,16,62226,40,49,145596860,1352,1,0,39,39,14,175,675,0,0,0,47068972,1330,4595030326,0,675,340,2,1,14,14,362,1,4594568144,4546914274,99796721,352874569,352890953,1,2,1,15526481036,73389,73389,14,14,14,352874569,5,3,300324,1144140,1843357,35076,4594568144,1116121,45227503,1573
1150202.01,253952,62,257086,16938341536,0,0,0,0,25,25,6624,156,675,1205722,16,68225,40,49,146127764,1352,1,0,39,39,14,175,675,0,0,0,51399856,1429,5002048765,0,675,340,2,1,14,14,362,1,5002857424,4955275873,110384398,384607269,384607269,1,2,1,16922719836,73389,73389,14,14,14,384607269,5,3,311289,1236217,1967418,38191,5002857424,1205722,49434502,1573
1152206.30,253952,62,278717,18363902246,0,0,0,0,25,25,6624,159,675,1290020,16,74291,40,49,146658668,1352,1,0,39,39,14,175,675,0,0,0,55724164,1454,5419294189,0,675,340,2,1,14,14,362,1,5419142096,5371889854,121120925,416999203,417015587,1,2,1,18347964932,73389,73389,14,14,14,416999203,5,3,323577,1322935,2099850,41367,5419142096,1290020,53626551,1573
1154211.39,253952,62,300069,19770233590,0,0,0,0,25,25,6624,163,675,1373249,16,80336,40,49,147189572,1352,1,0,39,39,14,175,675,0,0,0,59978360,1845,5829463122,0,675,340,2,1,14,14,362,1,5829532491,5782992565,132346842,448969471,448985855,1,2,1,19754656724,73389,73389,14,14,14,448969471,5,3,332958,1408598,2217989,44502,5829532491,1373249,57762794,1573
1156216.23,253952,62,320941,21145074886,0,0,0,0,25,25,6624,167,675,1478340,16,86246,40,49,147720476,1352,1,0,39,39,14,175,675,0,0,0,64489413,3725,6231407701,0,675,340,2,1,14,14,362,1,6230644073,6184891328,140564827,480227035,480227035,1,2,1,21129268644,73389,73389,14,14,14,480210651,5,3,338378,1516327,2347615,47569,6230644073,1478340,62144401,1573
