timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
104817.86,1,253952,62,8303,546377618,2,3240333,82,5,5,4598,111,0,558,79404,0,29,3241,10,95758857,1118,1,0,4,4224,10177878,8,40711512,9,19,0,4,621,558,0,0,4560660,135381,203017004,0,558,579,0,3,1,14,14,4803,3,204153389,174936344,7918861,10323191,10323191,1,3,1,536805964,73389,73389,14,14,14,10323195,10,3,84218,81000,252946,1754,204153389,79404,4307883,1909
106824.59,1,253952,62,17163,1129874154,2,4449033,167,5,5,4598,146,0,558,148230,0,29,6707,10,97037853,1118,1,0,4,4224,21256570,8,84961628,9,19,0,4,621,558,0,0,9340250,198490,388379179,0,558,579,0,3,1,14,14,4803,3,388411261,358342676,13951455,21559568,21559568,1,3,1,1121097568,73389,73389,14,14,14,21559572,10,3,87560,151474,327650,3236,388411261,148230,9012953,1909
108833.53,1,253952,62,26030,1713805310,2,5789258,249,5,5,4598,235,0,558,216826,0,29,10230,10,98292717,1118,1,0,4,4224,32319282,8,129277128,9,19,0,4,621,558,0,0,13998479,233404,575767952,0,558,579,0,3,1,14,14,4803,3,575745829,542482313,19980275,32779561,32779561,1,3,1,1704537204,73389,73389,14,14,14,32779565,10,3,93834,221782,410584,4847,575745829,216826,13588438,1909
110839.49,1,253952,62,35373,2329209120,2,7130498,327,5,5,4598,272,0,558,281664,0,29,13888,10,100138815,1118,1,0,4,4224,43993643,8,175974572,9,19,0,4,621,558,0,0,18635494,248996,763341784,0,558,579,0,3,1,14,14,4803,3,762732201,736025546,25975961,44619987,44619987,1,3,1,2320239356,73389,73389,14,14,14,44619991,10,3,100897,288221,492561,6359,762732201,281664,18143675,1909
112845.00,1,253952,62,45188,2975328734,2,8613273,396,5,5,4598,361,0,567,351539,0,29,17748,10,102615113,1136,1,0,4,4224,56146219,8,224520320,9,19,0,4,621,567,0,0,23207434,249358,983164314,0,567,588,0,3,1,14,14,4803,3,982723010,940722763,32029831,56962284,56978668,1,3,1,2962038800,73389,73389,14,14,14,56962288,10,3,104295,359802,565710,8239,982723010,351539,22642670,1937
114853.47,1,253952,62,54876,3613555978,2,9981521,455,5,5,4598,400,0,585,419192,0,29,21507,10,107445784,1172,1,0,4,4224,68130324,8,272521296,9,19,0,4,621,585,0,0,27595797,249545,1207136804,0,585,603,0,3,1,14,14,4803,3,1206267875,1143422895,37756787,69134264,69134264,1,3,1,3594981760,73389,73389,14,14,14,69134268,10,3,108836,429172,647785,10060,1206267875,419192,26949150,1995
116858.26,1,253952,62,65069,4284798114,2,11350017,540,5,5,4598,474,4,594,488925,0,29,25491,10,110247584,1190,1,0,4,4224,80741184,8,322899924,9,19,0,4,621,594,0,0,32514357,249786,1434270752,0,594,612,0,3,1,14,14,4803,3,1433733633,1356219472,44056739,81924962,81941346,1,3,1,4260098056,73389,73389,14,14,14,81924966,10,3,112127,500762,735925,11980,1433733633,488925,31779781,2023
118862.13,1,253952,62,75198,4952726764,2,12757643,610,5,5,4598,531,4,594,550437,0,29,29454,10,111828230,1190,1,0,4,4224,93330138,8,373320552,9,19,0,4,621,594,0,0,37114721,249945,1660034694,0,594,612,0,3,1,14,14,4803,3,1659279700,1567899847,50077203,94692799,94709183,1,3,1,4924025580,73389,73389,14,14,14,94692803,10,3,117265,563992,800919,13836,1659279700,550437,36315359,2023
120865.81,1,253952,62,85556,5634722010,2,14326057,670,5,5,4598,607,4,594,613803,0,29,33496,10,113071028,1190,1,0,4,4224,106101744,8,424406976,9,19,0,4,621,594,0,0,41546982,250160,1898068102,0,594,612,0,3,1,14,14,4803,3,1897135595,1784519930,56042490,107696489,107696489,1,3,1,5599365492,73389,73389,14,14,14,107680109,10,3,127192,629026,884954,15845,1897135595,613803,40663775,2023
122869.53,1,253952,62,95964,6321526438,2,15905176,730,5,5,4598,663,6,594,675861,0,29,37571,10,115544558,1190,1,0,4,4224,119089033,8,476300064,9,19,0,4,621,594,0,0,45997687,250333,2133845772,0,594,612,0,3,1,14,14,4803,3,2132197254,2001908050,62105154,120820456,120820456,1,3,1,6282663744,73389,73389,14,14,14,120820460,10,3,133667,692787,970820,17770,2132197254,675861,45028804,2023
124874.11,1,253952,62,106328,7003649448,2,17537535,787,5,5,4598,753,6,594,737651,0,29,41644,10,115918604,1190,1,0,4,4224,131911862,8,527647448,9,19,0,4,621,594,0,0,50383532,250501,2372719421,0,594,612,0,3,1,14,14,4803,3,2370744843,2218447381,68122381,133826305,133826305,1,3,1,6958967892,73389,73389,14,14,14,133826309,10,3,138727,756280,1037769,19802,2370744843,737651,49347881,2023
126878.86,1,253952,62,116744,7692257160,2,19112012,847,5,5,4598,794,6,621,800132,0,29,45686,10,124456410,1244,1,0,4,4224,144812429,8,579185256,9,19,0,4,621,621,0,0,54826416,250683,2606660873,0,621,626,0,3,1,14,14,4803,3,2604497052,2436970234,74137484,146911027,146911027,1,3,1,7639373436,73389,73389,14,14,14,146911031,10,3,144416,820409,1126717,21693,2604497052,800132,53702009,2108
128882.23,1,253952,62,123699,8150871418,3,21178136,886,5,5,4598,859,6,657,836318,0,29,48433,10,131356253,1316,1,0,4,4224,153485825,8,613878644,9,19,0,4,621,657,0,0,57529298,250857,2764909431,0,657,639,0,3,1,14,14,4803,3,2763556896,2582255425,78904877,155708347,155708347,1,3,1,8096834076,73389,73389,14,14,14,155708351,10,3,146854,857622,1163714,23044,2763556896,836318,56367996,2189
130886.91,1,253952,62,133695,8808614914,3,22791407,960,6,6,4598,897,6,693,893373,0,29,52320,10,138201606,1388,1,0,4,4224,165870854,8,663418760,9,20,0,4,621,693,0,0,61922985,250994,2983302221,0,693,656,0,3,1,14,14,4803,3,2980704107,2790700562,84910208,168269669,168269669,1,3,1,8750022820,73389,73389,14,14,14,168269673,10,3,152408,916214,1240683,24801,2980704107,893373,60684915,2289
132891.21,3,253952,62,144513,9520744654,3,23819331,1063,6,6,4598,990,6,693,962871,0,29,56559,10,138515322,1388,1,0,4,4224,179240942,8,716834564,9,20,0,4,621,693,0,0,66907265,251219,3230346387,0,693,656,0,3,1,14,14,4803,3,3227784685,3016631719,90920762,181846799,181846799,1,3,1,9456033580,73389,73389,14,14,14,181846803,10,3,154971,987585,1329668,26884,3227784685,962871,65580445,2289
134895.33,3,253952,62,155280,10229845774,3,24935305,1167,6,6,4598,1037,6,702,1028951,0,29,60759,10,140014483,1406,1,0,4,4224,192599703,8,770398812,9,20,0,4,621,702,0,0,71807992,251492,3469047555,0,702,667,0,3,1,14,14,4803,3,3466394150,3241277413,96933611,195397194,195397194,1,3,1,10160654120,73389,73389,14,14,14,195397198,10,3,157138,1055396,1405688,28807,3466394150,1028951,70404371,2321
136899.51,3,253952,62,165587,10908824466,3,26445285,1233,6,6,4598,1123,6,702,1092755,0,29,64796,10,140026549,1406,1,0,4,4224,205337683,8,821350732,9,20,0,4,621,702,0,0,76300471,251764,3709409816,0,702,667,0,3,1,14,14,4803,3,3706944666,3456862431,102935320,208333189,208333189,1,3,1,10833325860,73389,73389,14,14,14,208333193,10,3,160853,1120896,1485497,30828,3706944666,1092755,74818251,2321
138903.50,3,253952,62,176646,11637399946,4,28600633,1309,7,7,4598,1174,6,720,1162846,0,29,69090,10,143676408,1442,1,0,4,4224,219061966,8,876118608,9,21,0,4,621,720,0,0,81396835,262467,3946661542,0,720,678,0,3,1,14,14,4803,3,3943977096,3687455801,110177241,222252224,222252224,1,3,1,11557115680,73389,73389,14,14,14,222252228,10,3,165914,1192810,1578683,32752,3943977096,1162846,79821658,2377
140908.84,3,253952,62,187462,12350753192,4,29720361,1401,7,7,4598,1264,6,774,1232797,0,29,73363,10,153282760,1550,1,0,4,4224,232502260,8,930009040,9,21,0,4,621,774,0,0,86296453,262652,4193206709,0,774,723,0,3,1,14,14,4803,3,4189644621,3913326494,116211586,235884095,235884095,1,3,1,12265972972,73389,73389,14,14,14,235884099,10,3,168471,1264575,1653632,34825,4189644621,1232797,84646556,2545
142914.39,3,253952,62,197991,13043955094,4,30760815,1480,7,7,4598,1309,6,774,1297730,0,29,77466,10,153608542,1550,1,0,4,4224,245599678,8,982398712,9,21,0,4,621,774,0,0,90933764,262874,4422025290,0,774,723,0,3,1,14,14,4803,3,4418257614,4132488323,121888938,249149929,249149929,1,3,1,12955796340,73389,73389,14,14,14,249149933,10,3,170820,1331081,1732513,36666,4418257614,1297730,89205180,2545
