timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,QueryTimeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectQueryTimeMicroseconds,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
729007.13,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
731014.32,0,253952,62,7951,522729778,0,1139756,0,47,3,3,9685,107,0,558,63347,0,17,3101,18,30,95179689,1118,1,0,4,969,9730204,4,38920816,17,17,0,14,96,558,0,0,3894826,50708,193121201,0,558,300,0,3,1,14,14,1440,0,3,193482410,167551268,5071648,9868757,9868757,1,3,1,0,513175396,73389,73389,14,14,14,9868761,7,3,84309,64734,192115,1670,193482410,63347,3702858,1160
733021.10,0,253952,62,17020,1120840354,0,2425211,0,128,3,3,9685,143,0,567,128289,0,17,6652,18,30,99187259,1136,1,0,4,969,21067792,4,84206552,17,17,0,14,96,567,0,0,8583502,126759,385181654,0,567,308,0,3,1,14,14,1440,0,3,385093028,355510239,11117882,21385377,21385377,1,3,1,0,1112039636,73389,73389,14,14,14,21385381,7,3,91104,131351,279835,3210,385093028,128289,8304011,1187
735025.56,0,253952,62,24191,1592724120,1,4711418,0,176,3,3,9685,218,1,576,174311,0,17,9500,18,30,102449960,1154,1,0,4,969,29991985,4,119967940,17,17,0,14,96,576,0,0,11926564,159696,542255801,0,576,317,0,3,1,14,14,1440,0,3,541903804,504144881,16773928,30436649,30453033,1,3,1,0,1582705780,73389,73389,14,14,14,30436653,7,3,93272,178674,345735,4577,541903804,174311,11581302,1217
737034.31,0,253952,62,31840,2096241194,1,6168131,0,217,4,4,9685,241,1,576,220071,0,17,12479,19,30,103741022,1154,1,0,4,969,39506356,4,158025424,18,18,0,14,108,576,0,0,15417264,191039,696114238,0,576,317,0,3,1,14,14,1440,0,3,696718610,662867168,21727952,40129056,40129056,1,3,1,0,2085858976,73389,73389,14,14,14,40112676,7,3,98954,225650,401620,5817,696718610,220071,15016260,1217
739040.51,0,253952,62,41514,2733452630,1,7394938,0,302,4,4,9685,335,2,612,285587,0,17,16314,19,30,111282213,1226,1,0,4,969,51572890,4,206226908,18,18,0,14,108,612,0,0,20166350,242499,897001110,0,612,344,0,3,1,14,14,1440,0,3,896574842,863924517,27768022,52341996,52358380,1,3,1,0,2721783824,73389,73389,14,14,14,52342000,7,3,106411,292864,492552,7540,896574842,285587,19674608,1338
741045.14,0,253952,62,49192,3239123634,2,9714671,0,351,4,4,9685,359,2,612,332313,0,17,19325,19,30,112826661,1226,1,0,4,969,61183659,4,244734636,18,18,0,14,108,612,0,0,23691198,266042,1054697903,0,612,344,0,3,1,14,14,1440,0,3,1054754663,1022998996,33631335,62089588,62089588,1,3,1,0,3228658608,73389,73389,14,14,14,62089592,7,3,113167,340816,562595,8802,1054754663,332313,23129558,1338
743052.21,0,253952,62,56619,3727778000,2,11053569,0,376,5,5,9685,432,2,621,376048,0,17,22259,19,30,115301929,1244,1,0,4,969,70426029,4,281704116,18,19,0,14,108,621,0,0,26995456,293689,1212922651,0,621,349,0,3,1,14,14,1440,0,3,1212090359,1177151794,38301012,71464666,71464666,1,3,1,0,3716162664,73389,73389,14,14,14,71464670,7,3,117985,385736,627569,10152,1212090359,376048,26368972,1362
745058.50,2,253952,62,66076,4351002828,2,12282065,0,466,5,5,9685,469,2,621,440607,0,17,25962,19,30,116870509,1244,1,0,4,969,82243885,4,328910900,18,19,0,14,108,621,0,0,31762142,328967,1410108780,0,621,349,0,3,1,14,14,1440,0,3,1409080592,1373022189,44322216,83466773,83466773,1,3,1,0,4340272228,73389,73389,14,14,14,83466777,7,3,129425,451865,721354,11739,1409080592,440607,31042073,1362
747065.83,3,253952,62,75590,4977649492,2,13519066,0,554,5,5,9685,545,2,621,507446,0,17,29717,19,30,118439089,1244,1,0,4,969,94114937,4,376395160,18,19,0,14,108,621,0,0,36511682,361143,1612236536,0,621,349,0,3,1,14,14,1440,0,3,1611547984,1570948235,50334366,95487423,95487423,1,3,1,0,4965346028,73389,73389,14,14,14,95487427,7,3,134171,520393,805503,13453,1611547984,507446,35707676,1362
749072.93,3,253952,62,85240,5613245250,2,14720743,0,645,5,5,9685,600,3,621,570858,0,17,33508,19,30,119416435,1244,1,0,4,969,106158105,4,424632420,18,19,0,14,108,621,0,0,41308176,396434,1807992243,0,621,349,0,3,1,14,14,1440,0,3,1806433899,1770832514,56359596,107721065,107721065,1,3,1,0,5601495412,73389,73389,14,14,14,107721069,7,3,140646,585462,880486,15047,1806433899,570858,40429391,1362
751077.91,4,253952,62,95196,6268734492,2,15983254,0,731,5,5,9685,644,3,639,632986,0,17,37402,19,30,123889248,1280,1,0,4,969,118564522,4,474258088,18,19,0,14,108,639,0,0,46058952,419910,2016685515,0,639,363,0,3,1,14,14,1440,0,3,2014789425,1977569452,62393241,120304804,120304804,1,3,1,0,6255849840,73389,73389,14,14,14,120304808,7,3,145054,649252,962251,16735,2014789425,632986,45098597,1419
753083.17,4,253952,62,105350,6938011958,2,17402515,0,802,5,5,9685,735,3,666,692130,0,17,41423,19,30,130025344,1334,1,0,4,969,131252123,4,524943832,18,19,0,14,108,666,0,0,50630284,425744,2228053338,0,666,378,0,3,1,14,14,1440,0,3,2226214690,2188426216,68388013,133156720,133156720,1,3,1,0,6924149472,73389,73389,14,14,14,133156724,7,3,149119,709987,1041315,18539,2226214690,692130,49591075,1484
755087.94,4,253952,62,115584,7614559392,2,18955535,0,865,5,5,9685,779,3,666,749525,0,17,45452,19,30,132740194,1334,1,0,4,969,144069580,4,576278320,18,19,0,14,108,666,0,0,55095032,425901,2444822527,0,666,378,0,3,1,14,14,1440,0,3,2443328623,2401419266,74404044,146157363,146173747,1,3,1,0,7600182908,73389,73389,14,14,14,146157367,7,3,155870,768919,1118401,20286,2443328623,749525,53978933,1484
757092.32,4,253952,62,126002,8300812580,2,20583020,0,920,5,5,9685,867,3,666,807929,0,17,49563,19,30,132740194,1334,1,0,4,969,157034188,4,628136752,18,19,0,14,108,666,0,0,59484692,425976,2668681614,0,666,378,0,3,1,14,14,1440,0,3,2666613673,2618487779,80419931,159306350,159306350,1,3,1,0,8283930232,73389,73389,14,14,14,159306354,7,3,161286,828882,1182483,22174,2666613673,807929,58304701,1484
759096.61,4,253952,62,136313,8980946300,2,22280306,0,967,5,5,9685,910,3,666,860692,0,17,53599,19,30,133053910,1334,1,0,4,969,169911019,4,679579488,18,19,0,14,108,666,0,0,63771332,426125,2880591278,0,666,378,0,3,1,14,14,1440,0,3,2878602845,2832565586,86393278,172399708,172399708,1,3,1,0,8964784848,73389,73389,14,14,14,172399712,7,3,163164,883084,1235351,23886,2878602845,860692,62538643,1484
761101.38,4,253952,62,146757,9668843094,2,23983953,0,1017,5,5,9685,998,3,675,914900,0,17,57722,19,30,134866519,1352,1,0,4,969,182922578,4,731625860,18,19,0,14,108,675,0,0,68094211,426285,3097725206,0,675,382,0,3,1,14,14,1440,0,3,3096615938,3049477353,92402712,185597847,185597847,1,3,1,0,9651088076,73389,73389,14,14,14,185597851,7,3,165333,938786,1291301,25737,3096615938,914900,66805734,1509
763106.08,4,253952,62,157263,10360359864,2,25671199,0,1065,5,5,9685,1044,3,738,974231,0,17,61800,19,30,146219632,1478,1,0,4,969,195913543,4,783654172,18,19,0,14,108,738,0,0,72418006,426380,3342388714,0,738,419,0,3,1,14,14,1440,0,3,3340189539,3268967205,98349057,198773569,198773569,1,3,1,0,10336225620,73389,73389,14,14,14,198773573,7,3,169177,999703,1359238,27728,3340189539,974231,71061763,1666
765110.25,4,253952,62,167927,11062421192,2,27343150,0,1117,6,6,9685,1133,8,792,1034370,0,17,65970,20,30,155538490,1586,1,0,4,969,209043344,4,836173376,19,20,0,14,116,792,0,0,76824381,426514,3584653279,0,792,435,0,3,1,14,14,1440,0,3,3582032056,3492160407,104514071,212121323,212154091,1,3,1,0,11030308828,73389,73389,14,14,14,212121327,7,3,173191,1061485,1431408,29753,3582032056,1034370,75395190,1791
767114.42,4,253952,62,178610,11766318938,3,29963557,0,1159,7,7,9685,1178,8,792,1093401,0,17,70125,20,30,155538490,1586,1,0,4,969,222294066,4,889176264,19,21,0,14,116,792,0,0,81185776,426775,3826629752,0,792,435,0,3,1,14,14,1440,0,3,3825150548,3715072232,111496625,225579447,225595831,1,3,1,0,11730131276,73389,73389,14,14,14,225579451,7,3,176138,1122091,1502302,31723,3825150548,1093401,79686833,1791
769118.64,4,253952,62,189468,12481733748,4,32644401,0,1199,7,7,9685,1266,8,819,1152762,0,17,74377,20,30,160918624,1640,1,0,4,969,235735518,4,942877516,19,21,0,14,116,819,0,0,85494930,426960,4080980194,0,819,454,0,3,1,14,14,1440,0,3,4077491301,3942675098,118485447,239195378,239195378,1,3,1,0,12438159688,73389,73389,14,14,14,239195382,7,3,181724,1183090,1589143,33831,4077491301,1152762,83909310,1856
771123.06,4,253952,62,200289,13194072162,4,34494420,0,1233,7,7,9685,1354,8,864,1210919,0,17,78615,20,30,169677225,1730,1,0,4,969,249117047,4,996403472,19,21,0,14,116,864,0,0,89717290,427111,4322176622,0,864,474,0,3,1,14,14,1440,0,3,4319106608,4168807478,124424175,252766475,252766475,1,3,1,0,13143856732,73389,73389,14,14,14,252766479,7,3,184528,1242803,1656048,35871,4319106608,1210919,88064912,1965
773127.36,4,253952,62,211203,13913244636,4,36156160,0,1265,7,7,9685,1400,8,873,1268180,0,17,82867,20,30,171501339,1748,1,0,4,969,262680666,4,1050657928,19,21,0,14,116,873,0,0,93952692,427223,4562450010,0,873,478,0,3,1,14,14,1440,0,3,4559577008,4396309258,130453862,266523385,266523385,1,3,1,0,13859216052,73389,73389,14,14,14,266523389,7,3,191784,1301579,1723901,37840,4559577008,1268180,92232609,1987
775131.48,4,253952,62,219068,14433656468,5,38337748,0,1305,7,7,9685,1467,8,954,1306557,0,17,85972,20,30,185554600,1910,1,0,4,969,272451872,4,1089807488,19,21,0,14,116,954,0,0,96782895,427313,4744745551,0,954,488,0,3,1,14,14,1440,0,3,4740975427,4561395243,135464308,276433929,276433929,1,3,1,0,14374564340,73389,73389,14,14,14,276433933,7,3,195221,1341016,1772912,39385,4740975427,1306557,95013918,2104
777136.74,4,253952,62,227905,15015344026,5,39519633,0,1344,8,8,9685,1502,8,954,1347370,0,17,89434,20,30,186169966,1910,1,0,4,969,283516586,4,1133937056,19,22,0,14,116,954,0,0,100100581,427352,4925276549,0,954,488,0,3,1,14,14,1440,0,3,4922038605,4744328388,139936205,287656081,287656081,1,3,1,0,14958116244,73389,73389,14,14,14,287656085,7,3,200131,1382996,1821849,40849,4922038605,1347370,98282793,2104
779141.44,4,253952,62,238543,15717197602,5,41204393,0,1370,8,8,9685,1585,9,954,1402328,0,17,93631,20,30,186483682,1910,1,0,4,969,296763032,4,1187052128,19,22,0,14,116,954,0,0,104261278,427439,5152575699,0,954,488,0,3,1,14,14,1440,0,3,5148537742,4966113045,145807897,301091344,301091344,1,3,1,0,15656749920,73389,73389,14,14,14,301091348,7,3,202167,1439508,1871677,42769,5148537742,1402328,102393801,2104
781146.31,4,253952,62,249177,16417896150,5,43143755,0,1411,8,8,9685,1635,9,954,1459846,0,17,97787,20,30,186797398,1910,1,0,4,969,310000023,4,1240000092,19,22,0,14,116,954,0,0,108511718,427554,5384997227,0,954,488,0,3,1,14,14,1440,0,3,5380948440,5187317175,151996663,314516700,314533084,1,3,1,0,16354868432,73389,73389,14,14,14,314516704,7,3,206498,1498643,1924669,44680,5380948440,1459846,106591406,2104
783150.75,4,253952,62,258365,17022538580,6,45342735,0,1468,8,8,9685,1706,9,954,1508368,0,17,101399,20,30,187111114,1910,1,0,4,969,321421474,4,1285685896,19,22,0,14,116,954,0,0,112088522,427668,5587182361,0,954,488,0,3,1,14,14,1440,0,3,5582982206,5378303465,157770331,326115684,326115684,1,3,1,0,16958015600,73389,73389,14,14,14,326115688,7,3,207924,1548553,1983500,46374,5582982206,1508368,110109519,2104
785155.15,4,253952,62,266948,17586964628,6,46982408,0,1488,9,9,9685,1782,9,954,1552545,0,17,104773,20,30,187111114,1910,1,0,4,969,332069319,4,1328277276,19,23,0,14,116,954,0,0,115391775,427786,5774519326,0,954,488,0,3,1,14,14,1440,0,3,5770330588,5557143433,162714421,336899786,336899786,1,3,1,0,17518788904,73389,73389,14,14,14,336899790,7,3,213274,1593972,2045375,47966,5770330588,1552545,113351013,2104
787159.49,4,253952,62,276043,18187056658,7,49168048,0,1536,9,9,9685,1818,9,963,1595648,0,17,108339,20,30,188609807,1928,1,0,4,969,343446126,4,1373784504,19,23,0,14,116,963,0,0,118856567,427897,5965468464,0,963,491,0,3,1,14,14,1440,0,3,5961018989,5745966950,168362523,348438823,348438823,1,3,1,0,18118818828,73389,73389,14,14,14,348438827,7,3,214748,1638306,2091457,49507,5961018989,1595648,116769854,2119
789163.87,4,253952,62,285105,18783164034,7,50933826,0,1564,10,10,9685,1892,11,1098,1643851,0,17,111876,20,30,211428466,2198,1,0,4,969,354628060,4,1418447612,19,24,0,14,116,1098,0,0,122331871,428001,6171382915,0,1098,621,0,3,1,14,14,1440,0,3,6166803854,5935000868,173604031,359812749,359812749,1,3,1,0,18710262980,73389,73389,14,14,14,359812753,7,3,220222,1687843,2151412,51241,6166803854,1643851,120185337,2414
791168.42,4,253952,62,296201,19514755580,7,52524956,0,1632,10,10,9685,1939,11,1098,1703171,0,17,116230,20,30,212659198,2198,1,0,4,969,368493818,4,1473975272,19,24,0,14,116,1098,0,0,126747105,428188,6403080902,0,1098,621,0,3,1,14,14,1440,0,3,6399123799,6165500364,179565234,373858538,373858538,1,3,1,0,19440644008,73389,73389,14,14,14,373858542,7,3,222600,1748678,2221263,53118,6399123799,1703171,124530886,2414
793172.98,4,253952,62,307295,20245854074,7,54136316,0,1691,10,10,9685,2027,11,1170,1765944,0,17,120580,20,30,224894579,2342,1,0,4,969,382227685,4,1528910740,19,24,0,14,116,1170,0,0,131104702,428313,6652023516,0,1170,665,0,3,1,14,14,1440,0,3,6647120490,6397110333,185536675,387822407,387822407,1,3,1,0,20166765196,73389,73389,14,14,14,387822411,7,3,223839,1813082,2293218,55203,6647120490,1765944,128816686,2585
795178.28,4,253952,62,318010,20951843278,7,55873481,0,1727,10,10,9685,2077,11,1188,1821794,0,17,124780,20,30,228159374,2378,1,0,4,969,395620297,4,1582416752,19,24,0,14,116,1188,0,0,135291453,428387,6875506469,0,1188,677,0,3,1,14,14,1440,0,3,6871450968,6619664830,191499990,401380550,401380550,1,3,1,0,20871788632,73389,73389,14,14,14,401380554,7,3,225233,1870408,2366179,57041,6871450968,1821794,132930624,2636
797182.46,4,253952,62,328855,21666683638,7,57776955,0,1763,10,10,9685,2158,11,1242,1882292,0,17,129018,20,30,237789960,2486,1,0,4,969,409007641,4,1636030564,19,24,0,14,116,1242,0,0,139499169,428519,7122660066,0,1242,719,0,3,1,14,14,1440,0,3,7117957814,6846630877,197610583,414992163,414992163,1,3,1,0,21579592508,73389,73389,14,14,14,414992167,7,3,228551,1932495,2424261,59094,7117957814,1882292,137080419,2768
799186.85,4,253952,62,339800,22388970482,7,59643679,0,1793,10,10,9685,2233,11,1242,1940788,0,17,133318,20,30,238103676,2486,1,0,4,969,422614102,4,1690391580,19,24,0,14,116,1242,0,0,143666757,428691,7368599586,0,1242,719,0,3,1,14,14,1440,0,3,7363251806,7075351968,203644403,428802099,428802099,1,3,1,0,22297709180,73389,73389,14,14,14,428802103,7,3,229162,1992532,2492182,61132,7363251806,1940788,141180236,2768
801190.83,4,253952,62,350640,23103459030,7,61416959,0,1820,10,10,9685,2296,11,1242,2000026,0,17,137570,20,30,238103676,2486,1,0,4,969,436104301,4,1744417204,19,24,0,14,116,1242,0,0,147853738,428778,7606356569,0,1242,719,0,3,1,14,14,1440,0,3,7600743845,7301231421,209604063,442471056,442487440,1,3,1,0,23008494944,73389,73389,14,14,14,442471060,7,3,230082,2053293,2552159,63082,7600874917,2000026,145307403,2768
803194.98,4,253952,62,360198,23732699694,7,62944126,0,1871,10,10,9685,2372,11,1242,2053348,0,17,141310,20,30,238441524,2486,1,0,4,969,447941202,4,1791764808,19,24,0,14,116,1242,0,0,151532133,428915,7825004233,0,1242,719,0,3,1,14,14,1440,0,3,7819503844,7501218709,214775525,454461097,454461097,1,3,1,0,23631977076,73389,73389,14,14,14,454461101,7,3,232330,2108018,2618929,64919,7819503844,2053348,148919169,2768
805199.98,4,253952,62,367880,24238005410,9,65707232,0,1899,12,12,9685,2402,11,1242,2095343,0,17,144292,20,30,238743174,2486,1,0,4,969,457474571,4,1829833704,19,26,0,14,116,1242,0,0,154503126,428951,7994074580,0,1242,719,0,3,1,14,14,1440,0,3,7988819152,7660897690,220467179,464147471,464147471,1,3,1,0,24135668524,73389,73389,14,14,14,464147475,7,3,240304,2151066,2677912,66281,7988819152,2095343,151831294,2768
807204.67,4,253952,62,378622,24945338590,9,67313422,0,1964,12,12,9685,2485,11,1251,2168194,0,17,148505,20,30,240579836,2504,1,0,4,969,470783146,4,1883067888,19,26,0,14,116,1251,0,0,158907623,429116,8240781582,0,1251,728,0,3,1,14,14,1440,0,3,8235233305,7884996557,226551220,477646555,477646555,1,3,1,0,24837620892,73389,73389,14,14,14,477646559,7,3,244503,2225604,2768857,68354,8235233305,2168194,156145014,2799
809209.63,4,253952,62,389067,25633312986,9,69029041,0,2001,12,12,9685,2537,11,1269,2222948,0,17,152588,20,30,244193228,2540,1,0,4,969,483765574,4,1935062296,19,26,0,14,116,1269,0,0,163218676,429194,8466389498,0,1269,739,0,3,1,14,14,1440,0,3,8460565127,8102407380,232576756,490828310,490828310,1,3,1,0,25523072152,73389,73389,14,14,14,490828314,7,3,247192,2281845,2842866,70192,8460565127,2222948,160382224,2843
811213.86,4,253952,62,399526,26322216952,9,70817120,0,2033,12,12,9685,2617,11,1287,2281386,0,17,156673,20,30,247492940,2576,1,0,4,969,496678573,4,1986649696,19,26,0,14,116,1287,0,0,167442918,429291,8712467809,0,1287,749,0,3,1,14,14,1440,0,3,8706612520,8321304420,238588573,503944529,503944529,1,3,1,0,26205115540,73389,73389,14,14,14,503944533,7,3,250249,2341899,2909840,72248,8706612520,2281386,164539669,2886
