timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
1020915.59,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
1022919.80,253952,62,24552,1616484594,0,0,0,0,31,31,4813,118,675,119082,2,39,2720,46,115,140034434,1352,1,0,45,45,10,14,266,675,0,0,0,2270601,53,523210769,0,673,309,2,2,1,14,14,317,1,527301424,476330038,2499268,36385756,36385756,1,2,1,1600252368,73389,73389,14,14,14,36369372,6,3,361354,121256,702426,4042,527301424,119082,1568273,1528
1024923.50,253952,62,46940,3091680188,0,0,0,0,31,31,4813,121,675,197142,2,39,8990,46,115,140565338,1352,1,0,45,45,10,14,266,675,0,0,0,6331482,101,955530442,0,673,309,2,2,1,14,14,317,1,958528304,907634325,9027194,69908186,69908186,1,2,1,3075960184,73389,73389,14,14,14,69908186,6,3,368640,201529,815129,7332,958528304,197142,5516632,1528
1026927.11,253952,62,69098,4552043822,0,0,0,0,31,31,4813,125,675,273073,2,39,15257,46,115,141361694,1352,1,0,45,45,10,14,266,675,0,0,0,10387005,160,1383652416,0,673,309,2,2,1,14,14,317,1,1385036592,1334556598,15054263,103100777,103117161,1,2,1,4536434188,73389,73389,14,14,14,103100777,6,3,375243,279661,911080,10586,1385036592,273073,9476379,1528
1028930.75,253952,62,91388,6020804822,0,0,0,0,31,31,4813,129,675,348103,2,39,21554,46,115,141892598,1352,1,0,45,45,10,14,266,675,0,0,0,14426456,195,1811250207,0,673,309,2,2,1,14,14,317,1,1814166320,1763856298,21114133,136483943,136483943,1,2,1,6004572596,73389,73389,14,14,14,136467559,6,3,381114,356775,1022655,13860,1814166320,348103,13404428,1528
1030934.90,253952,62,113559,7481767038,5,5000317,0,6,31,31,4813,132,675,428639,2,39,27767,46,115,142423502,1352,1,0,45,45,10,14,266,675,0,0,0,18588111,328,2240425451,0,673,309,2,2,1,14,14,317,1,2240936752,2190981674,64245251,169678693,169695077,1,2,1,7465862492,73389,73389,14,14,14,169678693,6,3,395026,439587,1144565,17116,2240936752,428639,17444345,1528
1032938.93,253952,62,135358,8918084410,7,7000485,0,7,31,31,4813,136,675,508333,2,39,33932,46,115,142942340,1352,1,0,45,45,10,14,266,675,0,0,0,22682580,463,2657536701,0,673,309,2,2,1,14,14,317,1,2660629296,2610816641,107482910,202318546,202334930,1,2,1,8902016024,73389,73389,14,14,14,202318546,6,3,407028,521473,1260131,20318,2660629296,508333,21423414,1528
1034942.93,253952,62,157814,10397134562,7,7000485,0,7,31,31,4813,140,675,588689,2,39,40235,46,115,143473244,1352,1,0,45,45,10,14,266,675,0,0,0,26694720,550,3089172852,0,673,309,2,2,1,14,14,317,1,3091958736,3043119194,113444720,235947472,235947472,1,2,1,10381688768,73389,73389,14,14,14,235947472,6,3,411145,603899,1361105,23612,3091958736,588689,25334773,1528
1036946.81,253952,62,180155,11869237898,7,7000485,0,7,31,31,4813,143,675,679521,2,39,46529,46,115,144004148,1352,1,0,45,45,10,14,266,675,0,0,0,30716991,679,3518606328,0,673,309,2,2,1,14,14,317,1,3522005968,3473418164,119461183,269404366,269404366,1,2,1,11853792104,73389,73389,14,14,14,269404366,6,3,417105,696680,1483137,26893,3522005968,679521,29235184,1528
1038951.38,253952,62,201894,13301888562,7,7000485,0,7,31,31,4813,147,675,778317,2,39,52679,46,115,144800504,1352,1,0,45,45,10,14,266,675,0,0,0,34902826,764,3939911399,0,673,309,2,2,1,14,14,317,1,3940518864,3892146682,131562447,301951948,301968332,1,2,1,13285885712,73389,73389,14,14,14,301951948,6,3,426785,797661,1625480,30086,3940518864,778317,33278853,1528
1040956.03,253952,62,223906,14752165102,7,7000485,0,7,31,31,4813,150,675,879432,2,39,58847,46,115,145331408,1352,1,0,45,45,10,14,266,675,0,0,0,39075459,842,4362005333,0,673,309,2,2,1,14,14,317,1,4363881424,4316150762,138119077,334927673,334927673,1,2,1,14736096716,73389,73389,14,14,14,334911289,6,3,432233,901044,1740934,33316,4363881424,879432,37336202,1528
1042959.72,253952,62,245834,16197202070,7,7000485,0,7,31,31,4813,154,675,975663,2,39,65048,46,115,145862312,1352,1,0,45,45,10,14,266,675,0,0,0,43222123,883,4786194929,0,673,309,2,2,1,14,14,317,1,4786195408,4738567518,144202235,367753783,367770167,1,2,1,16181166452,73389,73389,14,14,14,367753783,6,3,435826,999455,1872668,36538,4786195408,975663,41351319,1528
1044964.56,253952,62,267505,17625130834,7,7000485,0,7,31,31,4813,157,675,1075060,2,39,71123,46,115,146393216,1352,1,0,45,45,10,14,266,675,0,0,0,47484845,996,5204224726,0,673,309,2,2,1,14,14,317,1,5203659728,5155972760,154851340,400221604,400221604,1,2,1,17609029680,73389,73389,14,14,14,400205220,6,3,447825,1101220,2008804,39723,5203659728,1075060,45478082,1528
1046968.83,253952,62,288865,19031986466,7,7000485,0,7,31,31,4813,161,675,1180284,2,39,77168,46,115,146924120,1352,1,0,45,45,10,14,266,675,0,0,0,51727652,1102,5612818354,0,673,309,2,2,1,14,14,317,1,5613787979,5567188335,176980429,432200064,432200064,1,2,1,19016802816,73389,73389,14,14,14,432200064,6,3,456136,1208729,2154341,42856,5613787979,1180284,49575521,1528
1048973.45,253952,62,310110,20431538142,7,7000485,0,7,31,31,4813,166,675,1280188,2,39,83229,46,115,147455024,1352,1,0,45,45,10,14,266,675,0,0,0,55959910,1193,6022616203,0,673,309,2,2,1,14,14,317,1,6022239593,5976259719,183902346,464012525,464012525,1,2,1,20416551100,73389,73389,14,14,14,464012525,6,3,461796,1310813,2284925,45979,6022239593,1280188,53677366,1528
1050977.92,253952,62,331873,21865496218,7,7000485,0,7,31,31,4813,169,675,1373028,2,39,89339,46,115,148251380,1352,1,0,45,45,10,14,266,675,0,0,0,60198142,1306,6441040273,0,673,309,2,2,1,14,14,317,1,6441407849,6395414252,189985275,496603226,496603226,1,2,1,21849821048,73389,73389,14,14,14,496586842,6,3,466370,1405929,2393387,49177,6441407849,1373028,57807316,1528
1052982.27,253952,62,353121,23265289336,7,7000485,0,7,31,31,4813,174,675,1463990,2,39,95396,46,115,148782284,1352,1,0,45,45,10,14,266,675,0,0,0,64448183,1436,6849482964,0,673,309,2,2,1,14,14,317,1,6849769482,6804609824,205372057,528415687,528415687,1,2,1,23250290228,73389,73389,14,14,14,528415687,6,3,477451,1499157,2504679,52299,6849769482,1463990,61946234,1528
1054986.72,253952,62,374694,24686635040,7,7000485,0,7,31,31,4813,178,675,1551997,2,39,101551,46,115,149844092,1352,1,0,45,45,10,14,266,675,0,0,0,68630352,1475,7266195797,0,673,309,2,2,1,14,14,317,1,7264213827,7219997941,211430176,560725701,560725701,1,2,1,24671930844,73389,73389,14,14,14,560725701,6,3,480665,1589319,2620219,55467,7264213827,1551997,66013039,1528
1056991.42,253952,62,395592,26061971164,7,7000485,0,7,31,31,4813,185,675,1645435,2,39,107580,46,115,150905900,1352,1,0,45,45,10,14,266,675,0,0,0,72771607,1535,7663664519,0,673,309,2,2,1,14,14,317,1,7663327085,7621946400,227281561,591989298,591989298,1,2,1,26047529112,73389,73389,14,14,14,591989298,6,3,493143,1684872,2738283,58533,7663327085,1645435,70036397,1528
1057665.61,253952,62,400982,26415782060,12,7023173,5,12,31,31,4813,191,675,1670355,2,39,109422,53,122,158511825,1359,1,1036,52,52,10,45,300,675,305,1036,79,74314575,4371,7766960730,8,673,309,2,2,1,14,14,317,1,7763869224,7725268584,932828288,600037902,600037902,1,2,1,26401667688,73389,73389,14,14,14,600037902,6,3,494179,1710361,2773239,59330,7763869224,1670355,71544630,1528
