timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
1088764.52,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0
1090768.64,0,253952,62,10369,682752340,0,1623874,0,34,3,3,4624,117,0,558,60664,0,12,4041,18,15,96108771,1118,1,0,4,468,12739661,8,50893828,17,17,0,14,70,558,0,0,4130136,94,251475686,0,558,371,0,3,1,14,14,939,3,252634294,217601128,5755108,12954538,12970922,1,3,1,673636008,73389,73389,14,14,14,12954542,7,3,80704,62159,186231,2143,252634294,60664,3944055,1241
1092772.91,0,253952,62,21259,1399841992,0,3444339,0,68,3,3,4624,207,0,567,113092,0,12,8346,18,15,99383227,1136,1,0,4,468,26326487,8,105305948,17,17,0,14,70,567,0,0,8380197,249,476033871,0,567,376,0,3,1,14,14,939,3,476123848,443705307,11824459,26734309,26734309,1,3,1,1390184100,73389,73389,14,14,14,26734313,7,3,86141,116071,242038,4041,476123848,113092,8138469,1264
1094777.17,0,253952,62,32322,2128139832,0,5223733,0,99,3,3,4624,251,0,576,164213,0,12,12683,18,15,103392047,1154,1,0,4,468,40152080,8,160543776,17,17,0,14,70,576,0,0,12576059,362,699194067,0,576,380,0,3,1,14,14,939,3,699899607,672652872,17740952,40741297,40757681,1,3,1,2118547476,73389,73389,14,14,14,40741301,7,3,89369,168621,308044,5851,699899607,164213,12268472,1284
1096781.00,0,253952,62,43462,2861649682,0,7123989,0,127,3,3,4624,348,0,585,217425,0,12,17085,18,15,105820425,1172,1,0,4,468,54012979,8,216051916,17,17,0,14,70,585,0,0,16744903,638,937724463,0,585,386,0,3,1,14,14,939,3,938675746,904181865,23846399,54832364,54832364,1,3,1,2851282960,73389,73389,14,14,14,54832368,7,3,92810,223342,377054,7879,938675746,217425,16368446,1308
1098784.97,0,253952,62,54634,3596991232,0,8729648,0,155,6,6,4624,385,0,585,270013,0,12,21434,21,15,107111487,1172,1,0,4,468,67947844,8,271726588,20,20,0,14,89,585,0,0,20980716,38106,1171891215,0,585,386,0,3,1,14,14,939,3,1171667314,1135487927,29747326,68982934,68982934,1,3,1,3587112600,73389,73389,14,14,14,68982938,7,3,103840,277410,448890,9740,1171667314,270013,20532576,1308
1100789.03,1,253952,62,62322,4103679576,4,14213972,0,184,7,7,4624,455,0,585,303317,0,12,24484,21,15,109331631,1172,1,0,4,468,77541920,8,310167680,20,21,0,14,89,585,0,0,23752360,40888,1332113655,0,585,386,0,3,1,14,14,939,3,1331651628,1295207656,38003631,78711983,78711983,1,3,1,4093023148,73389,73389,14,14,14,78711987,7,3,107776,311673,494914,11103,1331651628,303317,23258311,1308
1102793.21,1,253952,62,73179,4819258104,4,16080072,0,215,7,7,4624,511,0,585,353846,0,12,28741,21,15,111503511,1172,1,0,4,468,91114873,8,364330228,20,21,0,14,89,585,0,0,27949872,41201,1559771395,0,585,386,0,3,1,14,14,939,3,1559024871,1520696226,43945186,92462860,92462860,1,3,1,4808068752,73389,73389,14,14,14,92462864,7,3,111591,363712,563799,12974,1559024871,353846,27387101,1308
1104797.50,1,253952,62,84212,5547022532,4,17814185,0,240,7,7,4624,588,0,585,406223,0,12,33105,21,15,114302823,1172,1,0,4,468,104909088,8,419636352,20,21,0,14,89,585,0,0,32082550,41428,1787543148,0,585,386,0,3,1,14,14,939,3,1787452600,1749974464,49932550,106438795,106438795,1,3,1,5534817372,73389,73389,14,14,14,106438799,7,3,114226,417591,614809,14870,1787452600,406223,31468909,1308
1106801.69,1,253952,62,94830,6245755488,4,19796748,0,268,7,7,4624,677,0,585,461973,0,12,37290,21,15,114978519,1172,1,0,4,468,118119131,8,472476524,20,21,0,14,89,585,0,0,36261484,41514,2012026679,0,585,386,0,3,1,14,14,939,3,2011243610,1970362025,56073348,119854244,119854244,1,3,1,6232420720,73389,73389,14,14,14,119854248,7,3,114997,474939,677761,16773,2011243610,461973,35585048,1308
