timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
626761.54,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,3,0,2,0,2097278,2,1,0,2,12,0,0,175,0,0,0,0,0,0,5456,0,0,0,2,1,14,14,401,1,0,0,71,0,0,1,2,1,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0
628767.64,1,0,0,22005,1448502594,0,0,0,0,1,1,4835,117,666,123180,9,2054,5,0,137466896,1334,1,0,4,15,0,3,1191,666,0,0,0,1992634,1052,476968933,0,666,463,2,1,14,14,401,1,477528260,427161365,1995877,32560536,32576920,1,2,1,1432663584,73389,73389,14,14,14,32560536,9,3,417894,125257,790667,3661,477528260,123180,1202048,1868
630773.65,1,253952,62,34285,2258062810,18,19101817,0,39,20,20,4835,119,675,185290,9,5429,24,30,140299886,1352,1,0,23,34,1,3,1401,675,0,0,0,4724357,514948,714796965,0,675,472,2,1,14,14,401,1,714996528,663936414,26862735,50961866,50961866,1,2,1,2242322104,73389,73389,14,14,14,50961866,9,3,486628,188843,1036820,5474,714996528,185290,3687794,1898
632779.67,1,253952,62,45915,3024228270,18,21014110,0,87,20,20,4835,121,675,237798,9,8711,24,30,140565338,1352,1,0,23,34,1,3,1401,675,0,0,0,7098668,521430,938361401,0,675,472,2,1,14,14,401,1,938736432,887875954,31168442,68378441,68378441,1,2,1,3008651404,73389,73389,14,14,14,68378441,9,3,490656,242617,1101837,7181,938736432,237798,5996175,1898
634786.70,1,253952,62,58881,3878480730,18,22454853,0,114,22,22,4835,123,675,319421,9,12361,24,30,140830790,1352,1,0,23,36,1,3,1401,675,0,0,0,10082682,991763,1182662623,0,675,472,2,1,14,14,401,1,1188428592,1137613213,36251961,87789546,87805930,1,2,1,3862740024,73389,73389,14,14,14,87789546,9,3,501839,326008,1208052,9086,1188428592,319421,8875084,1898
636800.01,1,253952,62,72540,4778680542,19,25297801,0,144,24,24,4835,126,675,413778,9,16247,24,30,141361694,1352,1,0,23,38,1,3,1401,675,0,0,0,13708060,1765565,1450975441,0,675,472,2,1,14,14,401,1,1451096880,1400783802,43830843,108253101,108253101,1,2,1,4763136444,73389,73389,14,14,14,108253101,9,3,510039,425576,1334154,11090,1451096880,413778,12374495,1898
638805.54,1,253952,62,85002,5599902858,22,30108047,0,185,24,24,4835,128,675,480443,9,19755,24,30,141627146,1352,1,0,23,38,1,3,1401,675,0,0,0,16383476,2097394,1690544615,0,675,472,2,1,14,14,401,1,1691220784,1640814958,51643359,126918734,126918734,1,2,1,5583703400,73389,73389,14,14,14,126902350,9,3,513804,493733,1400253,12922,1691220784,480443,14983917,1898
640814.43,1,253952,62,98770,6506980642,22,32738737,0,220,27,27,4835,130,675,567474,9,23622,24,30,141892598,1352,1,0,23,41,1,3,1401,675,0,0,0,19687850,2695237,1954903392,0,675,472,2,1,14,14,401,1,1956117296,1906013194,58779906,147531904,147531904,1,2,1,6491403776,73389,73389,14,14,14,147531904,9,3,529999,582698,1527737,14943,1956117296,567474,18160932,1898
642829.59,1,253952,62,113654,7487992958,25,38197215,0,257,29,29,4835,132,675,682421,9,27789,24,30,142423502,1352,1,0,23,43,1,3,1401,675,0,0,0,23599156,3853242,2242233164,0,675,472,2,1,14,14,401,1,2242509616,2192813343,70303584,169809765,169826149,1,2,1,7471629660,73389,73389,14,14,14,169809765,9,3,541490,700029,1699068,17128,2242509616,682421,21901064,1898
644839.40,1,253952,62,128214,8447240706,27,43205505,0,287,31,31,4835,135,675,793531,9,31928,24,30,142688954,1352,1,0,23,45,1,3,1401,675,0,0,0,27490889,4900910,2523917888,0,675,472,2,1,14,14,401,1,2522872624,2473160768,81393284,191616808,191633192,1,2,1,8431139552,73389,73389,14,14,14,191616808,9,3,556571,813424,1868127,19267,2522872624,793531,25623884,1898
