timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
104857.54,17,253952,62,8263,543442462,0,1256346,0,84,3,3,2039,109,0,558,76985,0,7,3220,13,96072573,1118,1,0,4,834,10115470,7,40397208,12,17,9,794,558,0,0,4567712,105568,201018991,0,558,561,0,3,1,14,14,1411,3,201498862,173923739,5919171,10276198,10276198,1,3,1,533510360,73389,73389,14,14,14,10259818,9,3,84221,78587,269521,1737,201498862,76985,4298361,1846
106864.81,17,253952,62,17171,1130422574,0,2485976,0,167,3,3,2039,145,0,558,146014,0,7,6706,13,98316849,1118,1,0,4,834,21256965,7,84963316,12,17,9,794,558,0,0,9356514,138513,388261123,0,558,561,0,3,1,14,14,1411,3,387898722,358732770,11964650,21559568,21559568,1,3,1,1121097568,73389,73389,14,14,14,21559572,9,3,88862,149323,366261,3242,387898722,146014,8990613,1846
108871.06,18,253952,62,26031,1713846714,0,3803776,0,242,3,3,2039,231,0,558,215983,0,7,10222,13,99825099,1118,1,0,4,834,32318989,7,129146712,12,17,9,794,558,0,0,13995178,191349,578862373,0,558,561,0,3,1,14,14,1411,3,579099210,542374757,17950157,32779561,32779561,1,3,1,1704537204,73389,73389,14,14,14,32779565,9,3,99794,220967,470218,4891,579099210,215983,13525506,1846
110876.18,18,253952,62,35317,2325840754,0,5146993,0,316,3,3,2039,266,0,558,278951,0,7,13865,13,101381613,1118,1,0,4,834,43924761,7,175699044,12,17,9,794,558,0,0,18626564,225266,766190849,0,558,561,0,3,1,14,14,1411,3,765584937,735061107,23972099,44552292,44552292,1,3,1,2316719216,73389,73389,14,14,14,44552296,9,3,107185,285486,572027,6403,765584937,278951,18055274,1846
112881.37,18,253952,62,45103,2970349408,0,6593994,0,391,3,3,2039,355,0,576,342958,0,7,17727,13,105971463,1154,1,0,4,834,56066726,7,224266904,12,17,9,794,576,0,0,23213247,237289,969668094,0,576,577,0,3,1,14,14,1411,3,969121291,938204538,30015923,56933390,56949774,1,3,1,2960536312,73389,73389,14,14,14,56933394,9,3,113038,351124,652641,8153,969121291,342958,22561551,1903
114893.67,18,253952,62,54670,3600759064,0,8206924,0,444,4,4,2039,390,0,585,405493,0,7,21473,14,108655928,1172,1,0,4,834,68037713,7,272150852,13,18,9,803,585,0,0,27612332,248802,1172147156,0,585,582,0,3,1,14,14,1411,3,1171147565,1136704570,36037316,69058377,69058377,1,3,1,3591035636,73389,73389,14,14,14,69058381,9,3,119129,415180,745369,9781,1171147565,405493,26868101,1929
116899.10,20,253952,62,64743,4263288586,1,10334202,0,530,4,4,2039,483,0,594,474364,2,7,25452,14,111027019,1190,1,0,4,834,80586199,7,322280320,13,18,9,803,594,0,0,32534762,250465,1378573675,0,592,591,2,3,1,14,14,1411,3,1377626776,1345405812,43087727,81785698,81785698,1,3,1,4252856328,73389,73389,14,14,14,81785702,9,3,125608,485816,827010,11560,1377626776,474364,31709100,1956
118903.70,20,253952,62,74791,4924602018,1,11768855,0,605,4,4,2039,520,0,621,537033,4,7,29376,14,116793895,1244,1,0,4,834,93083674,7,372269952,13,18,9,803,621,0,0,37123611,251200,1591607582,0,617,613,4,3,1,14,14,1411,3,1590327058,1553574214,49109649,94510860,94510860,1,3,1,4914564752,73389,73389,14,14,14,94510864,9,3,133724,550090,892806,13274,1590327058,537033,36232340,2029
120908.32,20,253952,62,84956,5594404572,1,13283794,0,666,4,4,2039,612,0,666,594155,6,7,33414,14,127202880,1334,1,0,4,834,105766570,7,423066280,13,18,9,803,666,0,0,41551876,251417,1798243220,0,660,646,6,3,1,14,14,1411,3,1797938159,1764721615,55050524,107374398,107374398,1,3,1,5583468728,73389,73389,14,14,14,107374402,9,3,140443,608775,968637,15064,1797938159,594155,40584962,2148
122912.46,20,253952,62,95261,6272795818,1,14907066,0,729,4,4,2039,654,0,675,653662,6,7,37442,14,131187096,1352,1,0,4,834,118611776,7,474447104,13,18,9,803,675,0,0,46008089,251535,2017075608,0,669,652,6,3,1,14,14,1411,3,2015275272,1978817817,61128428,120385195,120385195,1,3,1,6260030172,73389,73389,14,14,14,120385199,9,3,145263,669841,1054283,16820,2015275272,653662,44955723,2172
124916.86,20,253952,62,105579,6952145492,1,16522406,0,783,4,4,2039,739,0,693,714481,6,7,41499,14,135601949,1388,1,0,4,834,131439533,7,525693496,13,18,9,803,693,0,0,50401122,251637,2243280197,0,687,668,6,3,1,14,14,1411,3,2241691385,2193526173,67134641,133397077,133397077,1,3,1,6936648036,73389,73389,14,14,14,133397081,9,3,147792,732275,1133014,18732,2241691385,714481,49270200,2219
126921.62,20,253952,62,115856,7630050988,1,18115500,0,852,4,4,2039,783,0,693,774502,6,7,45518,14,137773829,1388,1,0,4,834,144220227,7,576880908,13,18,9,803,693,0,0,54822646,251781,2463611760,0,687,668,6,3,1,14,14,1411,3,2462223538,2407918681,73148844,146375747,146375747,1,3,1,7611538876,73389,73389,14,14,14,146375751,9,3,153362,793932,1204803,20510,2462223538,774502,53620133,2219
128925.64,20,253952,62,122731,8084049798,2,20164707,0,887,4,4,2039,844,0,693,810977,6,7,48236,14,137773829,1388,1,0,4,834,152790781,7,611163124,13,18,9,803,693,0,0,57490677,251833,2615894764,0,687,668,6,3,1,14,14,1411,3,2613746525,2551116228,77864451,155084670,155084670,1,3,1,8064402872,73389,73389,14,14,14,155084674,9,3,155261,831447,1250766,21795,2613746525,810977,56242308,2219
130930.56,20,253952,62,132849,8750292272,2,21826720,0,960,5,5,2039,889,1,693,871720,6,7,52204,14,137773829,1388,1,0,4,834,165433149,7,661732596,13,19,9,803,693,0,0,61939802,251969,2824214426,0,687,668,6,3,1,14,14,1411,3,2821869222,2760924061,83975590,167891752,167891752,1,3,1,8729519168,73389,73389,14,14,14,167875372,9,3,159574,893631,1314465,23496,2821869222,871720,60627943,2219
132936.22,22,253952,62,143793,9471270782,2,22857020,0,1059,5,5,2039,978,1,693,942325,6,7,56519,14,137773829,1388,1,0,4,834,179057389,7,716229556,13,19,9,803,693,0,0,66928712,252381,3059739354,0,687,668,6,3,1,14,14,1411,3,3057561602,2988505024,89992146,181718516,181718516,1,3,1,9449362864,73389,73389,14,14,14,181718520,9,3,163142,966087,1397247,25466,3057561602,942325,65534292,2219
134941.76,23,253952,62,154602,10182786566,2,23974805,0,1154,5,5,2039,1030,1,702,1010585,6,7,60751,14,139586706,1406,1,0,4,834,192548777,7,770195108,13,19,9,803,702,0,0,71819414,252562,3286261530,0,696,679,6,3,1,14,14,1411,3,3283966595,3212712402,95998304,195393950,195393950,1,3,1,10160485432,73389,73389,14,14,14,195393954,9,3,166047,1036109,1497992,27328,3283966595,1010585,70324480,2245
136947.31,25,253952,62,164961,10865510978,2,25501271,0,1212,5,5,2039,1112,1,702,1073727,6,7,64821,14,139586706,1406,1,0,4,834,205413641,7,821590060,13,19,9,803,702,0,0,76337457,252698,3508447924,0,696,679,6,3,1,14,14,1411,3,3505583701,3428649091,102040445,208458858,208458858,1,3,1,10839860648,73389,73389,14,14,14,208458862,9,3,170256,1100939,1567660,29175,3505583701,1073727,74773063,2245
138952.16,25,253952,62,176133,11602071194,3,27584224,0,1280,6,6,2039,1189,1,702,1150058,6,7,69219,15,139586706,1406,1,0,4,834,219339897,7,877359588,14,20,9,811,702,0,0,81447472,259866,3757256002,0,696,679,6,3,1,14,14,1411,3,3754319722,3661358988,109239000,222568024,222568024,1,3,1,11573537280,73389,73389,14,14,14,222568028,9,3,177602,1179176,1678434,31252,3754319722,1150058,79772517,2245
140957.04,25,253952,62,187143,12326838726,3,28715847,0,1368,6,6,2039,1252,1,720,1219259,6,7,73538,15,142583838,1442,1,0,4,834,233061933,7,932183060,14,20,9,811,720,0,0,86338091,260014,3992851094,0,714,690,6,3,1,14,14,1411,3,3989157476,3889950864,115258079,236484900,236484900,1,3,1,12297214832,73389,73389,14,14,14,236484904,9,3,179386,1250093,1742252,33181,3989157476,1219259,84599532,2296
142961.87,25,253952,62,197764,13026522998,3,29741640,0,1442,6,6,2039,1334,1,729,1284929,6,7,77685,15,144407871,1460,1,0,4,834,246207939,7,984767192,14,20,9,811,729,0,0,90924341,260127,4223468005,0,723,698,6,3,1,14,14,1411,3,4220097184,4111711280,120868610,249834369,249834369,1,3,1,12991387220,73389,73389,14,14,14,249834373,9,3,182963,1317430,1820072,35131,4220097184,1284929,89108170,2321
144966.74,25,253952,62,204678,13481231614,4,32173885,0,1458,6,6,2039,1357,1,738,1321296,6,7,80376,15,145929877,1478,1,0,4,834,254791757,7,1019038012,14,20,9,811,738,0,0,93518171,260189,4378838856,0,732,703,6,3,1,14,14,1411,3,4375108688,4255541767,125893011,258539862,258539862,1,3,1,13444072856,73389,73389,14,14,14,258539866,9,3,184555,1354763,1868023,36369,4375108688,1321296,91654146,2342
146971.46,25,253952,62,212381,13989494232,5,34550024,0,1502,7,7,2039,1419,1,738,1363152,6,7,83414,15,146219461,1478,1,0,4,834,264364196,7,1057456784,14,21,9,811,738,0,0,96527581,260234,4545479056,0,732,703,6,3,1,14,14,1411,3,4542540215,4416312073,130654019,268264593,268280977,1,3,1,13948906900,73389,73389,14,14,14,268248213,9,3,190975,1397703,1924800,37781,4542671287,1363182,94606904,2342
148975.85,25,253952,62,219869,14482701330,6,36595187,0,1536,8,8,2039,1452,1,738,1404222,6,7,86345,15,146219461,1478,1,0,4,834,273715090,7,1094860360,14,22,9,811,738,0,0,99482419,260272,4712167827,0,732,703,6,3,1,14,14,1411,3,4708731235,4571996816,136277862,277733657,277733657,1,3,1,14442150196,73389,73389,14,14,14,277733661,9,3,195843,1439898,1979737,39138,4708731235,1404222,97506916,2342
150981.01,25,253952,62,226511,14920235718,6,37954680,0,1564,8,8,2039,1506,1,738,1439671,6,7,88963,15,146219461,1478,1,0,4,834,281970310,7,1127881240,14,22,9,811,738,0,0,102097260,260325,4854669458,0,732,703,6,3,1,14,14,1411,3,4850344756,4710457158,140251466,286107152,286107152,1,3,1,14877571936,73389,73389,14,14,14,286107156,9,3,196100,1476271,2022526,40320,4850344756,1439671,100079070,2342
152988.57,25,253952,62,233829,15402659358,6,39478205,0,1585,9,9,2039,1562,1,756,1484505,6,7,91839,15,149403488,1514,1,0,4,834,291061451,7,1164245804,14,23,9,811,756,0,0,105180147,273170,5016201146,0,750,720,6,3,1,14,14,1411,3,5011751432,4863231470,144871809,295328297,295344681,1,3,1,15357071476,73389,73389,14,14,14,295328301,9,3,202250,1522273,2070384,41681,5011751432,1484505,103114227,2404
154995.89,25,253952,62,243928,16067862414,6,40668896,0,1674,9,9,2039,1620,1,783,1555680,6,7,95803,15,153862405,1568,1,0,4,834,303644195,7,1214576780,14,23,9,811,783,0,0,110006809,288363,5229465549,0,777,745,6,3,1,14,14,1411,3,5225201173,5072800767,150893647,308106485,308106485,1,3,1,16020685284,73389,73389,14,14,14,308090105,9,3,204999,1595187,2151186,43431,5225201173,1555680,107860291,2504
157003.11,26,253952,62,254058,16734891320,6,41775290,0,1760,9,9,2039,1672,1,801,1626940,6,7,99779,15,156859611,1604,1,0,4,834,316285950,7,1265143800,14,23,9,811,801,0,0,114893904,310686,5439945019,0,795,763,6,3,1,14,14,1411,3,5435731447,5283028541,156878877,320913567,320929951,1,3,1,16687505516,73389,73389,14,14,14,320913571,9,3,208303,1668217,2232993,45161,5435731447,1626940,112665786,2574
159008.51,26,253952,62,264265,17408559210,6,42835621,0,1839,9,9,2039,1750,8,801,1697418,6,7,103797,15,157197459,1604,1,0,4,834,328983028,7,1315932112,14,23,9,811,801,0,0,119733513,331504,5661919804,0,795,763,6,3,1,14,14,1411,3,5656844953,5496087698,162811700,333808158,333808158,1,3,1,17358024248,73389,73389,14,14,14,333808162,9,3,213067,1740483,2333739,47009,5656844953,1697418,117404852,2574
161013.65,27,253952,62,270066,17790290060,7,45590303,0,1852,9,9,2039,1775,8,801,1727393,6,7,106062,15,157800759,1604,1,0,4,834,336208665,7,1344834660,14,23,9,811,801,0,0,121983397,331626,5788851977,0,795,763,6,3,1,14,14,1411,3,5783955492,5616430424,167816172,341137395,341137395,1,3,1,17739144572,73389,73389,14,14,14,341137399,9,3,214781,1771331,2370613,48047,5783955492,1727393,119617942,2574
163018.26,28,253952,62,277809,18300257102,8,47203347,0,1889,10,10,2039,1836,8,801,1773627,6,7,109096,15,157812825,1604,1,0,4,834,345819565,7,1383278260,14,24,9,811,801,0,0,125239942,363205,5958545547,0,795,763,6,3,1,14,14,1411,3,5953385441,5778026915,172712624,350868603,350868603,1,3,1,18245167388,73389,73389,14,14,14,350868607,9,3,223054,1818761,2434412,49465,5953385441,1773627,122810817,2574
165024.81,29,253952,62,285812,18827553088,9,48744645,0,1938,12,12,2039,1888,8,801,1822441,6,7,112242,15,157812825,1604,1,0,4,834,355768568,7,1423074272,14,26,9,811,801,0,0,128643856,391923,6131681461,0,795,763,6,3,1,14,14,1411,3,6127009357,5944080453,177672268,361007252,361007252,1,3,1,18771525168,73389,73389,14,14,14,360990872,9,3,230910,1868911,2500188,50910,6127009357,1822441,126149104,2574
167034.63,30,253952,62,296922,19559157188,9,49846709,0,2033,12,12,2039,1958,8,801,1898129,6,7,116590,15,158416125,1604,1,0,4,834,369589443,7,1478292992,14,26,9,811,801,0,0,133533585,437178,6372778132,0,795,763,6,3,1,14,14,1411,3,6367252115,6175859237,183711965,374975439,374975439,1,3,1,19498722860,73389,73389,14,14,14,374975443,9,3,233810,1946638,2595029,52895,6367252115,1898129,130944217,2574
169042.30,32,253952,62,307445,20253220738,9,51018079,0,2119,12,12,2039,2012,8,801,1970198,6,7,120710,15,158416125,1604,1,0,4,834,382692355,7,1530704812,14,26,9,811,801,0,0,138325084,486228,6597732585,0,795,763,6,3,1,14,14,1411,3,6593239337,6394988727,189714471,388281789,388281789,1,3,1,20190653060,73389,73389,14,14,14,388281793,9,3,238074,2020642,2678095,54747,6593239337,1970198,135652871,2574
171053.74,34,253952,62,316995,20881925048,9,52330251,0,2199,12,12,2039,2087,9,801,2043614,6,7,124460,15,158416125,1604,1,0,4,834,394529589,7,1578118356,14,26,9,811,801,0,0,142956141,583821,6812519107,0,795,763,6,3,1,14,14,1411,3,6806846176,6594096227,195736319,400304598,400304598,1,3,1,20815839128,73389,73389,14,14,14,400304602,9,3,241158,2096020,2768034,56530,6806846176,2043614,140194190,2574
173058.57,34,253952,62,323469,21308702774,10,54850892,0,2222,12,12,2039,2124,9,801,2078833,6,7,126994,15,158416125,1604,1,0,4,834,402604946,7,1610355180,14,26,9,811,801,0,0,145645329,604261,6950850350,0,795,763,6,3,1,14,14,1411,3,6945362389,6728828888,200967471,408495710,408495710,1,3,1,21241776952,73389,73389,14,14,14,408495714,9,3,245606,2132281,2811982,57677,6945362389,2078833,142839538,2574
175064.67,36,253952,62,331748,21854122894,10,56158744,0,2267,13,13,2039,2182,9,801,2137786,6,7,130250,15,158416125,1604,1,0,4,834,412906612,7,1651626448,14,27,9,811,801,0,0,149596602,690179,7135828476,0,795,763,6,3,1,14,14,1411,3,7129886230,6901348756,206306873,418912887,418929271,1,3,1,21783470156,73389,73389,14,14,14,418912891,9,3,256266,2192847,2900618,59207,7129886230,2137786,146702335,2574
177070.44,36,253952,62,337507,22233740730,11,58883301,0,2287,13,13,2039,2223,9,801,2169405,6,7,132506,15,158428191,1604,1,0,4,834,420048675,7,1680194700,14,27,9,811,801,0,0,151904660,690825,7268979208,0,795,763,6,3,1,14,14,1411,3,7262557013,7021815358,211339056,426172270,426172270,1,3,1,22160958072,73389,73389,14,14,14,426172274,9,3,259080,2225403,2933547,60316,7262557013,2169405,148976552,2574
