timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
622686.77,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,18,0,14,0,2097278,2,1,0,14,14,0,243,0,0,0,0,51,0,6442,0,0,0,2,1,14,14,411,1,0,0,133,0,0,1,2,1,0,0,0,0,0,0,0,9,3,1,0,1,0,0,0,50,0
624692.15,0,0,21223,1397000056,0,0,0,0,1,1,4996,117,0,639,128340,544,1981,16,0,131899964,1280,1,0,15,15,14,254,639,0,0,0,1981428,3940,457438934,0,639,470,2,1,14,14,411,1,460226756,411949382,1985913,31407623,31424007,1,2,1,1381935412,73389,73389,14,14,14,31407623,9,3,402110,130510,808695,3529,460226756,128340,1172830,2057
626703.33,253952,62,37831,2491515274,21,23369498,0,48,27,27,4996,120,0,675,228124,544,6452,42,56,140299886,1352,1,0,41,41,14,401,675,0,0,0,6280954,1353023,780511754,0,675,493,2,1,14,14,411,1,783153968,732204965,40443116,56261646,56278030,1,2,1,2475512424,73389,73389,14,14,14,56261646,9,3,511673,232618,1169769,5994,783153968,228124,5111407,2163
628710.06,253952,62,48549,3197911902,25,29217662,0,62,27,27,4996,122,0,675,273691,544,9499,42,56,140830790,1352,1,0,41,41,14,401,675,0,0,0,8524253,1379230,988876874,0,675,493,2,1,14,14,411,1,989592368,938662449,48616989,72310157,72326541,1,2,1,3181646908,73389,73389,14,14,14,72310157,9,3,513472,279469,1223915,7569,989592368,273691,7300645,2163
630715.77,253952,62,60391,3978236446,26,31630704,0,89,28,28,4996,124,0,675,330176,544,12822,42,56,141096242,1352,1,0,41,42,14,401,675,0,0,0,11151691,1437885,1216785039,0,675,493,2,1,14,14,411,1,1217395504,1166785627,53760188,90060445,90060445,1,2,1,3961938684,73389,73389,14,14,14,90044061,9,3,516890,337555,1301074,9307,1217395504,330176,9851029,2163
632721.65,253952,62,71815,4731166942,26,33294671,0,135,28,28,4996,125,0,675,381702,544,16013,42,56,141361694,1352,1,0,41,42,14,401,675,0,0,0,13527746,1447998,1437342266,0,675,493,2,1,14,14,411,1,1437334320,1386893847,57837277,107171757,107171757,1,2,1,4715557308,73389,73389,14,14,14,107171757,9,3,518129,390468,1361089,10985,1437334320,381702,12167166,2163
634736.87,253952,62,84644,5576175518,26,34544765,0,157,29,29,4996,127,0,675,466467,544,19604,42,56,141361694,1352,1,0,41,43,14,401,675,0,0,0,16544348,2047286,1682037550,0,675,493,2,1,14,14,411,1,1684142896,1633902941,62823648,126380221,126380221,1,2,1,5560008828,73389,73389,14,14,14,126363837,9,3,524599,476945,1458751,12868,1684142896,466467,15086226,2163
636754.59,253952,62,97978,6454810678,26,37485488,0,187,33,33,4996,130,0,675,555809,544,23441,42,56,141892598,1352,1,0,41,47,14,401,675,0,0,0,19896158,3391506,1939194013,0,675,493,2,1,14,14,411,1,1940912944,1890761575,69949875,146346223,146346223,1,2,1,6438512916,73389,73389,14,14,14,146329839,9,3,535797,568344,1571874,14827,1940912944,555809,18325040,2163
638759.67,253952,62,110355,7270462434,31,43865039,0,219,33,33,4996,132,0,675,618260,544,26891,42,56,142423502,1352,1,0,41,47,14,401,675,0,0,0,22839087,3971667,2179158292,0,675,493,2,1,14,14,411,1,2179201840,2129228654,81586161,164880784,164880784,1,2,1,7254754496,73389,73389,14,14,14,164880784,9,3,540758,632350,1650194,16645,2179201840,618260,21189807,2163
640768.41,253952,62,123923,8164167566,31,45197564,0,250,36,36,4996,134,0,675,694807,544,30701,42,56,142423502,1352,1,0,41,50,14,401,675,0,0,0,26085019,4539524,2438679134,0,675,493,2,1,14,14,411,1,2440166192,2390450556,87246063,185193009,185193009,1,2,1,8148492396,73389,73389,14,14,14,185193009,9,3,551812,710822,1760729,18636,2440166192,694807,24325336,2163
