timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
531476.86,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0
533482.12,1,253952,62,5254,345339688,0,1121725,0,31,2,2,9566,88,0,558,37218,22,2038,17,21,95167623,1118,1,0,4,1438,6373728,5,25430228,16,16,0,14,85,558,0,0,2390885,2110,139992957,0,558,338,3,1,14,14,1947,3,140285553,111433378,3514753,6465203,6465203,1,3,1,336190588,73389,73389,14,14,14,6465207,6,3,73023,38112,172133,1216,140285553,37218,2218963,1308
535486.95,1,253952,62,11022,726114450,0,2353244,0,59,2,2,9566,99,0,558,71449,22,4289,17,21,97617021,1118,1,0,4,1438,13591604,5,54366416,16,16,0,14,85,558,0,0,5225585,8949,257762338,0,558,338,3,1,14,14,1947,3,257944318,231476959,7586436,13785804,13785804,1,3,1,716861840,73389,73389,14,14,14,13785808,6,3,76884,73314,213129,2136,257944318,71449,5012765,1308
537494.36,2,253952,62,16851,1109089074,0,3443081,0,72,3,3,9566,169,0,558,111236,22,6613,18,21,97954869,1118,1,0,4,1438,20854042,5,83416168,17,17,0,14,97,558,0,0,8145149,49577,383517576,0,558,338,3,1,14,14,1947,3,383201668,351930411,11633754,21152127,21152127,1,3,1,1099910636,73389,73389,14,14,14,21152131,6,3,83990,114228,261991,3243,383201668,111236,7883569,1308
539501.47,3,253952,62,23707,1560913618,0,5937612,0,91,3,3,9566,190,1,558,170724,22,9281,18,21,99209733,1118,1,0,4,1438,29381449,5,117525796,17,17,0,14,97,558,0,0,12097040,85446,525125315,0,558,338,3,1,14,14,1947,3,524805332,494324501,18048437,29834759,29834759,1,3,1,1551407500,73389,73389,14,14,14,29834763,6,3,88206,175130,355919,4369,524805332,170724,11741683,1308
541513.75,5,253952,62,31260,2058115104,0,7506900,0,153,3,3,9566,276,1,567,237051,22,12287,18,21,101975959,1136,1,0,4,1438,38808281,5,155168540,17,17,0,14,97,567,0,0,16466399,194660,682100151,0,567,353,3,1,14,14,1947,3,681638865,651086924,24145091,39379710,39379710,1,3,1,2047744952,73389,73389,14,14,14,39379714,6,3,93886,243116,430583,5743,681638865,237051,16036534,1345
543529.15,5,253952,62,39504,2601229398,0,8890135,0,232,3,3,9566,305,1,567,304982,22,15513,18,21,103242889,1136,1,0,4,1438,49126396,5,196440952,17,17,0,14,97,567,0,0,21013282,326190,859955943,0,567,353,3,1,14,14,1947,3,859174441,821718747,30193372,49846039,49846039,1,3,1,2591994060,73389,73389,14,14,14,49846043,6,3,100694,312747,526478,7162,859174441,304982,20487695,1345
545533.76,5,253952,62,45425,2991415802,1,11354525,0,253,3,3,9566,334,1,567,336914,22,17835,18,21,105390637,1136,1,0,4,1438,56509820,5,226039280,17,17,0,14,97,567,0,0,23517305,330535,980507457,0,567,353,3,1,14,14,1947,3,979907008,944875537,35164223,57334798,57334798,1,3,1,2981409528,73389,73389,14,14,14,57334802,6,3,104421,345548,572507,8161,979907008,336914,22945778,1345
547539.80,5,253952,62,54068,3560401442,1,12483910,0,305,4,4,9566,400,1,567,398294,22,21242,19,21,106380049,1136,1,0,4,1438,67266787,5,269067148,18,18,0,14,109,567,0,0,27810365,354020,1157821523,0,567,353,3,1,14,14,1947,3,1157705860,1123946496,40608533,68278422,68278422,1,3,1,3550477976,73389,73389,14,14,14,68278426,6,3,111140,408498,649357,9639,1157705860,398294,27162156,1345
549552.63,5,253952,62,62604,4122676380,1,13953847,0,381,4,4,9566,434,1,567,462615,22,24576,19,21,107646979,1136,1,0,4,1438,77927105,5,311652404,18,18,0,14,109,567,0,0,32324183,424809,1337603273,0,567,353,3,1,14,14,1947,3,1336774113,1301322283,46649890,79072431,79072431,1,3,1,4111026744,73389,73389,14,14,14,79058210,6,3,114898,474355,732342,11085,1336774113,462615,31593174,1345
551558.30,9,253952,62,71273,4693245296,1,15290000,0,463,4,4,9566,519,1,567,526744,22,28014,19,21,108539863,1136,1,0,4,1438,88761828,5,354982828,18,18,0,14,109,567,0,0,36946019,501047,1518171443,0,567,353,3,1,14,14,1947,3,1516771206,1480850312,52671467,90048823,90048823,1,3,1,4682538828,73389,73389,14,14,14,90048827,6,3,122142,540160,827030,12635,1516771206,526744,36120496,1345
553562.89,10,253952,62,79199,5214952040,2,17498886,0,519,4,4,9566,545,1,567,574931,22,31111,19,21,109830925,1136,1,0,4,1438,98649262,5,394597048,18,18,0,14,109,567,0,0,40624950,510789,1679079824,0,567,353,3,1,14,14,1947,3,1677658687,1645180444,58564328,100077102,100077102,1,3,1,5204009336,73389,73389,14,14,14,100077106,6,3,124319,589602,896965,13920,1677658687,574931,39729645,1345
555571.05,10,253952,62,85934,5659124246,3,18936690,0,539,6,6,9566,612,1,567,618647,22,33784,19,21,111375373,1136,1,0,4,1438,107029338,5,428117352,18,20,0,14,109,567,0,0,43598622,533000,1823235739,0,567,353,3,1,14,14,1947,3,1821961269,1785132998,62995919,108610119,108610119,1,3,1,5646022284,73389,73389,14,14,14,108577355,6,3,131747,634431,961336,15163,1821961269,618647,42639069,1345
557578.77,10,253952,62,94870,6250388764,3,20237023,0,624,6,6,9566,648,1,567,686730,22,37291,19,21,115103767,1136,1,0,4,1438,118219534,5,472813588,18,20,0,14,109,567,0,0,48285529,604354,2012270896,0,567,353,3,1,14,14,1947,3,2011072352,1971690351,69035183,119941753,119958137,1,3,1,6236971188,73389,73389,14,14,14,119941757,6,3,136601,704218,1039487,16686,2011072352,686730,47248014,1345
559583.70,11,253952,62,102394,6745412188,3,21471542,0,677,6,6,9566,725,1,567,740177,22,40285,19,21,115103767,1136,1,0,4,1438,127624223,5,510496892,18,20,0,14,109,567,0,0,52075574,640864,2170347011,0,567,353,3,1,14,14,1947,3,2168868935,2127660436,74093342,129464287,129464287,1,3,1,6732142956,73389,73389,14,14,14,129464291,6,3,139052,759045,1094516,18046,2168868935,740177,50983187,1345
