timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,QueryTimeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectQueryTimeMicroseconds,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
286250.23,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,3,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0
288261.68,1,253952,62,6617,435256490,1,2803886,0,32,4,4,5734,102,0,558,69265,0,36,2574,12,2237,95433075,1118,1,0,4,5887,8049622,9,32133848,11,18,1,7,5663,558,0,0,3870062,182387,170518828,0,558,569,0,3,1,14,14,6536,0,3,171028833,139744253,6852373,8181205,8197589,1,3,1,0,425422692,73389,73389,14,14,14,8181209,7,3,84419,70679,256276,1481,171028833,69265,3613922,1897
290272.69,2,253952,62,13904,915327050,1,4641111,0,62,4,4,5734,127,0,558,127747,0,36,5423,12,2237,96700005,1118,1,0,4,5887,17159313,9,68572560,11,18,1,7,5663,558,0,0,7955229,294713,321617583,0,558,569,0,3,1,14,14,6536,0,3,321326256,291063510,12877908,17420893,17420893,1,3,1,0,905886468,73389,73389,14,14,14,17420897,7,3,90066,130592,342027,2679,321326256,127747,7613484,1897
292284.30,10,253952,62,20658,1359561972,1,6559123,0,96,4,4,5734,203,0,558,186010,0,36,8115,12,2237,97991067,1118,1,0,4,5887,25597451,9,102389804,11,18,1,7,5663,558,0,0,11956306,424672,459966602,0,558,569,0,3,1,14,14,6536,0,3,460195664,430634212,18501638,25962546,25995314,1,3,1,0,1350052424,73389,73389,14,14,14,25962550,7,3,94142,191605,414676,3900,460195664,186010,11542043,1897
294296.03,13,253952,62,27321,1798726002,1,8253360,0,145,4,4,5734,227,0,558,247860,0,36,10726,12,2237,99861297,1118,1,0,4,5887,33931129,9,135724516,11,18,1,7,5663,558,0,0,16119295,622416,605122223,0,558,569,0,3,1,14,14,6536,0,3,604556872,569017690,24962156,34415802,34415802,1,3,1,0,1789621736,73389,73389,14,14,14,34415806,7,3,96523,254991,489712,5059,604556872,247860,15630132,1897
296310.28,15,253952,62,34536,2274041772,1,9777320,0,204,4,4,5734,256,0,567,307840,0,36,13545,12,2237,102880909,1136,1,0,4,5887,42919553,9,171678212,11,18,1,7,5663,567,0,0,20454403,813072,748031590,0,567,577,0,3,1,14,14,6536,0,3,747315307,718847457,31004361,43548994,43548994,1,3,1,0,2264547720,73389,73389,14,14,14,43548998,7,3,102108,316462,570006,6216,747315307,307840,19885091,1927
298321.36,17,253952,62,42028,2768174644,1,11304855,0,272,4,4,5734,331,0,567,374772,0,36,16523,12,2237,104775271,1136,1,0,4,5887,52284239,9,209072172,11,18,1,7,5663,567,0,0,24878450,930474,906647089,0,567,577,0,3,1,14,14,6536,0,3,906035559,874149896,37046863,53062892,53062892,1,3,1,0,2759270416,73389,73389,14,14,14,53062896,7,3,107338,385019,657874,7583,906035559,374772,24221419,1927
300328.46,18,253952,62,49223,3240973094,1,12742655,0,332,4,4,5734,359,0,567,437997,0,36,19318,12,2237,105728485,1136,1,0,4,5887,61207806,9,244831224,11,18,1,7,5663,567,0,0,29105974,1062710,1053767100,0,567,577,0,3,1,14,14,6536,0,3,1054057649,1023344671,42834603,62130992,62147376,1,3,1,0,3229959648,73389,73389,14,14,14,62114612,7,3,110355,449750,753502,8776,1054057649,437997,28353462,1927
302335.66,18,253952,62,54602,3595361468,2,15444909,0,353,4,4,5734,412,0,567,466440,0,36,21465,12,2237,107284999,1136,1,0,4,5887,67963122,9,271787936,11,18,1,7,5663,567,0,0,31442755,1062821,1163364865,0,567,577,0,3,1,14,14,6536,0,3,1162490288,1134485906,47872837,68966550,68982934,1,3,1,0,3586260632,73389,73389,14,14,14,68966554,7,3,117153,478962,788520,9706,1162490288,466440,30655322,1927
304343.49,20,253952,62,62063,4087486856,2,16627173,0,420,5,5,5734,443,1,567,540242,0,36,24377,12,2237,107936563,1136,1,0,4,5887,77245566,9,308926020,11,19,1,7,5663,567,0,0,35865047,1243040,1323591178,0,567,577,0,3,1,14,14,6536,0,3,1323219720,1289931760,53638167,78398528,78414912,1,3,1,0,4076723488,73389,73389,14,14,14,78398532,7,3,124827,554316,879131,11003,1323219720,540242,34987140,1927
