timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
508182.56,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,27,0,4,0,2097278,2,1,0,4,14,0,4,1785,0,0,0,0,0,0,6946,0,0,0,2,1,14,14,4221,1,0,0,199,0,0,1,2,1,0,73389,73389,14,14,14,0,12,3,0,0,0,0,0,0,0,0
510188.59,1,0,0,18432,1213003140,0,0,0,0,1,1,6628,117,558,129987,27,1721,6,0,114873386,1118,1,0,5,15,0,4,2827,558,0,0,0,1972854,19952,398324792,0,558,498,2,1,14,14,4221,1,399540420,357707676,1993442,27271107,27287491,1,2,1,1199928708,73389,73389,14,14,14,27271107,12,3,349618,132061,838084,3066,399540420,129987,1134856,4421
512203.61,1,253952,62,32119,2115315478,22,23349760,0,50,26,26,6628,119,675,229590,27,4859,31,32,140299886,1352,1,0,30,40,5,4,3191,675,0,0,0,5061780,1422802,672336720,0,675,585,2,1,14,14,4221,1,673315632,622176120,33492480,47716119,47732503,1,2,1,2099509236,73389,73389,14,14,14,47716119,12,3,476361,233714,1183659,5156,673315632,229590,3878313,4799
514217.90,1,253952,62,43068,2836585470,23,27404271,0,90,27,27,6628,121,675,352236,27,7978,31,32,140565338,1352,1,0,30,41,5,4,3191,675,0,0,0,7987086,2912834,882533429,0,675,585,2,1,14,14,4221,1,883948336,833063862,41028245,64110853,64110853,1,2,1,2820156636,73389,73389,14,14,14,64094469,12,3,481801,358227,1284121,6763,883948336,352236,6703250,4799
516233.02,1,253952,62,55221,3637291710,25,31122583,0,130,29,29,6628,123,675,446380,27,11390,31,32,140830790,1352,1,0,30,43,5,4,3191,675,0,0,0,11422865,4035011,1115419516,0,675,585,2,1,14,14,4221,1,1117780784,1067067629,52111800,82303509,82319893,1,2,1,3621354396,73389,73389,14,14,14,82303509,12,3,492686,454409,1418225,8547,1117780784,446380,10005024,4799
518243.83,1,253952,62,67360,4437611350,26,35214745,0,163,31,31,6628,125,675,540028,27,14800,31,32,141361694,1352,1,0,30,45,5,4,3191,675,0,0,0,14716136,5445853,1349091551,0,675,585,2,1,14,14,4221,1,1351613232,1301071209,61389240,100500039,100500039,1,2,1,4421280820,73389,73389,14,14,14,100483655,12,3,504832,550899,1563421,10331,1351613232,540028,13153202,4799
520253.99,1,253952,62,79934,5265642794,28,39963635,0,203,32,32,6628,127,675,649147,27,18336,31,32,141361694,1352,1,0,30,46,5,4,3191,675,0,0,0,18272836,7406525,1592483778,0,675,585,2,1,14,14,4221,1,1593310000,1543129331,72605690,119309254,119325638,1,2,1,5249607176,73389,73389,14,14,14,119309254,12,3,520243,662175,1720482,12175,1593310000,649147,16552959,4799
522259.46,1,253952,62,91265,6012478442,33,46689980,0,244,35,35,6628,129,675,734736,27,21519,31,32,141627146,1352,1,0,30,49,5,4,3191,675,0,0,0,21217773,8302253,1811736822,0,675,585,2,1,14,14,4221,1,1811675952,1761453488,83690375,136281302,136297686,1,2,1,5996377288,73389,73389,14,14,14,136281302,12,3,526717,749505,1839900,13841,1811675952,734736,19378584,4799
524271.86,1,253952,62,103160,6796276394,33,48340418,0,266,37,37,6628,130,675,807209,27,24820,31,32,141892598,1352,1,0,30,51,5,4,3191,675,0,0,0,23958145,8791172,2037945646,0,675,585,2,1,14,14,4221,1,2040789808,1990600850,88715835,154105318,154105318,1,2,1,6780633992,73389,73389,14,14,14,154105318,12,3,538838,823688,1938124,15589,2040789808,807209,22020835,4799
526284.75,1,253952,62,115986,7641353814,34,52306711,0,301,39,39,6628,133,675,915357,27,28495,31,32,142423502,1352,1,0,30,53,5,4,3191,675,0,0,0,27487808,10221864,2286581771,0,675,585,2,1,14,14,4221,1,2287598384,2237609275,98255386,173311623,173311623,1,2,1,7624990516,73389,73389,14,14,14,173295239,12,3,552240,933961,2065081,17472,2287598384,915357,25423655,4799
