timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
671663.98,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0
673669.52,0,253952,62,6099,400717608,1,2751928,0,46,4,4,5764,95,0,558,54310,0,4,2366,9,95167623,1118,1,0,4,1102,7423726,7,29630356,8,18,4,533,558,0,0,3086015,186837,156940674,0,558,630,0,3,1,14,14,1711,3,157211862,128891155,6016421,7530163,7530163,1,3,1,391568508,73389,73389,14,14,14,7530167,8,3,82297,55473,223792,1364,157211862,54310,2862345,1837
675687.78,0,253952,62,11736,772605504,2,5204268,0,66,4,4,5764,99,0,558,89397,0,4,4564,9,97315371,1118,1,0,4,1102,14481934,7,57927736,8,18,4,533,558,0,0,5621528,212068,277012013,0,558,630,0,3,1,14,14,1711,3,277059942,245842092,11023908,14689083,14689083,1,3,1,763832348,73389,73389,14,14,14,14689087,8,3,88184,91425,270908,2289,277059942,89397,5350839,1837
677696.13,0,253952,62,18914,1244615624,2,5493989,0,99,5,5,5764,178,0,558,141959,0,4,7401,9,98280651,1118,1,0,4,1102,23372078,7,93423664,8,19,4,533,558,0,0,9386190,381435,422510961,0,558,630,0,3,1,14,14,1711,3,422543083,394705233,15238586,23738640,23755024,1,3,1,1234409312,73389,73389,14,14,14,23738644,8,3,91839,145377,340538,3577,422543083,141959,9046016,1837
679703.84,1,253952,62,26056,1715183464,2,7057573,0,133,5,5,5764,199,0,576,194692,0,4,10188,9,103148019,1154,1,0,4,1102,32286920,7,129083140,8,19,4,533,576,0,0,13163992,494005,573202390,0,576,646,0,3,1,14,14,1711,3,573353764,542952824,20695235,32798104,32798104,1,3,1,1705501440,73389,73389,14,14,14,32798108,8,3,93344,199471,401142,4783,573353764,194692,12763362,1899
681716.62,2,253952,62,33133,2181455266,2,9727802,0,170,5,5,5764,276,0,576,251783,0,4,13018,9,105006183,1154,1,0,4,1102,41138275,7,164553100,8,19,4,533,576,0,0,17056281,618037,724307929,0,576,646,0,3,1,14,14,1711,3,723659517,689544890,27364939,41775648,41775648,1,3,1,2172333728,73389,73389,14,14,14,41775652,8,3,95386,258043,475874,6090,723659517,251783,16581068,1899
683724.78,2,253952,62,40585,2671748032,2,11588722,0,202,5,5,5764,299,0,576,311155,0,4,15910,9,105971463,1154,1,0,4,1102,50413678,7,201654712,8,19,4,533,576,0,0,21147641,723731,878490138,0,576,646,0,3,1,14,14,1711,3,878217672,844267033,33417816,51183494,51183494,1,3,1,2661541720,73389,73389,14,14,14,51183498,8,3,102333,318845,560936,7327,878217672,311155,20587513,1899
685731.11,3,253952,62,48202,3173445472,2,13184383,0,257,5,5,5764,377,0,576,372374,0,4,18949,9,107552109,1154,1,0,4,1102,59942245,7,239768980,8,19,4,533,576,0,0,25447893,880733,1031056773,0,576,646,0,3,1,14,14,1711,3,1030102170,1001937171,39449394,60849166,60849166,1,3,1,3164156664,73389,73389,14,14,14,60849170,8,3,106591,381509,656900,8647,1030102170,372374,24791964,1899
687742.45,3,253952,62,56048,3691079738,2,14589176,0,327,5,5,5764,407,0,585,442388,0,4,22020,9,111548796,1172,1,0,4,1102,69749350,7,278932716,8,19,4,533,585,0,0,29859109,1068489,1198167482,0,585,656,0,3,1,14,14,1711,3,1197328901,1165036020,45445297,70795081,70795081,1,3,1,3681344244,73389,73389,14,14,14,70795085,8,3,110011,453108,746797,9993,1197328901,442388,29113443,1933
689747.49,3,253952,62,62870,4140791268,2,15913243,0,380,5,5,5764,470,0,594,493377,0,4,24720,9,114941919,1190,1,0,4,1102,78249203,7,312996812,8,19,4,533,594,0,0,33346740,1160924,1343521561,0,594,664,0,3,1,14,14,1711,3,1342278609,1306756441,50339473,79432435,79432435,1,3,1,4130486652,73389,73389,14,14,14,79432439,8,3,115902,505358,827561,11236,1342278609,493377,32520442,1967
