timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,QueryTimeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectQueryTimeMicroseconds,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
319563.69,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0
321568.51,0,0,20847,1372334388,0,0,0,0,1,1,4708,117,630,127086,16,1947,7,0,130104650,1262,1,0,6,15,0,5,2210,630,0,0,0,1984749,2713,449836288,0,630,470,2,1,14,14,414,0,1,452231364,404576987,1987932,30866951,30883335,1,2,1,0,1358145844,73389,73389,14,14,14,30866951,9,3,395396,129275,820323,3468,452231364,127086,1164516,1910
323574.78,253952,62,41082,2705634618,21,22056317,0,45,28,28,4708,120,675,257651,16,7335,34,49,140299886,1352,1,0,33,42,3,5,2343,675,0,0,0,6581364,712142,840920693,0,675,497,2,1,14,14,414,0,1,845675312,794799319,41261255,61119058,61135442,1,2,1,0,2689238552,73389,73389,14,14,14,61119058,9,3,524961,262519,1222976,6471,845675312,257651,5358612,2027
325583.01,253952,62,59623,3927373894,24,26938665,0,114,28,28,4708,123,675,388248,16,12560,34,49,140830790,1352,1,0,33,42,3,5,2343,675,0,0,0,11386801,1193918,1200862592,0,675,497,2,1,14,14,414,0,1,1202453296,1151898358,52491705,88893307,88909691,1,2,1,0,3911305508,73389,73389,14,14,14,88893307,9,3,531192,395795,1431798,9193,1202453296,388248,9955371,2027
327591.12,253952,62,79668,5248210218,24,30269759,0,161,29,29,4708,127,675,526972,16,18252,34,49,141361694,1352,1,0,33,43,3,5,2343,675,0,0,0,16258603,1483097,1587784983,0,675,497,2,1,14,14,414,0,1,1588198192,1538022694,62219679,118916038,118932422,1,2,1,0,5232305672,73389,73389,14,14,14,118916038,9,3,546966,537398,1616038,12136,1588198192,526972,14643068,2027
329597.74,253952,62,100784,6639766502,24,33585490,0,212,29,29,4708,130,675,666098,16,24172,34,49,141892598,1352,1,0,33,43,3,5,2343,675,0,0,0,21251651,1561451,1993334987,0,675,497,2,1,14,14,414,0,1,1994914608,1944846038,72105720,150548275,150564659,1,2,1,0,6624124100,73389,73389,14,14,14,150548275,9,3,556303,679494,1806309,15239,1994914608,666098,19445988,2027
331603.15,253952,62,121811,8025224630,25,36630125,0,258,29,29,4708,134,675,794689,16,30085,34,49,142423502,1352,1,0,33,43,3,5,2343,675,0,0,0,26093041,1608252,2397465630,0,675,497,2,1,14,14,414,0,1,2399796016,2349827446,81286078,182035215,182035215,1,2,1,0,8009549460,73389,73389,14,14,14,182035215,9,3,567735,810881,1961300,18328,2399796016,794689,24132554,2027
333610.19,253952,62,141695,9335364866,25,39088021,0,307,30,30,4708,137,675,938065,16,35716,34,49,142942340,1352,1,0,33,44,3,5,2343,675,0,0,0,31037509,1695191,2775746145,0,675,497,2,1,14,14,414,0,1,2782001968,2732741159,89689676,211797961,211820378,1,2,1,0,9319110284,73389,73389,14,14,14,211797961,9,3,577611,957104,2151407,21244,2782001968,938065,28887058,2027
335623.17,253952,62,162352,10696395094,26,41839397,0,354,31,31,4708,140,675,1088966,16,41510,34,49,143738696,1352,1,0,33,45,3,5,2343,675,0,0,0,36196810,1743725,3178765239,0,675,497,2,1,14,14,414,0,1,3179252688,3130566460,98467427,242739911,242756295,1,2,1,0,10680556084,73389,73389,14,14,14,242739911,9,3,586596,1110891,2327426,24278,3179252688,1088966,33870472,2027
337628.66,253952,62,182080,11995925602,27,45124486,0,427,32,32,4708,143,675,1228016,16,47057,34,49,144004148,1352,1,0,33,46,3,5,2343,675,0,0,0,41110311,1762670,3559555528,0,675,497,2,1,14,14,414,0,1,3558968272,3510444203,106848209,272283632,272300016,1,2,1,0,11980479808,73389,73389,14,14,14,272283632,9,3,592213,1252730,2509965,27175,3558968272,1228016,38601586,2027
