timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
488549.62,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0
490568.37,8,253952,62,4670,307018400,1,2608151,0,54,4,4,7051,95,0,558,66742,0,42,1816,13,95119359,1118,1,0,4,4271,5646981,8,22523368,12,18,18,8,3774,558,0,0,3160095,812782,136884013,0,558,634,0,3,1,14,14,4955,3,137009613,99459785,6582761,5727923,5727923,1,3,1,297852028,73389,73389,14,14,14,5727927,9,3,78101,67971,267750,1209,137009613,66742,2892485,1993
492584.10,8,253952,62,9584,631246250,1,4837700,0,108,4,4,7051,108,0,558,110081,0,42,3731,13,96989589,1118,1,0,4,4271,11753763,8,46950604,12,18,18,8,3774,558,0,0,6403121,1583780,232050905,0,558,634,0,3,1,14,14,4955,3,231924428,201425368,12820908,11971498,11971498,1,3,1,622517928,73389,73389,14,14,14,11971502,9,3,83756,112372,337668,1963,231924428,110081,6065719,1993
494599.69,8,253952,62,14546,957690746,1,6987892,0,158,4,4,7051,123,0,567,160399,0,42,5665,13,99743749,1136,1,0,4,4271,17923965,8,71695860,12,18,18,8,3774,567,0,0,9571246,2313170,332317835,0,567,643,0,3,1,14,14,4955,3,332726130,304500356,18858487,18229742,18229742,1,3,1,947094648,73389,73389,14,14,14,18213362,9,3,93229,163761,409922,2768,332726130,160399,9160927,2039
496611.96,9,253952,62,19433,1278037574,1,9110531,0,210,4,4,7051,189,0,567,207729,0,42,7611,13,99792013,1136,1,0,4,4271,24013574,8,96054296,12,18,18,8,3774,567,0,0,12705297,3036961,438348746,0,567,643,0,3,1,14,14,4955,3,438349162,405425662,24825425,24390126,24390126,1,3,1,1267434616,73389,73389,14,14,14,24373746,9,3,100771,212292,480389,3712,438349162,207729,12225422,2039
498617.52,9,253952,62,23747,1563522992,2,11813049,0,230,4,4,7051,198,0,567,233596,0,42,9297,13,102265543,1136,1,0,4,4271,29423894,8,117695576,12,18,18,8,3774,567,0,0,14863254,3042556,522830251,0,567,643,0,3,1,14,14,4955,3,522900256,495027925,29689797,29892103,29892103,1,3,1,1554389388,73389,73389,14,14,14,29892107,9,3,105170,238901,513421,4381,522900256,233596,14350441,2039
500623.64,9,253952,62,28228,1858758388,2,13489106,0,262,4,4,7051,245,0,567,263816,0,42,11083,13,103520407,1136,1,0,4,4271,35016514,8,140066056,12,18,18,8,3774,567,0,0,17190376,3098955,617746449,0,567,643,0,3,1,14,14,4955,3,617477865,588023348,33742088,35566556,35566556,1,3,1,1849460944,73389,73389,14,14,14,35566560,9,3,109190,270003,557498,5200,617477865,263816,16633570,2039
502639.73,10,253952,62,32983,2171311150,2,15281369,0,299,5,5,7051,268,0,567,304792,0,42,12945,13,104135773,1136,1,0,4,4271,40938863,8,163755452,12,19,18,8,3774,567,0,0,20079383,3969814,717017738,0,567,643,0,3,1,14,14,4955,3,716352309,686536575,39279550,41556623,41573007,1,3,1,2160944428,73389,73389,14,14,14,41556627,9,3,114807,311996,605879,6005,716352309,304792,19474311,2039
504654.44,10,253952,62,38014,2502615478,2,17224718,0,347,5,5,7051,287,0,567,350146,0,42,14906,13,105101053,1136,1,0,4,4271,47212391,8,188849564,12,19,18,8,3774,567,0,0,23231475,4840839,824472159,0,567,643,0,3,1,14,14,4955,3,824038063,790797369,45235378,47935588,47951972,1,3,1,2492650608,73389,73389,14,14,14,47935592,9,3,118422,358454,676812,6866,824038063,350146,22555607,2039
506669.51,10,253952,62,42893,2824597832,2,19352460,0,395,5,5,7051,324,0,567,402090,0,42,16845,13,107019547,1136,1,0,4,4271,53335493,8,213341972,12,19,18,8,3774,567,0,0,26396092,5610605,925692005,0,567,643,0,3,1,14,14,4955,3,924639010,892226527,51286217,54130011,54130011,1,3,1,2814760604,73389,73389,14,14,14,54130015,9,3,122607,411501,734384,7717,924639010,402090,25662775,2039
508677.65,10,253952,62,47947,3157976590,2,21442648,0,450,5,5,7051,366,0,567,444495,0,42,18847,13,108551929,1136,1,0,4,4271,59669104,8,238611712,12,19,18,8,3774,567,0,0,29487425,6175771,1025267198,0,567,643,0,3,1,14,14,4955,3,1024095130,997195353,56965077,60537426,60537426,1,3,1,3147946184,73389,73389,14,14,14,60537430,9,3,126368,454947,781305,8562,1024095130,444495,28707304,2039
