timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
474193.07,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,7,0,2,0,2097278,2,1,0,2,2,0,32,0,0,0,0,0,0,989,0,0,0,2,1,14,14,438,1,0,0,56,0,0,1,2,1,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0
476198.52,0,0,18456,1214576004,0,0,0,0,1,1,5035,117,2,558,127807,13,1723,6,0,114873386,1118,1,0,5,15,4,2052,558,0,0,0,1984211,8228,399503918,0,558,436,2,1,14,14,438,1,399933636,358176088,1992945,27320259,27320259,1,2,1,1201370500,73389,73389,14,14,14,27303875,9,3,350878,129969,850002,3069,399933636,127807,1134305,1741
478204.00,253952,62,31913,2101549610,20,20960966,0,40,22,22,5035,119,2,675,208590,13,4782,27,27,140299886,1352,1,0,26,36,4,2161,675,0,0,0,4752166,237742,668924288,0,675,504,2,1,14,14,438,1,669252400,618117154,30176099,47398790,47415174,1,2,1,2085546760,73389,73389,14,14,14,47398790,9,3,496696,212420,1239604,5125,669252400,208590,3512752,2075
480217.19,253952,62,43540,2867783914,20,23022333,0,61,24,24,5035,121,2,675,307972,13,8064,27,27,140565338,1352,1,0,26,38,4,2161,675,0,0,0,7803934,926410,892385608,0,675,504,2,1,14,14,438,1,892730160,842188697,35401523,64821398,64821398,1,2,1,2852141512,73389,73389,14,14,14,64821398,9,3,505781,313633,1345357,6830,892730160,307972,6458883,2075
482233.61,253952,62,55523,3657349034,20,26786466,0,98,25,25,5035,123,2,675,418990,13,11441,27,27,140830790,1352,1,0,26,39,4,2161,675,0,0,0,11307641,2768735,1122000700,0,675,504,2,1,14,14,438,1,1123285808,1072939537,44417020,82768294,82768294,1,2,1,3641084040,73389,73389,14,14,14,82751910,9,3,518622,426576,1498383,8589,1123285808,418990,9809666,2075
484239.29,253952,62,66304,4367874430,23,31497738,0,129,25,25,5035,125,5,675,489148,13,14448,27,27,141096242,1352,1,0,26,39,4,2161,675,0,0,0,14032906,3218899,1331684022,0,675,504,2,1,14,14,438,1,1331297072,1280692129,54121499,98915109,98915109,1,2,1,4352264796,73389,73389,14,14,14,98915109,9,3,521609,498298,1583485,10176,1331297072,489148,12449926,2075
486251.29,253952,62,77294,5091831398,23,32925084,0,151,26,26,5035,126,5,675,580199,13,17546,27,27,141361694,1352,1,0,26,40,4,2161,675,0,0,0,16822308,3582621,1542155304,0,675,504,2,1,14,14,438,1,1542847280,1492363273,58605659,115367187,115383571,1,2,1,5076156228,73389,73389,14,14,14,115367187,9,3,530303,591067,1695509,11790,1542847280,580199,15127408,2075
488259.64,253952,62,88765,5847842086,27,39409537,0,188,32,32,5035,128,5,675,707780,13,20783,27,27,141627146,1352,1,0,26,46,4,2161,675,0,0,0,20026540,5074846,1761538438,0,675,504,2,1,14,14,438,1,1763441456,1713308912,70878380,132552227,132552227,1,2,1,5832297988,73389,73389,14,14,14,132552227,9,3,551704,721911,1879343,13473,1763441456,707780,18147909,2075
490272.17,253952,62,99782,6573568526,29,43771987,0,232,34,34,5035,130,5,675,828209,13,23919,27,27,141892598,1352,1,0,26,48,4,2161,675,0,0,0,23021617,6357902,1974501541,0,675,504,2,1,14,14,438,1,1975647024,1925480971,80321819,149028881,149045265,1,2,1,6557270764,73389,73389,14,14,14,149028881,9,3,555643,844237,1998235,15092,1975647024,828209,21024200,2075
492285.64,253952,62,110730,7295303886,30,47282839,0,267,34,34,5035,132,5,675,941447,13,26995,27,27,142423502,1352,1,0,26,48,4,2161,675,0,0,0,26605929,7795334,2186031307,0,675,504,2,1,14,14,438,1,2186541872,2136495419,89579821,165443873,165443873,1,2,1,7279530412,73389,73389,14,14,14,165443873,9,3,565246,959493,2142737,16701,2186541872,941447,24464114,2075
