timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
299985.89,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0
301991.08,0,0,21143,1391733044,0,0,0,0,1,1,6635,117,639,128711,2,7,1974,7,0,131875832,1280,1,0,6,15,0,5,2322,639,0,0,0,1996436,43,457963234,0,637,508,2,2,1,14,14,503,1,458784964,410380899,1997127,31292935,31309319,1,2,1,1376889140,73389,73389,14,14,14,31292935,10,3,402802,130732,820215,3518,458784964,128711,1176303,1925
304003.92,253952,62,37917,2497151370,15,15884538,0,34,24,24,6635,120,675,252550,2,7,6474,30,49,140299886,1352,1,0,29,38,12,5,2448,675,0,0,0,6502059,1283526,781936597,0,673,530,2,2,1,14,14,503,1,784726832,733892412,39720992,56392718,56409102,1,2,1,2481279592,73389,73389,14,14,14,56392718,10,3,516676,256993,1255386,6006,784726832,252550,5246878,2019
306013.75,253952,62,53929,3552353746,20,23423342,0,84,26,26,6635,122,675,376084,2,7,10952,30,49,140830790,1352,1,0,29,40,12,5,2448,675,0,0,0,11097490,2455571,1088923467,0,673,530,2,2,1,14,14,503,1,1093008176,1042271121,55570072,80380548,80380548,1,2,1,3536744112,73389,73389,14,14,14,80380548,10,3,530479,384252,1464729,8358,1093008176,376084,9632112,2019
308018.53,253952,62,66656,4391208554,24,29663523,0,109,26,26,6635,125,675,456445,2,7,14588,30,49,141361694,1352,1,0,29,40,12,5,2448,675,0,0,0,14335748,2805237,1338207053,0,673,530,2,2,1,14,14,503,1,1338243888,1287505320,66774090,99445430,99445430,1,2,1,4375598920,73389,73389,14,14,14,99445430,10,3,533605,466364,1584341,10229,1338243888,456445,12751840,2019
310025.15,253952,62,80527,5304771094,24,31612623,0,138,29,29,6635,127,675,550590,2,7,18482,30,49,141361694,1352,1,0,29,43,12,5,2448,675,0,0,0,17864442,3109310,1602841485,0,673,530,2,2,1,14,14,503,1,1604713264,1554568877,73028940,120200023,120216407,1,2,1,5288801012,73389,73389,14,14,14,120200023,10,3,555639,562589,1760467,12262,1604713264,550590,16104544,2019
312030.42,253952,62,90952,5991965674,27,36216001,0,158,29,29,6635,128,675,608717,2,7,21380,30,49,141627146,1352,1,0,29,43,12,5,2448,675,0,0,0,20183906,3115137,1805964138,0,673,530,2,2,1,14,14,503,1,1805515568,1755391641,80018804,135830742,135830742,1,2,1,5976552648,73389,73389,14,14,14,135830742,10,3,556192,622009,1826427,13794,1805515568,608717,18358144,2019
314036.85,253952,62,106772,7034319686,27,38010709,0,192,34,34,6635,131,675,731766,2,7,25865,30,49,142158050,1352,1,0,29,48,12,5,2448,675,0,0,0,24435192,3629051,2108242061,0,673,530,2,2,1,14,14,503,1,2110126896,2060220971,88310204,159501243,159517627,1,2,1,7018054692,73389,73389,14,14,14,159501243,10,3,579847,747545,2015589,16118,2110126896,731766,22420426,2019
316045.60,253952,62,123747,8152633230,28,42840956,0,227,35,35,6635,134,675,869271,2,7,30661,30,49,142423502,1352,1,0,29,49,12,5,2448,675,0,0,0,29097832,4438398,2434774374,0,673,530,2,2,1,14,14,503,1,2436758320,2387074641,101528222,184930865,184947249,1,2,1,8136958060,73389,73389,14,14,14,184930865,10,3,599309,887778,2218715,18610,2436758320,869271,26880106,2019
318052.29,253952,62,140896,9282615490,29,47044608,0,255,36,36,6635,137,675,1005817,2,7,35503,30,49,142942340,1352,1,0,29,50,12,5,2448,675,0,0,0,33869582,5163352,2765244297,0,673,530,2,2,1,14,14,503,1,2767059760,2717438856,115551794,210612280,210612280,1,2,1,9266219424,73389,73389,14,14,14,210595896,10,3,613678,1026995,2437639,21130,2767059760,1005817,31433101,2019
