timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
309898.66,0,0,0,0,0,0,0,0,0,0,0,47,0,0,1,0,14,0,2097278,2,1,0,14,14,14,165,0,0,0,0,0,0,6959,0,0,0,2,1,14,14,422,1,0,0,86,0,0,1,2,1,0,73389,73389,14,14,14,0,10,3,0,0,0,0,0,0,0,0
311903.59,0,0,19506,1283919708,0,0,0,0,1,1,4975,117,594,123484,1,1821,16,0,122489018,1190,1,0,15,15,14,179,594,0,0,0,1972005,15043,421132007,0,594,374,2,1,14,14,422,1,423395524,378670767,1987230,28872421,28872421,1,2,1,1269665628,73389,73389,14,14,14,28856037,10,3,369677,125554,773979,3248,423395524,123484,1198118,1822
313912.57,253952,62,38723,2550238838,17,18262438,0,42,28,28,4975,120,675,252403,1,6717,43,91,140299886,1352,1,0,42,42,14,534,675,0,0,0,6254635,1919928,794117131,0,675,416,2,1,14,14,422,1,800193328,749309796,40495676,57594783,57611167,1,2,1,2534170452,73389,73389,14,14,14,57594783,10,3,521919,257063,1252118,6124,800193328,252403,5002749,2038
315920.52,253952,62,57257,3771519362,23,27387342,0,113,28,28,4975,123,675,382299,1,11915,43,91,140830790,1352,1,0,42,42,14,534,675,0,0,0,11253576,3307719,1154317938,0,675,416,2,1,14,14,422,1,1156840240,1106305761,56381091,85352648,85369032,1,2,1,3755516512,73389,73389,14,14,14,85352648,10,3,531795,389789,1428637,8845,1156840240,382299,9825301,2038
317927.95,253952,62,75545,4976678030,24,31278272,0,184,29,29,4975,126,675,512147,1,17066,43,91,141361694,1352,1,0,42,43,14,534,675,0,0,0,15995758,3663072,1505602831,0,675,416,2,1,14,14,422,1,1508899632,1458705665,66635799,112750065,112750065,1,2,1,4960281964,73389,73389,14,14,14,112733681,10,3,544282,522431,1619920,11531,1508899632,512147,14376336,2038
319933.30,253952,62,92918,6121605806,25,34073034,0,248,30,30,4975,129,675,638496,1,21971,43,91,141892598,1352,1,0,42,44,14,534,675,0,0,0,20531356,4060127,1842729491,0,675,416,2,1,14,14,422,1,1843526448,1793346538,75533498,138773385,138773385,1,2,1,6105308044,73389,73389,14,14,14,138757001,10,3,556134,651453,1797126,14084,1843526448,638496,18734871,2038
321938.66,253952,62,104434,6880300162,28,38778307,0,265,31,31,4975,131,675,694036,1,25220,43,91,142158050,1352,1,0,42,45,14,534,675,0,0,0,22873560,4072362,2065644174,0,675,416,2,1,14,14,422,1,2065300272,2015199942,82629698,156009736,156009736,1,2,1,6864428384,73389,73389,14,14,14,156009736,10,3,560718,708284,1858140,15776,2065300272,694036,21016144,2038
323946.10,253952,62,122135,8046458294,28,41725961,0,324,33,33,4975,134,675,817088,1,30215,43,91,142423502,1352,1,0,42,47,14,534,675,0,0,0,27478569,4433255,2405003055,0,675,416,2,1,14,14,422,1,2406087472,2355995588,89799816,182510351,182526735,1,2,1,8030455444,73389,73389,14,14,14,182510351,10,3,574083,834066,2048093,18376,2406087472,817088,25431344,2038
325952.81,253952,62,139578,9195973590,29,46860349,0,392,35,35,4975,136,675,942358,1,35084,43,91,142942340,1352,1,0,42,49,14,534,675,0,0,0,32006125,4835517,2740442725,0,675,416,2,1,14,14,422,1,2741762864,2692063252,101280591,208640167,208656551,1,2,1,9180167348,73389,73389,14,14,14,208640167,10,3,584639,962031,2225773,20937,2741762864,942358,29781382,2038
327959.19,253952,62,158562,10446420942,32,52720982,0,446,37,37,4975,140,675,1073940,1,40495,43,91,143738696,1352,1,0,42,51,14,534,675,0,0,0,36917637,5223997,3102438545,0,675,416,2,1,14,14,422,1,3106376656,3057527596,115077242,237067617,237067617,1,2,1,10430254252,73389,73389,14,14,14,237051233,10,3,610510,1096352,2464459,23722,3106376656,1073940,34454340,2038
329967.09,253952,62,178594,11766405298,32,55740542,0,510,37,37,4975,143,675,1212687,1,46106,43,91,144004148,1352,1,0,42,51,14,534,675,0,0,0,42022314,5281986,3489924799,0,675,416,2,1,14,14,422,1,3491728336,3443307303,124480852,267065772,267082156,1,2,1,11750893968,73389,73389,14,14,14,267065772,10,3,619692,1237996,2649478,26662,3491728336,1212687,39374159,2038
331974.06,253952,62,198624,13086258582,34,59787165,0,570,39,39,4975,146,675,1340700,1,51733,43,91,144535052,1352,1,0,42,53,14,534,675,0,0,0,46877479,5346823,3875718002,0,675,416,2,1,14,14,422,1,3877473232,3829167425,134440745,297063927,297063927,1,2,1,13070091892,73389,73389,14,14,14,297047543,10,3,633198,1368863,2822346,29605,3877473232,1340700,44056629,2038
333980.22,253952,62,218751,14412468858,35,63273542,0,592,40,40,4975,149,675,1492079,1,57386,43,91,145065956,1352,1,0,42,54,14,534,675,0,0,0,51895266,5612007,4263561859,0,675,416,2,1,14,14,422,1,4264790992,4216810535,145669509,327209538,327209538,1,2,1,14396498776,73389,73389,14,14,14,327193154,10,3,657045,1523110,3080975,32560,4264790992,1492079,48815915,2038
335985.72,253952,62,238949,15743332190,36,66275727,0,648,40,40,4975,153,675,1638632,1,63116,43,91,145596860,1352,1,0,42,54,14,534,675,0,0,0,56965995,5700863,4652988677,0,675,416,2,1,14,14,422,1,4653681616,4605862253,155415997,357445261,357461645,1,2,1,15727591484,73389,73389,14,14,14,357445261,10,3,663168,1672409,3269427,35527,4653681616,1638632,53698341,2038
