timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,QueryTimeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectQueryTimeMicroseconds,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
644639.15,0,253952,62,6788,446463146,0,1442081,0,26,3,3,5963,104,0,567,65563,0,25,2637,8,96932371,1136,1,0,4,4904,8251694,8,33006776,7,17,4,2425,567,0,0,3820280,123036,173624689,0,567,526,0,3,1,14,14,5478,0,3,174332996,143438159,5377237,8402389,8402389,1,3,1,0,436072292,73389,73389,14,14,14,8386009,9,3,65744,67006,222956,1514,174332996,65563,3597467,1955
646646.56,2,253952,62,13827,910280778,0,3840687,0,50,3,3,5963,127,0,567,119386,0,25,5397,8,98199301,1136,1,0,4,4904,17054634,8,68218536,7,17,4,2425,567,0,0,7704962,197791,319137799,0,567,526,0,3,1,14,14,5478,0,3,319954131,289624859,11390627,17314397,17314397,1,3,1,0,900348676,73389,73389,14,14,14,17314401,9,3,68172,122263,291821,2677,319954131,119386,7413411,1955
648651.19,2,253952,62,19238,1266754238,1,6496755,0,75,3,3,5963,190,0,567,151038,0,25,7552,8,99743749,1136,1,0,4,4904,23810365,8,95176732,7,17,4,2425,567,0,0,10084725,200838,441393678,0,567,526,0,3,1,14,14,5478,0,3,441017856,401705610,16347170,24182723,24182723,1,3,1,0,1257501628,73389,73389,14,14,14,24182727,9,3,69051,154887,320655,3735,441017856,151038,9764428,1955
650658.28,2,253952,62,25862,1703060714,1,7429202,0,98,4,4,5963,208,0,567,194710,0,25,10139,9,100998613,1136,1,0,4,4904,32081174,8,128324696,8,18,4,2437,567,0,0,13668912,250448,565523367,0,567,526,0,3,1,14,14,5478,0,3,565020665,538974089,21327740,32572602,32572602,1,3,1,0,1693775336,73389,73389,14,14,14,32572606,9,3,75004,199702,384505,4725,565020665,194710,13284890,1955
652666.48,4,253952,62,32470,2137727380,1,9893248,0,136,4,4,5963,250,0,576,249047,0,25,12724,9,103161268,1154,1,0,4,4904,40300398,8,161137104,8,18,4,2437,576,0,0,17526164,405119,706809330,0,576,533,0,3,1,14,14,5478,0,3,706447573,676008613,27794530,40925839,40925839,1,3,1,0,2128143660,73389,73389,14,14,14,40925843,9,3,78216,255485,450178,5907,706447573,249047,17076604,1991
654671.34,4,253952,62,38506,2535172906,1,11607315,0,181,4,4,5963,302,0,576,295263,0,25,15120,9,104717782,1154,1,0,4,4904,47864003,8,191456012,8,18,4,2437,576,0,0,20696203,532964,834850621,0,576,533,0,3,1,14,14,5478,0,3,835009050,800893285,32802501,48580597,48580597,1,3,1,0,2526191076,73389,73389,14,14,14,48580601,9,3,79999,302865,501975,6987,835009050,295263,20194972,1991
656679.24,5,253952,62,44247,2913577838,2,13828321,0,198,4,4,5963,314,0,594,327627,0,25,17362,9,110200468,1190,1,0,4,4904,54998839,8,219995356,8,18,4,2437,594,0,0,23504469,574488,943237229,0,594,544,0,3,1,14,14,5478,0,3,942900381,920306131,37871153,55833503,55849887,1,3,1,0,2903342188,73389,73389,14,14,14,55833507,9,3,83033,336104,536789,7852,942900381,327627,22968526,2053
658690.30,6,253952,62,50958,3355610078,2,15103732,0,220,5,5,5963,391,0,594,384084,0,25,20025,9,111479464,1190,1,0,4,4904,63350971,8,253403884,8,19,4,2437,594,0,0,27377462,711846,1092451509,0,594,544,0,3,1,14,14,5478,0,3,1091848758,1059649890,43147142,64321686,64321686,1,3,1,0,3344727704,73389,73389,14,14,14,64321690,9,3,85695,394055,601562,9146,1091848758,384084,26776883,2053
660695.66,6,253952,62,57026,3755164822,3,17888683,0,259,5,5,5963,406,0,594,428878,0,25,22394,9,112420612,1190,1,0,4,4904,70946534,8,283786136,8,19,4,2437,594,0,0,30602098,748109,1224967532,0,594,544,0,3,1,14,14,5478,0,3,1224615019,1185505326,49188107,72009212,72009212,1,3,1,0,3744479056,73389,73389,14,14,14,72009216,9,3,87498,440006,639481,10198,1224615019,428878,29963718,2053
662702.10,8,253952,62,62713,4129774482,3,19188758,0,281,5,5,5963,471,0,594,464581,0,25,24649,9,114001258,1190,1,0,4,4904,78009515,8,312038060,8,19,4,2437,594,0,0,33322829,763115,1341892090,0,594,544,0,3,1,14,14,5478,0,3,1340679126,1303588449,53220047,79205218,79205218,1,3,1,0,4118671368,73389,73389,14,14,14,79205222,9,3,93440,476718,693416,11220,1340679126,464581,32630615,2053
