timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
1196077.09,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0
1198082.73,0,253952,62,6399,420692124,0,1192072,23,3,3,8694,96,0,558,42124,0,44,2487,18,13,95167623,1118,1,0,4,579,7792945,5,31107248,17,17,14,84,558,0,0,2946567,666,162009212,0,558,277,0,3,1,14,14,1028,3,162668102,135285278,4139856,7904836,7921220,1,3,1,411051504,73389,73389,14,14,14,7904840,8,3,40447,43152,110026,1403,162668102,42124,2836660,1175
1200087.39,0,253952,62,13844,911708606,1,3317705,82,3,3,8694,118,0,558,87576,0,44,5398,18,13,97327437,1118,1,0,4,579,17108882,5,68379492,17,17,14,84,558,0,0,6618224,4465,317632592,0,558,277,0,3,1,14,14,1028,3,317491106,289910133,9936598,17353198,17353198,1,3,1,902366328,73389,73389,14,14,14,17353202,8,3,41959,89811,169181,2629,317491106,87576,6449313,1175
1202095.87,1,253952,62,21258,1399788522,1,4757393,122,4,4,8694,198,0,558,135144,0,44,8341,19,13,98268585,1118,1,0,4,579,26365840,5,105398740,18,18,14,94,558,0,0,10087552,10713,476014970,0,558,277,0,3,1,14,14,1028,3,475604871,443424709,14851921,26742501,26742501,1,3,1,1390610084,73389,73389,14,14,14,26742505,8,3,49681,138598,223079,4005,475604871,135144,9864877,1175
1204102.10,1,253952,62,30825,2029908594,1,5890410,219,4,4,8694,235,0,558,203981,0,44,12079,19,13,99523449,1118,1,0,4,579,38281215,5,153124860,18,18,14,94,558,0,0,14966280,23818,674537911,0,558,277,0,3,1,14,14,1028,3,674716744,642126141,20871441,38828687,38845071,1,3,1,2019091756,73389,73389,14,14,14,38828691,8,3,52886,209131,301905,5607,674716744,203981,14664983,1175
1206110.39,8,253952,62,40465,2664836926,1,6941622,313,4,4,8694,334,0,567,271712,0,44,15920,19,13,101988025,1136,1,0,4,579,50319616,5,201278464,18,18,14,94,567,0,0,19909702,58030,870585538,0,567,293,0,3,1,14,14,1028,3,869903031,841822732,26894196,51054137,51070521,1,3,1,2654815156,73389,73389,14,14,14,51054141,8,3,55078,278614,383662,7295,869903031,271712,19526849,1206
1208117.01,8,253952,62,50261,3310254326,1,7994838,408,4,4,8694,372,0,567,346088,0,44,19748,19,13,103218757,1136,1,0,4,579,62556303,5,250160544,18,18,14,94,567,0,0,24868755,63819,1083891007,0,567,293,0,3,1,14,14,1028,3,1083525308,1045314790,32898855,63465844,63465844,1,3,1,3300223920,73389,73389,14,14,14,63465848,8,3,56747,354852,470498,9008,1083525308,346088,24399276,1206
1210123.85,8,253952,62,60154,3962040784,1,9016678,518,4,4,8694,414,0,567,412866,0,44,23621,19,13,104775271,1136,1,0,4,579,74906365,5,299560768,18,18,14,94,567,0,0,29842416,68750,1277840231,0,567,293,0,3,1,14,14,1028,3,1277802847,1250313822,38904055,76008623,76008623,1,3,1,3951596460,73389,73389,14,14,14,75992243,8,3,58375,423218,553488,10586,1277802847,412866,29290156,1206
1212130.21,8,253952,62,70211,4624309694,1,10176845,619,4,4,8694,510,0,567,482172,0,44,27600,19,13,105728485,1136,1,0,4,579,87435979,5,349743916,18,18,14,94,567,0,0,34732382,69771,1489792770,0,567,293,0,3,1,14,14,1028,3,1489008117,1459266822,44952060,88717401,88717401,1,3,1,4612452916,73389,73389,14,14,14,88701021,8,3,61103,494308,637277,12389,1489008117,482172,34096542,1206
1214135.28,8,253952,62,80180,5281450934,1,11315253,710,4,4,8694,550,0,567,553684,0,44,31512,19,13,107948629,1136,1,0,4,579,99912792,5,399586908,18,18,14,94,567,0,0,39612442,70881,1700060406,0,567,293,0,3,1,14,14,1028,3,1698545492,1665988129,50970213,101356325,101372709,1,3,1,5270528932,73389,73389,14,14,14,101356329,8,3,65260,567491,724163,14081,1698545492,553684,38889925,1206
