timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,QueryTimeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectQueryTimeMicroseconds,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
714476.32,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,2,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0
716488.77,0,253952,62,8520,560598930,0,1238989,0,80,3,3,6627,112,0,567,76390,0,13,3320,17,97571869,1136,1,0,4,1634,10412267,7,41649068,16,17,13,219,567,0,0,4615935,77142,206514896,0,567,555,0,3,1,14,14,2244,0,3,206465383,179393459,5925528,10577143,10609911,1,3,1,0,550011468,73389,73389,14,14,14,10577147,10,3,81174,78049,245627,1771,206465383,76390,4370481,1814
718495.93,0,253952,62,17050,1122468586,0,2569498,0,171,3,3,6627,142,0,567,139629,0,13,6656,17,99478297,1136,1,0,4,1634,21086415,7,84345660,16,17,13,219,567,0,0,9307246,99909,385268433,0,567,555,0,3,1,14,14,2244,0,3,385300926,356321077,11959997,21403920,21403920,1,3,1,0,1113003872,73389,73389,14,14,14,21403924,10,3,81750,142923,333571,3199,385300926,139629,8974032,1814
720503.49,0,253952,62,25824,1700582412,0,3941193,0,255,3,3,6627,228,0,567,204360,0,13,10140,17,101010679,1136,1,0,4,1634,32017594,7,128070376,16,17,13,219,567,0,0,13951487,105670,571284781,0,567,555,0,3,1,14,14,2244,0,3,571504090,538156455,17977610,32507066,32523450,1,3,1,0,1690367464,73389,73389,14,14,14,32507070,10,3,87102,209346,411633,4802,571504090,204360,13540397,1814
722508.01,0,253952,62,33718,2220759106,0,5242120,0,310,3,3,6627,251,0,567,252473,0,13,13215,17,102591325,1136,1,0,4,1634,41899804,7,167599216,16,17,13,219,567,0,0,17701441,105884,731277406,0,567,555,0,3,1,14,14,2244,0,3,730976582,701996464,23027088,42531027,42531027,1,3,1,0,2211613436,73389,73389,14,14,14,42531031,10,3,90480,258791,470708,6070,730976582,252473,17231430,1814
724512.75,0,253952,62,39910,2627475034,2,7628610,0,343,4,4,6627,313,1,567,283543,0,13,15674,17,103508341,1136,1,0,4,1634,49598844,7,198395376,16,18,13,219,567,0,0,20164736,105902,860393188,0,567,555,0,3,1,14,14,2244,0,3,860519347,830249650,27875642,50339718,50339718,1,3,1,0,2617665368,73389,73389,14,14,14,50339722,10,3,96839,290778,516623,7186,860519347,283543,19648904,1814
726519.23,0,253952,62,47443,3123691582,2,9107173,0,381,5,5,6627,335,1,567,326007,0,13,18613,18,104775271,1136,1,0,4,1634,59015573,7,236062292,17,19,13,231,567,0,0,23587383,111354,1011598667,0,567,555,0,3,1,14,14,2244,0,3,1011463636,986257701,32757827,59890702,59907086,1,3,1,0,3113464568,73389,73389,14,14,14,59874322,10,3,101259,334356,580566,8393,1011463636,326007,23007742,1814
728524.23,0,253952,62,54977,3619985732,3,11212086,0,434,5,5,6627,409,2,567,373253,0,13,21610,18,106078399,1136,1,0,4,1634,68448676,7,273794704,17,19,13,231,567,0,0,27082064,129574,1171806338,0,567,555,0,3,1,14,14,2244,0,3,1171128283,1142407961,38395764,69441686,69441686,1,3,1,0,3610967704,73389,73389,14,14,14,69441690,10,3,104989,382868,649606,9755,1171128283,373253,26433521,1814
730534.29,0,253952,62,62109,4090791096,3,12868271,0,463,6,6,6627,431,2,567,416100,0,13,24402,18,108539863,1136,1,0,4,1634,77373825,7,309495300,17,20,13,231,567,0,0,30373681,155645,1326027937,0,567,555,0,3,1,14,14,2244,0,3,1325353709,1290678217,43369397,78494673,78494673,1,3,1,0,4081723028,73389,73389,14,14,14,78494677,10,3,109878,426870,704527,10992,1325353709,416100,29670336,1814
732543.34,3,253952,62,71048,4680080342,3,14169573,0,545,6,6,6627,515,2,567,476787,0,13,27944,18,109493077,1136,1,0,4,1634,88512843,7,354051372,17,20,13,231,567,0,0,35052953,222075,1509621738,0,567,555,0,3,1,14,14,2244,0,3,1508500739,1476686303,49402095,89792268,89792268,1,3,1,0,4669197968,73389,73389,14,14,14,89792272,10,3,111593,489140,779176,12555,1508500739,476787,34275138,1814
734548.50,3,253952,62,79059,5206694016,3,15323146,0,610,6,6,6627,542,2,567,527201,0,13,31068,18,109842991,1136,1,0,4,1634,98516693,7,394066772,17,20,13,231,567,0,0,39023241,257556,1672312392,0,567,555,0,3,1,14,14,2244,0,3,1671427923,1642283202,54549217,99939553,99939553,1,3,1,0,5196856788,73389,73389,14,14,14,99939557,10,3,114584,540895,837182,13863,1671427923,527201,38187573,1814
