timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
960155.27,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
962159.40,253952,62,23550,1550552070,0,0,0,0,26,26,4947,118,675,119849,2,20,2447,41,29,140034434,1352,1,0,40,40,15,14,133,675,0,0,0,2187649,178,507218028,0,673,332,2,2,1,14,14,337,1,508164912,457023852,2316633,34872395,34888779,1,2,1,1534385380,73389,73389,14,14,14,34872395,6,3,465014,121903,810927,3896,508164912,119849,1376823,1759
964163.85,253952,62,45563,3001159598,0,0,0,0,26,26,4947,121,675,197547,2,20,8615,41,29,140565338,1352,1,0,40,40,15,14,133,675,0,0,0,6159878,244,930357743,0,673,332,2,2,1,14,14,337,1,931920688,881125163,8747504,67854153,67854153,1,2,1,2985582732,73389,73389,14,14,14,67854153,6,3,474002,201681,933875,7129,931920688,197547,5226280,1759
966168.14,253952,62,67042,4416505450,0,0,0,0,26,26,4947,125,675,275647,2,20,14693,41,29,141361694,1352,1,0,40,40,15,14,133,675,0,0,0,10232949,327,1344320127,0,673,332,2,2,1,14,14,337,1,1345714992,1294935088,18371735,100018870,100018870,1,2,1,4400109384,73389,73389,14,14,14,100002486,6,3,484094,281873,1044708,10286,1345714992,275647,9188687,1759
968172.44,253952,62,89341,5885590822,0,0,0,0,26,26,4947,128,675,350434,2,20,20942,41,29,141627146,1352,1,0,40,40,15,14,133,675,0,0,0,14280230,373,1774540590,0,673,332,2,2,1,14,14,337,1,1774582576,1724278799,24393053,133404195,133420579,1,2,1,5869784580,73389,73389,14,14,14,133404195,6,3,489644,358665,1159146,13558,1774582576,350434,13121701,1759
970176.29,253952,62,111323,7334432186,0,0,0,0,26,26,4947,132,675,426106,2,20,27155,41,29,142423502,1352,1,0,40,40,15,14,133,675,0,0,0,18325565,536,2196893747,0,673,332,2,2,1,14,14,337,1,2197814064,2147921089,30419123,166334642,166334642,1,2,1,7318724248,73389,73389,14,14,14,166334642,6,3,497204,436345,1279331,16787,2197814064,426106,17047025,1759
972180.35,253952,62,133469,8793490550,0,0,0,0,26,26,4947,135,675,502433,2,20,33362,41,29,142688954,1352,1,0,40,40,15,14,133,675,0,0,0,22380248,585,2624229646,0,673,332,2,2,1,14,14,337,1,2624191280,2574344670,36400207,199490591,199506975,1,2,1,8777586004,73389,73389,14,14,14,199490591,6,3,499538,514697,1392963,20040,2624191280,502433,20988244,1759
974184.24,253952,62,155547,10247768094,0,0,0,0,26,26,4947,139,675,579969,2,20,39599,41,29,143473244,1352,1,0,40,40,15,14,133,675,0,0,0,26334913,714,3046949204,0,673,332,2,2,1,14,14,337,1,3048311760,2999453057,48794561,232554269,232554269,1,2,1,10232387836,73389,73389,14,14,14,232554269,6,3,506251,594234,1499043,23279,3048311760,579969,24837013,1759
976188.41,253952,62,177448,11690770138,0,0,0,0,26,26,4947,143,675,672192,2,20,45791,41,29,144004148,1352,1,0,40,40,15,14,133,675,0,0,0,30476362,801,3468909238,0,673,332,2,2,1,14,14,337,1,3469708240,3421244662,54882540,265349770,265349770,1,2,1,11675389880,73389,73389,14,14,14,265349770,6,3,509356,688525,1624390,26494,3469708240,672192,28853290,1759
978192.44,253952,62,198932,13106443670,0,0,0,0,26,26,4947,146,675,759142,2,20,51815,41,29,144535052,1352,1,0,40,40,15,14,133,675,0,0,0,34655121,898,3882742558,0,673,332,2,2,1,14,14,337,1,3883502544,3835071973,65882323,297522679,297522679,1,2,1,13090276980,73389,73389,14,14,14,297506295,6,3,519034,777743,1735897,29651,3883502544,759142,32920706,1759
980196.40,253952,62,219901,14488366162,0,0,0,0,26,26,4947,150,675,839542,2,20,57755,41,29,145331408,1352,1,0,40,40,15,14,133,675,0,0,0,38844841,1086,4286740953,0,673,332,2,2,1,14,14,337,1,4287073232,4239027321,73105701,328917348,328933732,1,2,1,14472363312,73389,73389,14,14,14,328917348,6,3,525159,860324,1836668,32730,4287073232,839542,37009820,1759
982200.55,253952,62,241174,15889946146,0,0,0,0,26,26,4947,153,675,917619,2,20,63722,41,29,145596860,1352,1,0,40,40,15,14,133,675,0,0,0,42919458,1137,4696900666,0,673,332,2,2,1,14,14,337,1,4696542160,4648712011,78958065,360789312,360789312,1,2,1,15874008832,73389,73389,14,14,14,360772928,6,3,530129,940436,1918815,35854,4696542160,917619,41002440,1759
984204.36,253952,62,262498,17295133918,0,0,0,0,26,26,4947,156,675,998603,2,20,69701,41,29,146127764,1352,1,0,40,40,15,14,133,675,0,0,0,47050546,1304,5107455639,0,673,332,2,2,1,14,14,337,1,5107190736,5059564827,89639090,392716461,392716461,1,2,1,17279524284,73389,73389,14,14,14,392716461,6,3,542074,1023533,2046696,38987,5107190736,998603,45005813,1759
986208.34,253952,62,283728,18693895854,0,0,0,0,26,26,4947,160,675,1081594,2,20,75713,41,29,146658668,1352,1,0,40,40,15,14,133,675,0,0,0,51297313,1695,5516305769,0,673,332,2,2,1,14,14,337,1,5515742160,5468356068,96979772,424514697,424514697,1,2,1,18678646668,73389,73389,14,14,14,424514697,6,3,544684,1108747,2160167,42104,5515742160,1081594,49139279,1759
