timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,QueryTimeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectQueryTimeMicroseconds,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
1061076.94,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0
1063081.67,1,135168,33,22845,1503818286,0,0,0,0,27,27,4408,117,675,121514,17,2204,42,43,139503530,1352,1,0,41,41,28,14,159,675,0,0,0,2052868,62,490471845,0,675,365,2,1,14,14,361,0,1,494698692,443334456,2092267,33828137,33844521,1,2,1,0,1488438028,73389,73389,14,14,14,33828137,7,3,439370,123678,802322,3792,494698692,121514,1250638,1721
1065086.04,1,253952,62,44047,2901276118,0,0,0,0,27,27,4408,121,675,221851,17,8204,42,43,140565338,1352,1,0,41,41,28,14,159,675,0,0,0,6471348,114,899292048,0,675,365,2,1,14,14,361,0,1,902822704,851985861,9809657,65581095,65597479,1,2,1,0,2885568180,73389,73389,14,14,14,65581095,7,3,482461,226425,988137,6907,902822704,221851,5483473,1721
1067090.76,1,253952,62,65445,4311313554,0,0,0,0,27,27,4408,124,675,322695,17,14204,42,43,141096242,1352,1,0,41,41,28,14,159,675,0,0,0,10810644,232,1310376118,0,675,365,2,1,14,14,361,0,1,1314782000,1264106905,20135436,97622932,97639316,1,2,1,0,4295409008,73389,73389,14,14,14,97622932,7,3,502830,329815,1124636,10050,1314782000,322695,9686442,1721
1069095.36,1,253952,62,86904,5725083234,5,5017894,0,8,27,27,4408,128,675,420065,17,20276,42,43,141627146,1352,1,0,41,41,28,14,159,675,0,0,0,15089788,284,1725784504,0,675,365,2,1,14,14,361,0,1,1727527728,1677388168,58369562,129765232,129765232,1,2,1,0,5709670208,73389,73389,14,14,14,129765232,7,3,511305,429471,1260979,13199,1727527728,420065,13829413,1721
1071099.62,1,253952,62,108755,7165073930,9,9649606,0,15,27,27,4408,131,675,509908,17,26399,42,43,142158050,1352,1,0,41,41,28,14,159,675,0,0,0,19341938,342,2148143546,0,675,365,2,1,14,14,361,0,1,2148530992,2098465763,81996023,162468462,162484846,1,2,1,0,7148612328,73389,73389,14,14,14,162468462,7,3,522257,521519,1379931,16411,2148530992,509908,17962788,1721
1073104.28,1,253952,62,129911,8558986202,10,10649688,0,17,27,27,4408,135,675,602650,17,32390,42,43,142688954,1352,1,0,41,41,28,14,159,675,0,0,0,23655556,409,2554638155,0,675,365,2,1,14,14,361,0,1,2555378480,2505836730,107450412,194168394,194168394,1,2,1,0,8542688440,73389,73389,14,14,14,194152010,7,3,529936,616586,1472427,19515,2555378480,602650,22184081,1721
1075108.49,1,253952,62,151524,9983113878,13,13650146,0,19,27,27,4408,138,675,699787,17,38450,42,43,143207792,1352,1,0,41,41,28,14,159,675,0,0,0,27953889,491,2970604894,0,675,365,2,1,14,14,361,0,1,2971433498,2922128881,148565424,226537911,226537911,1,2,1,0,9967668084,73389,73389,14,14,14,226537911,7,3,538834,715979,1607030,22690,2971433498,699787,26347992,1721
1077113.77,1,253952,62,173209,11411635774,13,13650146,0,19,27,27,4408,142,675,785258,17,44582,42,43,144004148,1352,1,0,41,41,28,14,159,675,0,0,0,32097102,654,3387391713,0,675,365,2,1,14,14,361,0,1,3388181456,3339576355,156092188,259003573,259019957,1,2,1,0,11396157212,73389,73389,14,14,14,259003573,7,3,542120,803683,1718576,25872,3388181456,785258,30379832,1721
1079117.85,1,253952,62,194817,12835435770,13,13650146,0,19,27,27,4408,146,675,873816,17,50643,42,43,144535052,1352,1,0,41,41,28,14,159,675,0,0,0,36437366,784,3803586602,0,675,365,2,1,14,14,361,0,1,3804335056,3755827350,180027438,291364898,291364898,1,2,1,0,12820055512,73389,73389,14,14,14,291364898,7,3,557772,894574,1859305,29047,3804335056,873816,34579540,1721
