timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
529594.72,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,19,0,11,21,2097278,2,1,0,11,11,0,66,0,0,0,0,0,0,5456,0,0,0,2,1,14,14,418,1,0,0,166,0,0,1,2,1,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0
531601.06,0,0,19922,1311448136,0,0,0,0,1,1,5226,117,0,603,123659,28,1860,14,784,124525652,1208,1,0,13,15,12,2292,603,0,0,0,1974501,5219,429912469,0,603,464,2,1,14,14,418,1,432308420,386769666,1980589,29484662,29501046,1,2,1,1297325128,73389,73389,14,14,14,29484662,10,3,376349,125784,819299,3316,432308420,123659,1155286,1860
533606.30,253952,62,42232,2781531922,8,8001151,0,8,24,24,5226,121,0,675,233335,28,7706,37,809,140565338,1352,1,0,36,38,12,2633,675,0,0,0,6446418,84868,864152846,0,675,517,2,1,14,14,418,1,867826480,816968848,20161328,62843252,62859636,1,2,1,2765103088,73389,73389,14,14,14,62843252,10,3,474355,238203,1118323,6640,867826480,233335,5328339,2214
535611.89,253952,62,57495,3787189326,22,22863168,0,45,24,24,5226,123,0,675,316417,28,11979,37,809,140830790,1352,1,0,36,38,12,2633,675,0,0,0,9833852,375683,1161281416,0,675,517,2,1,14,14,418,1,1161558832,1110884941,66444507,85713096,85735513,1,2,1,3771376224,73389,73389,14,14,14,85713096,10,3,489992,323243,1264698,8881,1161558832,316417,8569525,2214
537622.04,253952,62,70660,4654941958,22,24242862,0,64,26,26,5226,125,0,675,395619,28,15684,37,809,141361694,1352,1,0,36,40,12,2633,675,0,0,0,12853608,772418,1413183598,0,675,517,2,1,14,14,418,1,1415052080,1364603655,71471272,105439371,105439371,1,2,1,4638611428,73389,73389,14,14,14,105422987,10,3,503264,404253,1362654,10815,1415052080,395619,11491442,2214
539632.26,253952,62,85314,5620350090,22,27580952,0,99,27,27,5226,128,0,675,508337,28,19847,37,809,141627146,1352,1,0,36,41,12,2633,675,0,0,0,16788902,1517191,1693945009,0,675,517,2,1,14,14,418,1,1696987952,1646719548,79843380,127377486,127393870,1,2,1,5604609384,73389,73389,14,14,14,127377486,10,3,508047,519376,1506418,12966,1696987952,508337,15283108,2214
541640.45,253952,62,101985,6718740690,22,31013433,0,164,27,27,5226,130,0,675,644236,28,24522,37,809,141892598,1352,1,0,36,41,12,2633,675,0,0,0,21147493,2156222,2013898444,0,675,517,2,1,14,14,418,1,2017983280,1967920512,88170527,152340164,152356548,1,2,1,6702967216,73389,73389,14,14,14,152340164,10,3,514276,657912,1665731,15415,2017983280,644236,19482521,2214
543647.54,253952,62,119559,7876841202,23,34748728,0,231,29,29,5226,133,0,675,777879,28,29456,37,809,142423502,1352,1,0,36,43,12,2633,675,0,0,0,25698988,2614319,2355872938,0,675,517,2,1,14,14,418,1,2356149040,2306468133,98184069,178650204,178666588,1,2,1,7860608976,73389,73389,14,14,14,178650204,10,3,523911,794281,1852594,17995,2356149040,777879,23847293,2214
545653.24,253952,62,131736,8679120306,27,40406876,0,247,29,29,5226,135,1,675,831169,28,32888,37,809,142688954,1352,1,0,36,43,12,2633,675,0,0,0,28148489,2637799,2590979997,0,675,517,2,1,14,14,418,1,2590767920,2540952966,106437079,196900204,196900204,1,2,1,8663608976,73389,73389,14,14,14,196900204,10,3,524957,848902,1912641,19785,2590767920,831169,26236832,2214
547659.61,253952,62,149710,9863700670,27,41825524,0,312,31,31,5226,138,1,675,955629,28,37955,37,809,143207792,1352,1,0,36,45,12,2633,675,0,0,0,32529928,2756616,2935854099,0,675,517,2,1,14,14,418,1,2936535856,2887251627,112135510,223822485,223822485,1,2,1,9847468444,73389,73389,14,14,14,223806101,10,3,536509,976105,2082011,22423,2936535856,955629,30449053,2214
549666.32,253952,62,167730,11050705866,27,44641492,0,384,31,31,5226,141,1,675,1089721,28,43031,37,809,144004148,1352,1,0,36,45,12,2633,675,0,0,0,37047743,2960622,3282411604,0,675,517,2,1,14,14,418,1,3282799568,3234106823,120768801,250802110,250802110,1,2,1,11034571944,73389,73389,14,14,14,250785726,10,3,542506,1113043,2257721,25068,3282799568,1089721,34791325,2214
551672.52,253952,62,185920,12249176554,28,47119517,0,470,32,32,5226,144,1,675,1223768,28,48158,37,809,144269600,1352,1,0,36,46,12,2633,675,0,0,0,41660660,3098648,3631748160,0,675,517,2,1,14,14,418,1,3633023952,3584500221,128528298,278029654,278046038,1,2,1,12233304776,73389,73389,14,14,14,278029654,10,3,547017,1249924,2422126,27740,3633023952,1223768,39239998,2214
553677.14,253952,62,201666,13286680902,30,50879730,0,534,32,32,5226,147,1,675,1319025,28,52614,37,809,144800504,1352,1,0,36,46,12,2633,675,0,0,0,45222039,3111558,3936104222,0,675,517,2,1,14,14,418,1,3936062416,3887733142,136156063,301618235,301618235,1,2,1,13270481444,73389,73389,14,14,14,301601851,10,3,551037,1347323,2544777,30052,3936062416,1319025,42678860,2214
555683.29,253952,62,215766,14215782090,31,52322903,0,561,34,34,5226,149,1,675,1405905,28,56581,37,809,145065956,1352,1,0,36,48,12,2633,675,0,0,0,48315504,3165042,4207408625,0,675,517,2,1,14,14,418,1,4207250384,4159313462,140842500,322728958,322745342,1,2,1,14200074152,73389,73389,14,14,14,322728958,10,3,559236,1436083,2659113,32121,4207250384,1405905,45658103,2214
557689.81,253952,62,234182,15429329366,33,56226369,0,643,37,37,5226,152,1,675,1541810,28,61762,37,809,145596860,1352,1,0,36,51,12,2633,675,0,0,0,52946834,3416034,4562490925,0,675,517,2,1,14,14,418,1,4561931216,4514035991,148959020,350322983,350322983,1,2,1,15413490356,73389,73389,14,14,14,350306599,10,3,568680,1574765,2840724,34827,4561931216,1541810,50107964,2214
559694.67,253952,62,249869,16462967090,34,58889550,0,704,37,37,5226,154,1,675,1644419,28,66149,37,809,145862312,1352,1,0,36,51,12,2633,675,0,0,0,56659803,3563048,4865392653,0,675,517,2,1,14,14,418,1,4863921104,4816218209,156982501,373813260,373813260,1,2,1,16447783440,73389,73389,14,14,14,373813260,10,3,568889,1679544,2966432,37131,4863921104,1644419,53695351,2214
