timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
618674.82,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
620680.38,1,0,0,21861,1439065410,0,0,0,0,1,1,8826,117,666,124200,18,2041,16,26,137466896,1334,1,0,15,15,0,14,73,666,0,0,0,1985403,19,471725241,0,666,411,2,1,14,14,355,1,474906820,424361317,1986452,32363928,32363928,1,2,1,1423291936,73389,73389,14,14,14,32347544,5,3,413653,126297,823757,3641,474906820,124200,1161731,1835
622689.70,1,253952,62,34207,2252951002,18,19472660,0,40,20,20,8826,119,675,180509,18,5408,35,77,140299886,1352,1,0,34,34,4,14,219,675,0,0,0,4661266,12465,713364954,0,675,416,2,1,14,14,355,1,713554736,662410781,25751099,50847178,50847178,1,2,1,2237275832,73389,73389,14,14,14,50847178,5,3,470403,184059,981371,5463,713554736,180509,3680085,1862
624695.19,1,253952,62,45773,3014922158,19,21703398,0,64,21,21,8826,121,675,232140,18,8672,35,77,140565338,1352,1,0,34,35,4,14,219,675,0,0,0,7086057,19377,935890901,0,675,416,2,1,14,14,355,1,935852848,885179774,30452761,68165449,68165449,1,2,1,2999279756,73389,73389,14,14,14,68165449,5,3,470452,236993,1029372,7159,935852848,232140,6056967,1862
626703.06,1,253952,62,60378,3977384478,19,23590003,0,102,26,26,8826,124,675,335605,18,12821,35,77,141096242,1352,1,0,34,40,4,14,219,675,0,0,0,10950310,870122,1215344397,0,675,416,2,1,14,14,355,1,1217002288,1166496493,38106691,90044061,90044061,1,2,1,3961217788,73389,73389,14,14,14,90027677,5,3,496730,342693,1208721,9304,1217002288,335605,9742006,1862
628709.92,1,253952,62,71293,4696691698,24,30391214,0,119,26,26,8826,125,675,383712,18,15866,35,77,141361694,1352,1,0,34,40,4,14,219,675,0,0,0,13236757,913821,1427641732,0,675,416,2,1,14,14,355,1,1427372848,1376787661,47411418,106379292,106395676,1,2,1,4680688848,73389,73389,14,14,14,106379292,5,3,497578,392043,1258578,10909,1427372848,383712,11978695,1862
630715.49,1,253952,62,83005,5467965658,25,32883398,0,149,27,27,8826,127,675,441754,18,19157,35,77,141361694,1352,1,0,34,41,4,14,219,675,0,0,0,15853816,1001808,1652663026,0,675,416,2,1,14,14,355,1,1652292400,1602256245,52667982,123920906,123920906,1,2,1,5452519864,73389,73389,14,14,14,123920906,5,3,504891,451550,1345409,12625,1652292400,441754,14509030,1862
632721.77,1,253952,62,94370,6217294982,25,34523487,0,199,27,27,8826,129,675,496129,18,22367,35,77,141892598,1352,1,0,34,41,4,14,219,675,0,0,0,18230926,1005488,1871764212,0,675,416,2,1,14,14,355,1,1871444784,1821316812,56695131,140948139,140948139,1,2,1,6201718116,73389,73389,14,14,14,140948139,5,3,509417,507197,1413419,14297,1871444784,496129,16818214,1862
634741.58,1,253952,62,106665,7027307334,25,35863280,0,222,30,30,8826,131,675,575260,18,25837,35,77,142158050,1352,1,0,34,44,4,14,219,675,0,0,0,21179100,1688080,2105965944,0,675,416,2,1,14,14,355,1,2108422960,2058203222,61882245,159337403,159353787,1,2,1,7010845732,73389,73389,14,14,14,159337403,5,3,518237,589129,1522026,16105,2108422960,575260,19657935,1862
636758.19,1,253952,62,119825,7894273778,27,40082047,0,259,31,31,8826,133,675,679681,18,29548,35,77,142423502,1352,1,0,34,45,4,14,219,675,0,0,0,24773483,2547103,2361822866,0,675,416,2,1,14,14,355,1,2361260848,2311562181,70398529,179059804,179059804,1,2,1,7877910480,73389,73389,14,14,14,179043420,5,3,522558,696626,1638293,18034,2361260848,679681,23136197,1862
