timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,QueryTimeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectQueryTimeMicroseconds,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
799156.68,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
801161.38,0,253952,62,10292,676764920,0,1632420,28,3,3,5255,116,0,558,58802,0,22,4012,18,38,95481339,1118,1,0,4,928,12649325,6,50597300,17,17,14,100,558,0,0,4132707,92,250578480,0,558,328,0,3,1,14,14,1386,0,3,251603607,215730128,5765652,12846327,12846327,1,3,1,0,668009036,73389,73389,14,14,14,12846331,5,3,80478,60241,173931,2124,251603607,58802,3958932,1178
803165.91,1,253952,62,19634,1292416910,0,3112530,72,3,3,5255,179,0,558,103314,0,22,7694,18,38,97641153,1118,1,0,4,928,24304482,6,97217928,17,17,14,100,558,0,0,7861672,211,442619114,0,558,328,0,3,1,14,14,1386,0,3,442867929,409873486,10974736,24668210,24668210,1,3,1,0,1282746952,73389,73389,14,14,14,24668214,5,3,83038,105958,228267,3715,442867929,103314,7633704,1178
805170.70,1,253952,62,27138,1787010432,2,5848916,98,5,5,5255,221,0,558,141813,0,22,10639,19,38,99825099,1118,1,0,4,928,33670649,6,134682596,18,19,14,108,558,0,0,10807286,257,595819761,0,558,328,0,3,1,14,14,1386,0,3,596152708,565455288,16610529,34184267,34184267,1,3,1,0,1777581916,73389,73389,14,14,14,34184271,5,3,89354,145425,284203,4979,596152708,141813,10523495,1178
807175.98,2,253952,62,37627,2477590894,2,7441204,155,5,5,5255,315,0,567,205099,0,22,14796,19,38,102301741,1136,1,0,4,928,46757000,6,187028000,18,19,14,108,567,0,0,15200022,411,811766785,0,567,331,0,3,1,14,14,1386,0,3,812173599,782992723,22639207,47458293,47458293,1,3,1,0,2467831268,73389,73389,14,14,14,47458297,5,3,93641,210166,357171,6823,812173599,205099,14843439,1200
809181.02,2,253952,62,48094,3167586250,2,9151621,199,5,5,5255,355,0,585,268099,0,22,18883,19,38,108017654,1172,1,0,4,928,59806369,6,239160852,18,19,14,108,585,0,0,19521975,471,1033317950,0,585,348,0,3,1,14,14,1386,0,3,1033245445,1000456480,28670335,60709458,60709458,1,3,1,0,3156891848,73389,73389,14,14,14,60709462,5,3,96359,274531,436265,8607,1033245445,268099,19086461,1250
811186.32,3,253952,62,58464,3849261042,2,10953868,230,5,5,5255,446,0,603,327031,0,22,22981,19,38,111943598,1208,1,0,4,928,72719531,6,290878124,18,19,14,108,603,0,0,23742314,631,1249376100,0,603,359,0,3,1,14,14,1386,0,3,1248737753,1215137515,34692510,73807578,73823962,1,3,1,0,3837994088,73389,73389,14,14,14,73807582,5,3,99759,334818,497255,10446,1248737753,327031,23245966,1290
813191.36,3,253952,62,68801,4531388282,2,12745342,268,5,5,5255,485,0,603,384700,0,22,27024,19,38,114429194,1208,1,0,4,928,85643003,6,342442720,18,19,14,108,603,0,0,27993490,746,1471449747,0,603,359,0,3,1,14,14,1386,0,3,1470389283,1430091551,40734383,86915161,86915161,1,3,1,0,4519588404,73389,73389,14,14,14,86915165,5,3,106635,393876,561294,12226,1470389283,384700,27433268,1290
815196.12,3,253952,62,79333,5226343306,2,14342660,328,5,5,5255,578,0,603,446331,0,22,31200,19,38,116311490,1208,1,0,4,928,98808532,6,395169548,18,19,14,108,603,0,0,32391300,866,1691423192,0,603,359,0,3,1,14,14,1386,0,3,1690974568,1649283238,46728395,100268504,100268504,1,3,1,0,5213962240,73389,73389,14,14,14,100268508,5,3,111561,457013,634262,14102,1690974568,446331,31758297,1290
817201.23,3,253952,62,89918,5923179026,2,16067438,363,5,5,5255,618,0,603,501575,0,22,35332,19,38,117880070,1208,1,0,4,928,112017578,6,447940920,18,19,14,108,603,0,0,36653091,1014,1904627895,0,603,359,0,3,1,14,14,1386,0,3,1903501169,1868994775,52714986,113649026,113649026,1,3,1,0,5909749384,73389,73389,14,14,14,113649030,5,3,113261,513576,700325,15813,1903501169,501575,35954180,1290
819206.21,3,253952,62,100544,6623003372,2,17774641,412,5,5,5255,710,0,603,563236,0,22,39538,19,38,119122868,1208,1,0,4,928,125256460,6,500961256,18,19,14,108,603,0,0,40975047,1244,2140172575,0,603,359,0,3,1,14,14,1386,0,3,2139406794,2089489718,58742594,127092925,127092925,1,3,1,0,6608832132,73389,73389,14,14,14,127092929,5,3,117966,576749,780372,17809,2139406794,563236,40196247,1290
821211.16,3,253952,62,111350,7335915260,3,20411972,455,6,6,5255,752,0,603,618511,0,22,43770,20,38,121294748,1208,1,0,4,928,138744208,6,554976832,19,20,14,119,603,0,0,45323170,1377,2354452489,0,603,359,0,3,1,14,14,1386,0,3,2353263647,2314108187,65727516,140790332,140790332,1,3,1,0,7320245328,73389,73389,14,14,14,140773952,5,3,124886,633366,841470,19535,2353263647,618511,44483436,1290
823215.70,3,253952,62,121504,8005096198,3,21894094,501,6,6,5255,839,0,603,672792,0,22,47774,20,38,121294748,1208,1,0,4,928,151398937,6,605466512,19,20,14,119,603,0,0,49329633,1538,2574715219,0,603,359,0,3,1,14,14,1386,0,3,2573117755,2525336935,71215439,153625864,153625864,1,3,1,0,7988544960,73389,73389,14,14,14,153625868,5,3,127723,689031,906532,21397,2573117755,672792,48424984,1290
825220.71,3,253952,62,128994,8498168916,5,24506045,524,8,8,5255,858,0,603,707705,0,22,50701,20,38,121608464,1208,1,0,4,928,160768650,6,643074600,19,22,14,119,603,0,0,52174702,1581,2726057106,0,603,359,0,3,1,14,14,1386,0,3,2725155592,2680444612,76672069,163097087,163113471,1,3,1,0,8481048556,73389,73389,14,14,14,163097091,5,3,139391,724838,961612,22610,2725155592,707705,51215074,1290
827224.64,3,253952,62,140202,9236497194,5,26338236,557,8,8,5255,950,0,603,763094,0,22,55124,20,38,121632596,1208,1,0,4,928,174747342,6,698924776,19,22,14,119,603,0,0,56399778,1700,2969647937,0,603,359,0,3,1,14,14,1386,0,3,2968451667,2913451136,82682928,177292491,177292491,1,3,1,0,9219209564,73389,73389,14,14,14,177292495,5,3,141092,781666,1020377,24659,2968451667,763094,55381537,1290
829228.88,4,253952,62,151216,9961749508,5,27716041,593,8,8,5255,1042,0,603,816150,0,22,59474,20,38,121934246,1208,1,0,4,928,188454347,6,753817388,19,22,14,119,603,0,0,60474841,1760,3205219163,0,603,359,0,3,1,14,14,1386,0,3,3203222328,3142399279,88180900,191195142,191195142,1,3,1,0,9942147416,73389,73389,14,14,14,191195146,5,3,143693,836114,1097317,26651,3203222328,816150,59379810,1290
831233.72,4,253952,62,159001,10475084428,7,30034026,609,10,10,5255,1062,0,603,849673,0,22,62501,20,38,122235896,1208,1,0,4,928,198173823,6,792630580,19,24,14,119,603,0,0,63235284,1826,3360391944,0,603,359,0,3,1,14,14,1386,0,3,3358568319,3304158862,93258300,201053104,201053104,1,3,1,0,10454761440,73389,73389,14,14,14,201053108,5,3,149420,870491,1145294,27889,3358568319,849673,62092386,1290
833238.82,8,253952,62,166276,10954670206,8,32394957,641,10,10,5255,1127,0,603,885512,0,22,65388,20,38,122235896,1208,1,0,4,928,207249364,6,828997456,19,24,14,119,603,0,0,65923794,1880,3524666624,0,603,359,0,3,1,14,14,1386,0,3,3523121678,3455698124,98307072,210241481,210241481,1,3,1,0,10932557044,73389,73389,14,14,14,210241485,5,3,150122,907240,1175311,29284,3523121678,885512,64750981,1290
835243.59,8,253952,62,177251,11678030246,8,34064265,677,11,11,5255,1173,0,603,936565,0,22,69677,20,38,122235896,1208,1,0,4,928,220936138,6,883744552,19,25,14,119,603,0,0,70153791,1956,3750258160,0,603,359,0,3,1,14,14,1386,0,3,3748172627,3683473508,104196337,224139814,224156198,1,3,1,0,11655270360,73389,73389,14,14,14,224139818,5,3,154162,959631,1232421,31109,3748172627,936565,68924023,1290
837247.71,8,253952,62,188419,12413990470,8,35845079,713,11,11,5255,1266,0,612,990912,0,22,74081,20,38,123677049,1226,1,0,4,928,234840361,6,939296744,19,25,14,119,612,0,0,74358078,2034,3994265927,0,612,366,0,3,1,14,14,1386,0,3,3993071272,3915915323,110107074,238259331,238259331,1,3,1,0,12389485244,73389,73389,14,14,14,238259335,5,3,160346,1015489,1304685,33175,3993071272,990912,73056188,1311
839251.98,8,253952,62,195779,12897662690,9,38195411,745,11,11,5255,1301,0,612,1024073,0,22,76951,20,38,123677049,1226,1,0,4,928,243991540,6,975966160,19,25,14,119,612,0,0,77027002,2056,4152570156,0,612,366,0,3,1,14,14,1386,0,3,4150367829,4068374209,115207763,247540423,247540423,1,3,1,0,12872102028,73389,73389,14,14,14,247540427,5,3,160405,1049589,1345720,34463,4150367829,1024073,75684171,1311
841255.96,8,253952,62,206882,13630630004,9,39634502,772,12,12,5255,1376,0,612,1075570,0,22,81325,20,38,123677049,1226,1,0,4,928,257831713,6,1031326852,19,26,14,119,612,0,0,81204134,2126,4387725485,0,612,366,0,3,1,14,14,1386,0,3,4386006866,4300123460,120823946,261561192,261577576,1,3,1,0,13601182016,73389,73389,14,14,14,261561196,5,3,164604,1102530,1405826,36420,4386006866,1075570,79801355,1311
843259.91,9,253952,62,218028,14364858852,9,41278270,806,12,12,5255,1464,2,612,1127482,0,22,85719,20,38,123677049,1226,1,0,4,928,271699113,6,1086796452,19,26,14,119,612,0,0,85392795,2185,4628627373,0,612,366,0,3,1,14,14,1386,0,3,4626656119,4531707565,126655316,275658292,275674676,1,3,1,0,14333379248,73389,73389,14,14,14,275641912,5,3,166564,1155913,1471760,38448,4626787191,1127507,83924237,1311
845263.89,9,253952,62,225257,14840512958,10,43641093,834,12,12,5255,1485,2,612,1159632,0,22,88533,20,38,123677049,1226,1,0,4,928,280716043,6,1122864172,19,26,14,119,612,0,0,88049530,2239,4781027047,0,612,366,0,3,1,14,14,1386,0,3,4777922902,4681888231,131674480,284787610,284787610,1,3,1,0,14808955752,73389,73389,14,14,14,284787614,5,3,173266,1188889,1515744,39656,4777922902,1159632,86537094,1311
847268.16,9,253952,62,236371,15573260020,10,45321276,882,13,13,5255,1574,2,612,1217130,0,22,92917,20,38,123677049,1226,1,0,4,928,294564180,6,1178256720,19,27,14,119,612,0,0,92330707,2406,5023971655,0,612,366,0,3,1,14,14,1386,0,3,5021369000,4913348957,137636267,298831240,298831240,1,3,1,0,15539224512,73389,73389,14,14,14,298831244,5,3,179157,1247941,1587848,41711,5021369000,1217130,90746320,1311
849272.42,9,253952,62,247437,16302595902,10,46984054,926,13,13,5255,1625,2,612,1273297,0,22,97252,20,38,123677049,1226,1,0,4,928,308381612,6,1233526448,19,27,14,119,612,0,0,96648949,2549,5261705785,0,612,366,0,3,1,14,14,1386,0,3,5258409790,5143429497,143615594,312827877,312827877,1,3,1,0,16267049636,73389,73389,14,14,14,312827881,5,3,181915,1305565,1661877,43643,5258409790,1273297,94990695,1311
851277.40,9,253952,62,258395,17024552246,10,48779894,964,13,13,5255,1711,2,612,1328471,0,22,101555,20,38,123677049,1226,1,0,4,928,321971044,6,1287884176,19,27,14,119,612,0,0,100866228,2646,5497697917,0,612,366,0,3,1,14,14,1386,0,3,5496063225,5371961654,149563043,326630065,326646449,1,3,1,0,16983911444,73389,73389,14,14,14,326613685,5,3,187387,1362226,1722809,45639,5496063225,1328471,99147187,1311
